TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,2,4,1,0,5.000000e-01,8.075000e-01,1.0,0.0,4.0149918,1.0,2,5.870953,low,1.8559612,1.1440388,6.3926435,9.26484,9.266884,11.268475,7.253483,11.268873,12.072824
2,2,0,4,2,0,5.000000e-01,2.422500e+00,1.0,1.0,12.186327,1.0,0,13.670887,low,1.4845607,1.5154393,14.19139,17.435783,17.435894,19.437883,7.251556,19.438213,21.858728
3,3,2,4,2,0,5.000000e-01,8.075000e-01,1.0,2.0,21.972847,1.0,2,23.97093,low,1.9980829,1.0019171,24.492071,27.22377,27.225573,29.227396,7.2545495,29.227737,30.029913
4,4,8,2,2,0,2,8.075000e-01,1.0,3.0,30.153889,1.0,8,32.154957,high,2.00107,0.99893,32.67584,36.90433,36.904686,38.907555,8.753664,38.90789,39.71121
5,5,0,2,2,0,5.000000e-01,2.422500e+00,1.0,4.0,39.825672,1.0,0,41.70487,low,1.8791988,1.1208012,42.2246,45.07675,45.076866,47.07867,7.2530007,47.079025,49.49969
6,6,0,8,1,0,5.000000e-01,2.422500e+00,1.0,5.0,49.504066,2.0,8,51.58749,high,2.0834243,0.9165757,52.107933,54.754883,54.759487,56.76205,7.257984,56.762386,59.176575
7,7,4,8,1,0,5.000000e-01,8.075000e-01,1.0,6.0,59.17999,1.0,4,61.05494,low,1.8749496,1.1250504,61.575138,64.4303,64.430664,66.433075,7.2530875,66.43341,67.2374
8,8,8,2,1,0,5.000000e-01,2.422500e+00,1.0,7.0,67.24199,2.0,2,68.63832,low,1.3963268,1.6036732,69.15699,72.49285,72.49321,74.49556,7.2535663,74.49592,76.91414
9,9,2,8,1,0,5.000000e-01,4.037500e+00,1.0,8.0,76.91869,1.0,2,78.37159,low,1.4528913,1.5471087,78.89101,82.16885,82.16921,84.171555,7.2528605,84.171906,88.20668
10,10,2,8,2,1,2,8.075000e-01,1.0,9.0,88.32005,1.0,2,89.80399,low,1.4839396,1.5160604,90.324974,95.07028,95.07223,97.07396,8.753908,97.0743,97.87778
11,11,0,2,3,0,2,8.882500e+00,1.0,10.0,97.88364,2.0,2,100.33817,high,2.4545312,0.5454687,100.85801,104.63357,104.635376,106.63755,8.753916,106.637886,115.51655
12,12,0,4,3,1,2,2.422500e+00,1.0,11.0,115.52264,2.0,4,117.937996,high,2.4153538,0.5846463,118.45792,122.27359,122.27554,124.277534,8.754891,124.27787,126.69663
13,13,0,8,3,0,5.000000e-01,8.075000e-01,1.0,12.0,126.700195,1.0,0,128.93715,low,2.236946,0.7630539,129.45796,131.95078,131.95088,133.95241,7.2522163,133.95276,134.75708
14,14,8,4,2,1,3.500000e+00,8.075000e-01,1.0,13.0,134.87627,2.0,4,136.93791,low,2.061651,0.938349,137.46031,143.1269,143.12886,145.1316,10.255337,145.13194,145.93332
15,15,4,0,1,1,5.000000e-01,8.075000e-01,1.0,14.0,145.939,2.0,0,147.9218,low,1.9828001,1.0171999,148.44191,151.18863,151.18875,153.19067,7.2516823,153.19101,153.99661
16,16,8,2,1,1,5.000000e-01,2.422500e+00,1.0,15.0,154.00114,2.0,2,155.6879,low,1.6867477,1.3132523,156.20786,159.25128,159.25331,161.25647,7.255315,161.2568,163.67441
17,17,4,0,2,1,5.000000e-01,5.652500e+00,1.0,16.0,163.79128,1.0,4,165.80469,high,2.0134032,0.9865969,166.32448,169.0412,169.04315,171.04578,7.2544994,171.04613,176.69357
18,18,0,8,1,1,2,8.075000e-01,1.0,17.0,176.69926,1.0,0,178.32124,low,1.6219786,1.3780214,178.84084,183.44919,183.4493,185.45058,8.751316,185.45091,186.258
19,19,2,4,3,1,5.000000e-01,8.075000e-01,1.0,18.0,186.26633,2.0,4,187.87126,high,1.6049436,1.3950564,188.39084,191.51666,191.5186,193.52042,7.25409,193.52077,194.32455
20,20,8,0,2,1,5.000000e-01,2.422500e+00,1.0,19.0,194.44133,2.0,0,195.85454,low,1.4132081,1.5867919,196.37425,199.69156,199.69168,201.69318,7.2518377,201.69351,204.11478
21,21,2,4,2,1,2,2.422500e+00,1.0,20.0,204.2307,1.0,2,205.9381,low,1.7073991,1.2926009,206.46317,210.9812,210.98318,212.98608,8.755395,212.98642,215.40442
22,22,2,0,2,1,3.500000e+00,8.075000e-01,1.0,21.0,215.51875,1.0,2,216.90353,high,1.3847915,1.6152085,217.4248,223.76945,223.7698,225.77286,10.254114,225.77321,226.57693
23,23,0,8,3,1,5.000000e-01,8.075000e-01,1.0,22.0,226.58278,2.0,8,227.92029,high,1.3375059,1.6624941,228.4417,231.83351,231.83545,233.83708,7.2543044,233.83742,234.6414
24,24,2,4,3,0,5.000000e-01,8.075000e-01,1.0,23.0,234.64877,1.0,2,235.98674,low,1.3379598,1.6620402,236.50777,239.89986,239.90169,241.90346,7.2546725,241.9038,242.7065
25,25,8,4,1,1,3.500000e+00,7.267500e+00,1.0,24.0,242.71086,2.0,4,244.22014,low,1.5092795,1.4907205,244.74077,250.96121,250.96326,252.96584,10.254972,252.96617,260.22842
26,26,8,2,2,0,5.000000e-01,8.075000e-01,1.0,25.0,260.34604,2.0,2,261.72083,low,1.3747871,1.6252129,262.24005,265.59622,265.59805,267.60034,7.2543044,267.60068,268.40396
27,27,2,8,2,1,5.000000e-01,8.075000e-01,1.0,26.0,268.5201,1.0,2,270.2706,low,1.750482,1.249518,270.791,273.77182,273.77374,275.7762,7.2560797,275.77655,276.5789
28,28,8,2,1,1,2,4.037500e+00,1.0,27.0,276.5873,2.0,2,278.12085,low,1.5335594,1.4664406,278.64066,283.33746,283.33954,285.34113,8.753817,285.34146,289.37646
29,29,4,8,3,1,2,8.075000e-01,1.0,28.0,289.3823,1.0,4,290.9542,low,1.5719208,1.4280792,291.47363,296.13242,296.13434,298.13705,8.754752,298.13736,298.94012
30,30,8,4,3,0,5.000000e-01,8.075000e-01,1.0,29.0,298.94525,2.0,4,300.67072,low,1.725475,1.274525,301.18958,304.1964,304.1982,306.20023,7.25497,306.20056,307.00284
31,31,2,0,1,1,2,5.652500e+00,1.0,30.0,307.00845,1.0,2,309.1874,high,2.1789324,0.8210675,309.7076,313.75916,313.76117,315.76288,8.754422,315.7632,321.4103
32,32,8,2,3,0,5.000000e-01,8.075000e-01,1.0,31.0,321.41614,1.0,8,323.57098,high,2.1548414,0.8451585,324.09103,326.6668,326.6686,328.67123,7.255098,328.67157,329.47443
33,33,8,0,2,0,2,4.037500e+00,1.0,32.0,329.59003,2.0,0,331.32053,low,1.7305121,1.2694879,331.84,336.34048,336.34058,338.34247,8.752448,338.3428,342.37793
34,34,8,4,2,0,2,2.422500e+00,1.0,33.0,342.4927,2.0,4,343.7865,low,1.2938117,1.7061883,344.3075,349.2434,349.25012,351.25208,8.7593775,351.2524,353.6657
35,35,0,2,1,0,2,7.267500e+00,1.0,34.0,353.67136,1.0,0,355.40396,low,1.7326074,1.2673926,355.92447,360.42154,360.42166,362.4233,8.751932,362.42365,369.6893
36,36,8,2,3,0,2,2.422500e+00,1.0,35.0,369.69382,1.0,8,371.08624,high,1.3924435,1.6075565,371.60693,376.4443,376.44608,378.44794,8.75414,378.44827,380.86658
