Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,8,2,2,1,5.000000e-01,8.075000e-01
2,2,4,2,0,5.000000e-01,2.422500e+00
3,8,4,3,1,5.000000e-01,2.422500e+00
4,4,0,2,1,2,8.075000e-01
5,0,8,3,1,5.000000e-01,4.037500e+00
6,4,0,1,0,5.000000e-01,2.422500e+00
7,8,4,3,0,5.000000e-01,2.422500e+00
8,2,0,3,0,5.000000e-01,2.422500e+00
9,8,2,3,0,5.000000e-01,8.075000e-01
10,8,4,2,0,2,8.075000e-01
11,8,0,3,0,5.000000e-01,8.075000e-01
12,2,0,1,0,5.000000e-01,8.075000e-01
13,8,2,1,1,5.000000e-01,2.422500e+00
14,8,2,3,1,2,8.882500e+00
15,8,4,1,1,2,2.422500e+00
16,0,4,2,0,2,8.075000e-01
17,2,8,2,1,5.000000e-01,8.075000e-01
18,0,8,2,0,2,5.652500e+00
19,4,2,1,0,3.500000e+00,2.422500e+00
20,2,4,2,1,5.000000e-01,8.075000e-01
21,2,8,1,1,2,8.075000e-01
22,0,4,1,1,5.000000e-01,8.075000e-01
23,0,8,2,1,5.000000e-01,8.075000e-01
24,4,8,2,1,5.000000e-01,8.075000e-01
25,2,0,1,1,2,8.075000e-01
26,2,0,2,0,3.500000e+00,8.075000e-01
27,0,2,2,1,5.000000e-01,4.037500e+00
28,2,0,3,1,2,2.422500e+00
29,8,2,1,0,2,4.037500e+00
30,4,2,3,1,2,4.037500e+00
31,8,4,1,0,5.000000e-01,8.075000e-01
32,2,8,3,0,2,8.075000e-01
33,0,8,1,0,5.000000e-01,7.267500e+00
34,2,4,1,1,2,2.422500e+00
35,0,4,3,1,2,8.075000e-01
36,2,8,2,0,5.000000e-01,7.267500e+00
37,0,8,1,1,5.000000e-01,8.075000e-01
38,2,8,1,0,5.000000e-01,8.075000e-01
39,4,2,3,0,3.500000e+00,8.075000e-01
40,8,2,3,1,3.500000e+00,4.037500e+00
41,2,8,2,0,2,2.422500e+00
42,0,4,3,0,5.000000e-01,5.652500e+00
