TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,8,3,2,7.267500e+00,2.422500e+00,1.0,0.0,2.6000198e-06,0.010083,4.034684,0.0,6.8264666,2.7917826,6.9268794,2.3307173,9.259924,999.0,9.260064,9.866826,5.8321424,9.866985,17.136925,--
2,2,7,3,1,2.422500e+00,1.615000e+00,1.0,1.0,--,--,17.151606,1.0,17.880648,0.7290426,17.980986,3.5859573,21.569653,6.0,21.569761,22.176907,5.0253,22.177034,24.601978,--
3,3,1,1,1,2.422500e+00,2.422500e+00,1.0,2.0,--,--,24.607433,2.0,25.44657,0.8391361,25.54689,4.283364,29.832907,4.0,29.83302,30.438944,5.8315105,30.439081,32.863815,--
4,4,4,2,1,8.075000e-01,2.422500e+00,1.0,3.0,--,--,32.879288,1.0,33.61317,0.7338851,33.71346,4.388615,38.103874,6.0,38.103985,38.708035,5.8287487,38.708164,39.51793,--
5,5,4,2,1,8.075000e-01,8.075000e-01,1.0,4.0,--,--,39.529327,1.0,40.163013,0.6336849,40.26335,2.873815,43.13911,6.0,43.13922,43.744064,4.214734,43.744194,44.553936,--
6,6,6,2,3,8.075000e-01,8.075000e-01,1.0,5.0,--,--,44.565323,2.0,45.396286,0.8309657,45.496613,2.6765344,48.174793,8.0,48.174934,48.782566,4.217245,48.782696,49.592968,--
7,7,6,2,3,8.075000e-01,8.075000e-01,1.0,6.0,--,--,49.60505,2.0,50.129753,0.5247022,50.23006,2.9827979,53.214256,7.0,53.214367,53.82005,4.214998,53.82018,54.62999,--
8,8,9,3,3,8.075000e-01,8.075000e-01,1.0,7.0,--,--,54.646503,2.0,55.17954,0.5330329,55.279858,2.974467,58.256344,9.0,58.25645,58.861786,4.2152805,58.86191,59.672005,--
9,9,1,1,1,2.422500e+00,1.615000e+00,1.0,8.0,--,--,59.675438,2.0,60.19632,0.5208823,60.296623,3.7941177,64.09275,4.0,64.09286,64.70006,5.024625,64.70019,67.12496,--
10,10,4,2,1,4.037500e+00,8.075000e-01,1.0,9.0,--,--,67.13761,2.0,67.76305,0.6254389,67.86335,2.882061,70.74799,3.0,70.74811,71.35423,4.216623,71.35438,75.393974,--
11,11,7,3,1,2.422500e+00,1.615000e+00,1.0,10.0,--,--,75.40985,2.0,75.829445,0.4195942,75.92976,3.8954058,79.827,2.0,79.82711,80.43179,5.021938,80.431915,82.85694,--
12,12,3,1,3,4.037500e+00,2.422500e+00,1.0,11.0,--,--,82.86045,2.0,83.379654,0.5192024,83.47996,4.6032977,88.08604,7.0,88.08614,88.69081,5.830363,88.69094,92.7304,--
13,13,1,1,1,5.652500e+00,2.422500e+00,1.0,12.0,--,--,92.73218,2.0,93.36298,0.6308092,93.463295,4.4916906,97.956856,1.0,97.95697,98.56247,5.830293,98.56259,104.21683,--
14,14,9,3,3,8.075000e-01,2.422500e+00,1.0,13.0,--,--,104.23301,2.0,104.76282,0.5298028,104.86312,4.592697,109.45795,7.0,109.45805,110.063156,5.83014,110.063286,110.873436,--
15,15,8,3,2,2.422500e+00,1.615000e+00,1.0,14.0,--,--,110.88814,2.0,111.92954,1.0414006,112.029884,3.2735994,115.30608,5.0,115.3062,115.91334,5.0251923,115.91347,118.33784,--
16,16,9,3,3,8.075000e-01,2.422500e+00,1.0,15.0,--,--,118.352135,2.0,118.87938,0.5272437,118.979706,4.5952563,123.57691,9.0,123.57702,124.18307,5.830937,124.1832,124.99293,--
17,17,3,1,3,2.422500e+00,1.615000e+00,1.0,16.0,--,--,124.99587,2.0,125.529594,0.5337228,125.62989,3.7812772,129.41402,7.0,129.41414,130.0179,5.022031,130.01804,132.44292,--
18,18,7,3,1,8.075000e-01,2.422500e+00,1.0,17.0,--,--,132.45807,2.0,133.09642,0.6383568,133.19678,4.4841433,137.68336,3.0,137.68349,138.28973,5.831673,138.28987,139.09909,--
19,19,4,2,1,4.037500e+00,2.422500e+00,1.0,18.0,--,--,139.11139,2.0,139.74597,0.6345858,139.84633,4.487914,144.33583,3.0,144.33594,144.9406,5.829214,144.94073,148.97981,--
20,20,9,3,3,8.075000e-01,8.075000e-01,1.0,19.0,--,--,148.99615,2.0,149.41447,0.4183193,149.51477,3.0891807,152.60594,8.0,152.60605,153.21187,4.2157226,153.212,154.02185,--
21,21,5,2,2,2.422500e+00,1.615000e+00,1.0,20.0,--,--,154.03381,2.0,154.86288,0.829062,154.96321,3.485938,158.45091,5.0,158.45102,159.05576,5.0219417,159.0559,161.48088,--
22,22,2,1,2,8.075000e-01,1.615000e+00,1.0,21.0,--,--,161.48483,2.0,162.01262,0.5277918,162.11295,3.7872083,165.90283,5.0,165.90294,166.50703,5.0221987,166.50716,167.31664,--
