Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,2,8,3,0,2,7.267500e+00
2,2,8,2,0,5.000000e-01,2.422500e+00
3,8,2,1,0,2,2.422500e+00
4,0,4,3,1,5.000000e-01,2.422500e+00
5,0,8,2,1,5.000000e-01,8.882500e+00
6,2,8,1,0,2,4.037500e+00
7,2,0,2,1,5.000000e-01,4.037500e+00
8,2,4,2,1,5.000000e-01,8.075000e-01
9,4,0,2,0,2,8.075000e-01
10,2,8,2,1,2,8.075000e-01
11,2,8,3,1,5.000000e-01,8.075000e-01
12,4,8,2,1,3.500000e+00,8.075000e-01
13,0,4,2,1,5.000000e-01,8.075000e-01
14,4,8,1,1,5.000000e-01,8.075000e-01
15,2,8,1,1,5.000000e-01,8.075000e-01
16,4,8,1,0,2,2.422500e+00
17,2,4,1,1,2,2.422500e+00
18,2,8,2,1,5.000000e-01,8.075000e-01
19,4,8,3,0,5.000000e-01,8.075000e-01
20,0,8,2,0,5.000000e-01,8.075000e-01
21,2,4,3,1,2,8.075000e-01
22,4,0,3,0,2,4.037500e+00
23,2,0,2,0,5.000000e-01,8.075000e-01
24,2,0,3,0,5.000000e-01,4.037500e+00
25,0,2,3,1,5.000000e-01,2.422500e+00
26,4,2,1,0,5.000000e-01,2.422500e+00
27,8,2,1,1,2,8.075000e-01
28,2,4,2,0,5.000000e-01,8.075000e-01
29,4,0,1,0,2,8.075000e-01
30,0,2,1,0,3.500000e+00,7.267500e+00
31,0,4,1,1,5.000000e-01,8.075000e-01
32,8,2,3,0,5.000000e-01,8.075000e-01
33,8,4,2,0,2,5.652500e+00
34,8,4,3,1,2,8.075000e-01
35,2,8,3,1,5.000000e-01,4.037500e+00
36,2,0,1,1,5.000000e-01,2.422500e+00
37,0,8,1,1,3.500000e+00,5.652500e+00
38,0,8,1,0,3.500000e+00,2.422500e+00
39,0,8,3,1,2,2.422500e+00
40,8,0,3,0,5.000000e-01,8.075000e-01
41,4,2,3,0,2,2.422500e+00
42,8,2,2,0,5.000000e-01,8.075000e-01
