TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,7,3,1,8.075000e-01,1.615000e+00,1.0,0.0,2.3999892e-06,0.0111964,4.0167055,1.0,5.6776433,1.6609378,5.77806,2.6540623,8.434734,8.0,8.434876,9.042685,5.0259795,9.042847,9.852877,--
2,2,9,3,3,8.075000e-01,8.075000e-01,1.0,1.0,--,--,9.855029,2.0,10.693831,0.8388024,10.794148,2.6686976,13.465318,6.0,13.465427,14.071955,4.216926,14.072086,14.882016,--
3,3,6,2,3,8.075000e-01,2.422500e+00,1.0,2.0,--,--,14.896131,2.0,16.560904,1.6647736,16.661264,3.4577265,20.120733,9.0,20.120844,20.72645,5.8303204,20.726583,21.53634,--
4,4,4,2,1,8.075000e-01,2.422500e+00,1.0,3.0,--,--,21.54758,2.0,22.493755,0.9461762,22.594055,4.176324,26.772038,3.0,26.772146,27.377926,5.8303456,27.378057,28.187372,--
5,5,1,1,1,2.422500e+00,8.075000e-01,1.0,4.0,--,--,28.192488,2.0,29.543837,1.3513497,29.6442,2.1561503,31.80289,1.0,31.803001,32.40814,4.2156506,32.408268,34.832592,--
6,6,6,2,3,8.075000e-01,1.615000e+00,1.0,5.0,--,--,34.8448,1.0,35.47726,0.6324626,35.577583,3.6825373,39.26268,1.0,39.26279,39.86892,5.02412,39.86905,40.678368,--
7,7,4,2,1,2.422500e+00,1.615000e+00,1.0,6.0,--,--,40.69029,1.0,42.56062,1.8703301,42.660923,2.44467,45.10716,6.0,45.10727,45.713768,5.0234776,45.713898,48.138718,--
8,8,7,3,1,4.037500e+00,1.615000e+00,1.0,7.0,--,--,48.14236,1.0,49.393784,1.2514207,49.494076,3.0635793,52.560112,8.0,52.560223,53.16382,5.0214577,53.16395,57.20541,--
9,9,1,1,1,5.652500e+00,1.615000e+00,1.0,8.0,--,--,57.20839,2.0,58.143757,0.9353687,58.24412,3.3796313,61.625652,2.0,61.625767,62.230366,5.021975,62.2305,67.88542,--
10,10,6,2,3,8.075000e-01,1.615000e+00,1.0,9.0,--,--,67.89701,1.0,69.14376,1.2467543,69.24408,3.0682456,72.31542,4.0,72.31553,72.92128,5.02427,72.92141,73.73076,--
11,11,1,1,1,8.882500e+00,1.615000e+00,1.0,10.0,--,--,73.7337,1.0,74.87709,1.1433855,74.97739,3.1716144,78.15105,8.0,78.15115,78.75747,5.023763,78.7576,87.64175,--
12,12,9,3,3,2.422500e+00,8.075000e-01,1.0,11.0,--,--,87.6448,2.0,88.494156,0.849356,88.59445,2.658144,91.25463,6.0,91.25475,91.85935,4.2145553,91.85949,94.28373,--
13,13,7,3,1,5.652500e+00,1.615000e+00,1.0,12.0,--,--,94.28582,2.0,94.910446,0.6246259,95.010765,3.6903741,98.704124,4.0,98.70423,99.310745,5.024923,99.31088,104.96583,--
14,14,4,2,1,8.075000e-01,8.075000e-01,1.0,13.0,--,--,104.97845,1.0,105.8103,0.8318532,105.9106,2.6756468,108.588646,6.0,108.58877,109.19382,4.215366,109.19395,110.00332,--
15,15,9,3,3,4.037500e+00,2.422500e+00,1.0,14.0,--,--,110.00659,1.0,111.26099,1.2543894,111.36129,3.8681107,115.23201,3.0,115.232124,115.837814,5.831219,115.837944,119.877396,--
16,16,3,1,3,5.652500e+00,2.422500e+00,1.0,15.0,--,--,119.8804,1.0,120.51029,0.629888,120.610664,4.492612,125.1056,4.0,125.105705,125.70983,5.8294225,125.70996,131.36429,--
17,17,7,3,1,4.037500e+00,1.615000e+00,1.0,16.0,--,--,131.36768,1.0,131.89407,0.5263997,131.99442,3.7886002,135.78583,9.0,135.78593,136.39058,5.022897,136.3907,140.43065,--
18,18,3,1,3,8.075000e-01,8.075000e-01,1.0,17.0,--,--,140.43362,2.0,141.16026,0.7266288,141.26056,2.7808712,144.04301,8.0,144.04312,144.6478,4.214173,144.64793,145.45822,--
19,19,4,2,1,8.075000e-01,2.422500e+00,1.0,18.0,--,--,145.47025,2.0,147.32745,1.8572187,147.42776,3.2652812,150.69563,4.0,150.69576,151.30182,5.831576,151.30194,152.11137,--
20,20,3,1,3,5.652500e+00,8.075000e-01,1.0,19.0,--,--,152.11462,1.0,153.36018,1.2455691,153.4605,2.261931,155.7243,3.0,155.72441,156.32973,4.2151065,156.32986,161.98476,--
21,21,4,2,1,8.075000e-01,8.075000e-01,1.0,20.0,--,--,161.99675,1.0,162.62723,0.6304898,162.72755,2.87701,165.60757,7.0,165.60768,166.21315,4.2164054,166.21329,167.02342,--
22,22,3,1,3,2.422500e+00,1.615000e+00,1.0,21.0,--,--,167.02635,2.0,167.56015,0.5337903,167.66043,3.7812097,171.44359,9.0,171.4437,172.04941,5.023054,172.04955,174.4739,--
23,23,9,3,3,7.267500e+00,8.075000e-01,1.0,22.0,--,--,174.4774,2.0,174.89355,0.4161495,174.99384,3.0913506,178.08751,9.0,178.08762,178.69202,4.2146077,178.69214,185.96233,--
24,24,6,2,3,8.075000e-01,2.422500e+00,1.0,23.0,--,--,185.97456,1.0,186.60997,0.635405,186.71028,4.487095,191.20067,3.0,191.20078,191.80461,5.83004,191.80475,192.61417,--
25,25,3,1,3,8.075000e-01,2.422500e+00,1.0,24.0,--,--,192.61731,2.0,194.27672,1.6594108,194.37704,3.4630892,197.8427,8.0,197.8428,198.44643,5.829115,198.44655,199.25572,--
26,26,9,3,3,8.075000e-01,8.075000e-01,1.0,25.0,--,--,199.25887,1.0,200.91032,1.6514719,201.01068,1.8560282,202.86958,4.0,202.86969,203.47487,4.216008,203.475,204.28525,--
