instrText,stimDoor,stimDoorLure,stimFace,stimFaceLure,Instructions.thisRepN,Instructions.thisTrialN,Instructions.thisN,Instructions.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Func,Keys,Text,RespTime,Onset,Offset,SystemTime_Start,SystemTime_Stop,Stim,Lure,Participant*,Age,date,expName,psychopyVersion,frameRate,
"In the earlier Feedback Games, you chose which doors contained a prize, and which peers liked you. 

You then saw positive or negative feedback (green check mark or red X) from the door or peer you selected.

You will now see a series of doors and peers, some of which you saw during the earlier Feedback Games, and some that you have never seen before.

Please press the spacebar to continue.",,,,,0,0,0,0,,,,,instrFunc,space,"In the earlier Feedback Games, you chose which doors contained a prize, and which peers liked you. 

You then saw positive or negative feedback (green check mark or red X) from the door or peer you selected.

You will now see a series of doors and peers, some of which you saw during the earlier Feedback Games, and some that you have never seen before.

Please press the spacebar to continue.",16.92003570002271,20.842546899977606,37.81820873002289,2023-03-29 12:08:52.246894,2023-03-29 12:09:09.215822,,,10589,30-49,2023-03-29_12h08.49.234,Recall,2021.2.3,59.95024130468179,
"For doors/peers that you remember selecting and getting feedback from, your job is to RECALL what feedback you received. 

Press '1' if you recall positive feedback. 

Press '2' if you recall negative feedback

Press the spacebar to continue.",,,,,0,1,1,1,,,,,instrFunc,space,"For doors/peers that you remember selecting and getting feedback from, your job is to RECALL what feedback you received. 

Press '1' if you recall positive feedback. 

Press '2' if you recall negative feedback

Press the spacebar to continue.",12.707941300002858,37.782648399996106,50.53916089003906,2023-03-29 12:09:09.216822,2023-03-29 12:09:21.957810,,,10589,30-49,2023-03-29_12h08.49.234,Recall,2021.2.3,59.95024130468179,
"For doors/peers that you don't remember getting feedback from, your job is to PREDICT what feedback you WOULD HAVE received.

Press '9' if you predict positive feedback.

Press '0' if you predict negative feedback. 

Please press the spacebar to continue.",,,,,0,2,2,2,,,,,instrFunc,space,"For doors/peers that you don't remember getting feedback from, your job is to PREDICT what feedback you WOULD HAVE received.

Press '9' if you predict positive feedback.

Press '0' if you predict negative feedback. 

Please press the spacebar to continue.",13.429357199987862,50.52548869996099,63.999888790014666,2023-03-29 12:09:21.958811,2023-03-29 12:09:35.417549,,,10589,30-49,2023-03-29_12h08.49.234,Recall,2021.2.3,59.95024130468179,
"This task is self-paced, and the prompts will always stay on the screen so that you know which buttons to press.

On the next screen we will show you what those prompts look like, so that you know exactly what to expect. 

You will start with either doors or peers, and then switch halfway through. 

Please press the spacebar to continue.",,,,,0,3,3,3,,,,,instrFunc,space,"This task is self-paced, and the prompts will always stay on the screen so that you know which buttons to press.

On the next screen we will show you what those prompts look like, so that you know exactly what to expect. 

You will start with either doors or peers, and then switch halfway through. 

Please press the spacebar to continue.",12.03469000000041,63.984015199996065,76.05740818998311,2023-03-29 12:09:35.418002,2023-03-29 12:09:47.476403,,,10589,30-49,2023-03-29_12h08.49.234,Recall,2021.2.3,59.95024130468179,
,,,,,,,,,,,,,imgtextFunc,space,"Here is what the screen will look like while you make your ratings.
The green circles remind you to press 1 or 9 for positive feedback.
The red circles remind you to press 2 or 0 for positive feedback.









Please let the experimenter know if you have any questions.

Whenever you're ready, press the spacebar to start the task.",18.017574600002263,76.16913840000052,94.32813029002864,2023-03-29 12:09:47.487063,2023-03-29 12:10:05.640003,,,10589,30-49,2023-03-29_12h08.49.234,Recall,2021.2.3,59.95024130468179,
,DD004.jpg,0,FF004.jpg,0,,,,,0,0,0,3,imgFunc,9,NA,7.656090100004803,94.34661349997623,102.13929936999921,2023-03-29 12:10:05.679306,2023-03-29 12:10:13.461898,DD004.jpg,0,10589,30-49,2023-03-29_12h08.49.234,Recall,2021.2.3,59.95024130468179,
,SD028.jpg,0,MF028.jpg,0,,,,,0,1,1,77,imgFunc,2,NA,3.0849106999812648,102.10185829998227,105.2857258899603,2023-03-29 12:10:13.470876,2023-03-29 12:10:16.647480,SD028.jpg,0,10589,30-49,2023-03-29_12h08.49.234,Recall,2021.2.3,59.95024130468179,
,L_DD501.jpg,1,L_FF501.jpg,1,,,,,0,2,2,40,imgFunc,2,NA,2.00392369995825,105.28686769999331,107.38509979000082,2023-03-29 12:10:16.657455,2023-03-29 12:10:18.748880,L_DD501.jpg,1,10589,30-49,2023-03-29_12h08.49.234,Recall,2021.2.3,59.95024130468179,
,DD034.jpg,0,FF034.jpg,0,,,,,0,3,3,33,imgFunc,0,NA,6.265941399964504,107.3847386999987,113.74121279007522,2023-03-29 12:10:18.755768,2023-03-29 12:10:25.103647,DD034.jpg,0,10589,30-49,2023-03-29_12h08.49.234,Recall,2021.2.3,59.95024130468179,
,SD008.jpg,0,MF008.jpg,0,,,,,0,4,4,57,imgFunc,2,NA,8.793950699968264,113.74476089997916,122.63151988998288,2023-03-29 12:10:25.112635,2023-03-29 12:10:33.993221,SD008.jpg,0,10589,30-49,2023-03-29_12h08.49.234,Recall,2021.2.3,59.95024130468179,
