TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,3,32,2.98,1,16,0,1.0,0.0,4.5646772,5.5091233,5.525832,5.526014,6.5268598,6.527026,2.0,0.8992004,7.4262266,10.292893,3.7665184,10.293675,13.275326
2,2,3,32,0.5575,1,3,0,1.0,1.0,13.803846,14.774874,14.792619,14.792745,15.792928,15.793065,1.0,0.6997002,16.492765,19.55989,3.7674396,19.56062,20.119833
3,3,2,16,0.5575,1,8,0,1.0,2.0,20.62151,21.60827,21.625767,21.625904,22.625864,22.625998,1.0,1.3998859,24.025885,26.39291,3.767444,26.393545,26.952795
4,4,3,16,0.5575,1,2,0,1.0,3.0,27.484713,28.442238,28.458242,28.458426,29.458843,29.45898,2.0,0.9670902,30.426071,33.224815,3.7663977,33.22548,33.785236
5,5,3,32,1.365,1,16,0,1.0,4.0,34.347656,35.274857,35.292156,35.292294,36.291855,36.29199,999.0,999.0,999.0,39.542118,3.7681932,40.060356,41.426476
6,6,2,32,4.595,1,8,0,1.0,5.0,41.93854,42.924854,42.94229,42.942448,43.941864,43.941998,1.0,1.0003847,44.942383,47.70785,3.7663772,47.708473,52.30481
7,7,3,32,0.5575,1,16,0,1.0,6.0,52.910248,53.791046,53.808517,53.808598,54.808838,54.808975,2.0,0.550323,55.3593,58.575447,3.7670012,58.576077,59.13574
8,8,2,16,2.98,1,2,0,1.0,7.0,59.63737,60.62481,60.64211,60.642235,61.6428,61.642933,999.0,999.0,999.0,64.90816,3.7832024,65.42627,68.40749
9,9,2,32,0.5575,1,2,0,1.0,8.0,68.90527,69.89104,69.90842,69.908516,70.90777,70.907906,999.0,999.0,999.0,74.15897,3.7682364,74.67631,75.23592
10,10,3,32,2.98,1,0,3,1.0,9.0,75.770386,76.72562,76.74118,76.741356,77.740906,77.74104,1.0,0.6183561,78.3594,81.50683,3.7663133,81.50747,84.488686
11,11,2,16,0.5575,1,0,2,1.0,10.0,84.988495,85.97471,85.992004,85.99213,86.99178,86.99192,1.0,1.2006171,88.192535,90.75878,3.7673934,90.759415,91.31843
12,12,2,16,0.5575,1,0,8,1.0,11.0,91.82156,92.80802,92.82567,92.8258,93.825806,93.82594,1.0,0.7500465,94.57599,97.591675,3.7662528,97.59229,98.15176
13,13,3,32,2.98,1,0,2,1.0,12.0,98.734795,99.641975,99.658,99.658134,100.65774,100.657875,1.0,0.7340247,101.3919,104.425766,3.76843,104.42641,107.407745
14,14,2,32,1.365,1,2,0,1.0,13.0,107.904915,108.89119,108.90885,108.90901,109.90976,109.9099,2.0,0.9151691,110.825066,113.677055,3.7677255,113.677734,115.04373
