Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,0,4,1,1,5.000000e-01,7.267500e+00
2,2,8,3,0,3.500000e+00,8.075000e-01
3,0,8,3,1,3.500000e+00,8.075000e-01
4,2,4,1,1,5.000000e-01,2.422500e+00
5,4,8,3,1,2,8.075000e-01
6,8,2,2,0,5.000000e-01,7.267500e+00
7,0,4,2,0,5.000000e-01,2.422500e+00
8,4,0,3,0,5.000000e-01,4.037500e+00
9,2,8,1,1,2,2.422500e+00
10,8,2,2,1,5.000000e-01,8.075000e-01
11,0,8,2,1,2,5.652500e+00
12,8,4,1,1,2,8.075000e-01
13,4,2,2,1,5.000000e-01,8.075000e-01
14,0,2,2,0,5.000000e-01,4.037500e+00
15,8,0,1,0,5.000000e-01,2.422500e+00
16,8,0,1,1,5.000000e-01,8.075000e-01
17,2,8,3,1,2,8.075000e-01
18,2,0,3,0,5.000000e-01,8.075000e-01
19,8,0,2,0,5.000000e-01,8.075000e-01
20,0,2,1,0,2,5.652500e+00
21,0,2,2,1,5.000000e-01,2.422500e+00
22,8,4,2,1,2,8.075000e-01
23,8,2,3,0,2,2.422500e+00
24,2,8,3,1,5.000000e-01,8.075000e-01
25,2,8,2,1,2,8.075000e-01
26,4,8,3,0,3.500000e+00,8.075000e-01
27,4,8,2,0,2,2.422500e+00
28,0,4,3,1,5.000000e-01,8.075000e-01
29,4,2,2,0,5.000000e-01,8.075000e-01
30,8,2,1,0,5.000000e-01,8.882500e+00
31,4,8,1,0,2,4.037500e+00
32,2,0,3,1,5.000000e-01,8.075000e-01
33,8,2,1,0,2,2.422500e+00
34,4,0,1,0,5.000000e-01,4.037500e+00
35,2,8,2,0,3.500000e+00,8.075000e-01
36,2,8,1,1,5.000000e-01,4.037500e+00
37,2,4,3,0,5.000000e-01,8.075000e-01
38,0,8,3,0,5.000000e-01,8.075000e-01
39,2,0,1,1,2,2.422500e+00
40,4,2,1,0,5.000000e-01,2.422500e+00
41,2,4,3,1,2,8.075000e-01
42,0,4,2,1,2,2.422500e+00
