TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,2,0,1,1,5.000000e-01,8.075000e-01,1.0,0.0,4.016418,1.0,2,6.27628,high,2.259862,0.7401381,6.7969584,9.266541,9.268716,11.271054,7.2546363,11.271507,12.073815
2,2,0,2,3,1,2,8.075000e-01,1.0,1.0,12.081717,2.0,2,14.043896,high,1.9621792,1.0378208,14.5640955,18.831608,18.83351,20.835865,8.754148,20.836254,21.639557
3,3,0,2,3,0,5.000000e-01,5.652500e+00,1.0,2.0,21.643833,2.0,2,23.74327,high,2.0994377,0.9005622,24.264091,26.894222,26.895996,28.897749,7.2539163,28.89814,34.546806
4,4,2,4,2,1,5.000000e-01,4.037500e+00,1.0,3.0,34.66537,2.0,4,36.893486,high,2.2281153,0.7718847,37.412167,39.916893,39.91875,41.920452,7.25508,41.920853,45.95289
5,5,2,0,2,0,5.000000e-01,8.075000e-01,1.0,4.0,46.07055,1.0,2,48.30962,high,2.2390683,0.7609317,48.830048,51.321896,51.323677,53.325787,7.255238,53.32617,54.12848
6,6,4,0,3,1,5.000000e-01,4.037500e+00,1.0,5.0,54.13513,1.0,4,56.226227,high,2.091096,0.908904,56.74599,59.3858,59.387688,61.389595,7.2544622,61.39,65.42294
7,7,8,2,2,1,2,8.075000e-01,1.0,6.0,65.54145,2.0,2,67.57614,low,2.034694,0.9653061,68.09701,72.29275,72.29465,74.29631,8.754863,74.2967,75.099754
8,8,2,8,2,0,2,8.075000e-01,1.0,7.0,75.21781,1.0,2,77.15963,low,1.9418234,1.0581766,77.6802,81.968864,81.97059,83.97275,8.754937,83.97312,84.775764
9,9,2,8,1,0,2,8.075000e-01,1.0,8.0,84.77871,1.0,2,87.39308,low,2.614371,0.3856289,87.91318,91.52974,91.531815,93.53483,8.756121,93.53522,94.3367
10,10,2,0,1,0,5.000000e-01,8.075000e-01,1.0,9.0,94.33996,1.0,2,96.226364,high,1.8864077,1.1135923,96.74595,99.58977,99.59016,101.59314,7.253185,101.59354,102.39766
11,11,0,8,1,0,5.000000e-01,8.075000e-01,1.0,10.0,102.40205,2.0,8,105.309685,high,2.9076395,0.0923605,105.830124,107.65173,107.65213,109.65485,7.2528014,109.65524,110.45963
12,12,0,8,1,1,2,4.037500e+00,1.0,11.0,110.461555,2.0,8,112.51001,high,2.0484524,0.9515476,113.02949,117.212395,117.215126,119.21772,8.756165,119.21812,123.24971
13,13,0,4,2,0,2,2.422500e+00,1.0,12.0,123.36879,2.0,4,125.45961,high,2.090824,0.90917623,125.98014,130.11871,130.12042,132.12271,8.75392,132.1231,134.5417
14,14,0,8,3,0,2,8.882500e+00,1.0,13.0,134.54832,2.0,8,136.5265,high,1.9781823,1.0218177,137.04602,141.29817,141.29994,143.30173,8.753404,143.30212,152.18167
15,15,8,4,3,0,5.000000e-01,2.422500e+00,1.0,14.0,152.18866,1.0,8,154.25964,high,2.0709784,0.9290216,154.77887,157.43965,157.44006,159.4421,7.2534337,159.44249,161.8607
16,16,8,4,1,0,5.000000e-01,8.075000e-01,1.0,15.0,161.86374,1.0,8,163.92613,high,2.062405,0.9375948,164.44717,167.11435,167.11632,169.11867,7.254931,169.11903,169.92197
17,17,2,4,2,0,3.500000e+00,4.037500e+00,1.0,16.0,170.04721,2.0,4,172.02676,high,1.9795456,1.0204544,172.546,178.29858,178.3005,180.30309,10.255869,180.30347,184.33473
18,18,4,8,2,1,3.500000e+00,2.422500e+00,1.0,17.0,184.4531,1.0,4,186.45996,low,2.0068572,0.9931428,186.97963,192.70468,192.70656,194.70972,10.25661,194.71014,197.1267
19,19,2,8,1,0,5.000000e-01,2.422500e+00,1.0,18.0,197.13095,2.0,8,199.27643,high,2.1454828,0.8545172,199.79588,202.3812,202.38318,204.38567,7.254709,204.38605,206.80455
20,20,2,8,3,1,5.000000e-01,5.652500e+00,1.0,19.0,206.81024,2.0,8,208.65932,high,1.8490673,1.1509327,209.18019,212.06065,212.06256,214.0654,7.2551527,214.06578,219.71365
21,21,4,0,3,0,5.000000e-01,8.075000e-01,1.0,20.0,219.72035,1.0,4,221.593,high,1.8726475,1.1273525,222.11287,224.97032,224.9721,226.97377,7.253415,226.97415,227.77762
22,22,2,8,2,0,5.000000e-01,2.422500e+00,1.0,21.0,227.89615,1.0,2,229.90942,low,2.0132883,0.9867117,230.429,233.14662,233.14854,235.15129,7.2551556,235.15167,237.56958
23,23,8,2,3,1,2,2.422500e+00,1.0,22.0,237.5775,1.0,8,239.57594,high,1.9984497,1.0015503,240.09691,244.32861,244.33055,246.33334,8.75584,246.33372,248.75047
24,24,0,8,3,1,2,8.075000e-01,1.0,23.0,248.75732,2.0,8,250.97615,high,2.2188244,0.7811755,251.49591,255.50763,255.50801,257.51028,8.752953,257.5108,258.31558
25,25,0,4,1,0,2,8.075000e-01,1.0,24.0,258.32004,2.0,4,260.39285,high,2.0728178,0.9271822,260.91272,265.07056,265.07263,267.0756,8.755544,267.07602,267.87857
26,26,4,0,1,1,5.000000e-01,8.075000e-01,1.0,25.0,267.88315,1.0,4,269.95966,high,2.0764933,0.9235067,270.47977,273.1347,273.13663,275.13937,7.2562037,275.13974,275.94156
27,27,8,2,2,1,2,4.037500e+00,1.0,26.0,276.05963,2.0,2,278.0089,low,1.9492873,1.0507127,278.5289,282.81058,282.8125,284.81458,8.754947,284.81497,288.84723
28,28,0,4,2,1,5.000000e-01,7.267500e+00,1.0,27.0,288.96307,2.0,4,291.19284,high,2.2297652,0.7702348,291.71225,294.2142,294.2147,296.21756,7.2544827,296.218,303.48154
29,29,8,2,3,0,5.000000e-01,2.422500e+00,1.0,28.0,303.48935,1.0,8,305.1755,high,1.6861602,1.3138398,305.696,308.73972,308.7415,310.7434,7.2540636,310.7438,313.16254
30,30,8,2,1,1,3.500000e+00,8.075000e-01,1.0,29.0,313.16553,2.0,2,315.5756,low,2.410049,0.5899511,316.09576,321.4158,321.41782,323.4219,10.256389,323.4223,324.22244
31,31,2,0,2,1,5.000000e-01,2.422500e+00,1.0,30.0,324.33652,1.0,2,326.6095,high,2.2729616,0.7270384,327.12885,329.5875,329.58936,331.5922,7.255664,331.59256,334.0087
32,32,2,4,3,0,5.000000e-01,7.267500e+00,1.0,31.0,334.0155,2.0,4,336.40894,high,2.3934283,0.6065717,336.92917,339.2655,339.26733,341.2695,7.2540116,341.2699,348.53354
33,33,2,4,1,0,5.000000e-01,8.075000e-01,1.0,32.0,348.53668,2.0,4,350.89197,high,2.3553045,0.6446956,351.41272,353.78738,353.7895,355.79214,7.255463,355.79254,356.59534
34,34,4,8,2,0,5.000000e-01,2.422500e+00,1.0,33.0,356.71228,1.0,4,358.82556,low,2.113279,0.8867208,359.34476,361.96243,361.9642,363.96613,7.2538447,363.96652,366.3855
35,35,2,4,1,1,5.000000e-01,2.422500e+00,1.0,34.0,366.3909,2.0,4,368.54266,high,2.1517453,0.8482546,369.06183,371.64148,371.6435,373.64618,7.255264,373.64655,376.06454
36,36,0,8,2,0,3.500000e+00,2.422500e+00,1.0,35.0,376.18094,1.0,0,378.25916,low,2.078227,0.9217729,378.77924,384.43143,384.43152,386.43326,10.252307,386.43362,388.85345
37,37,4,8,3,1,2,8.075000e-01,1.0,36.0,388.8601,2.0,8,390.5585,high,1.6984189,1.3015811,391.07986,395.61044,395.6123,397.61508,8.754999,397.61548,398.4184
38,38,4,8,1,1,2,8.075000e-01,1.0,37.0,398.4214,1.0,4,400.90894,low,2.4875493,0.5124508,401.42834,405.17227,405.1744,407.17743,8.75604,407.17783,407.97943
39,39,8,2,1,1,2,8.075000e-01,1.0,38.0,407.98392,2.0,2,410.04208,low,2.0581534,0.9418466,410.56226,414.73444,414.73483,416.7375,8.753547,416.73785,417.5428
40,40,2,4,3,1,5.000000e-01,8.075000e-01,1.0,39.0,417.55045,2.0,4,419.7087,high,2.158247,0.841753,420.22864,422.80014,422.80203,424.8036,7.25313,424.80396,425.60828
41,41,8,2,3,0,2,8.075000e-01,1.0,40.0,425.61566,1.0,8,427.49243,high,1.876764,1.123236,428.0108,432.36545,432.36728,434.37054,8.754874,434.3709,435.17343
42,42,8,0,2,1,5.000000e-01,8.075000e-01,1.0,41.0,435.2901,2.0,0,437.6253,low,2.3352032,0.6647968,438.1457,440.54013,440.54025,442.5424,7.252291,442.54276,443.3484
