TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,4,2,2,1,5.000000e-01,2.422500e+00,1.0,0.0,4.1298766,1.0,4,6.2114367,high,2.0815604,0.9184396,6.73151,9.380136,9.383985,11.385935,7.256058,11.386395,13.802931
2,2,2,4,3,0,2,7.267500e+00,1.0,1.0,13.828764,2.0,4,15.744367,high,1.9156029,1.0843971,16.264624,20.578669,20.582117,22.584106,8.7553425,22.58448,29.84694
3,3,4,8,3,0,2,2.422500e+00,1.0,2.0,29.860287,1.0,4,32.76139,low,2.9011047,0.0988952,33.28168,36.610558,36.61098,38.613605,8.753318,38.613983,41.033047
4,4,0,2,3,1,5.000000e-01,5.652500e+00,1.0,3.0,41.045467,1.0,0,43.377964,low,2.332496,0.667504,43.896927,46.295605,46.295723,48.29721,7.251745,48.297592,53.948837
5,5,0,8,1,0,5.000000e-01,2.422500e+00,1.0,4.0,53.954857,1.0,0,56.04506,low,2.0902045,0.9097956,56.565037,59.204937,59.205055,61.206585,7.25173,61.206966,63.628014
6,6,4,2,1,0,5.000000e-01,8.075000e-01,1.0,5.0,63.632267,2.0,2,65.69427,low,2.0620008,0.9379992,66.21422,68.88315,68.88511,70.888214,7.2559466,70.888596,71.68993
7,7,2,8,3,1,2,8.075000e-01,1.0,6.0,71.70369,1.0,2,74.14522,low,2.4415305,0.5584696,74.66365,78.455086,78.457,80.4588,8.755107,80.459175,81.26138
8,8,2,0,1,0,5.000000e-01,8.075000e-01,1.0,7.0,81.26543,2.0,0,83.27776,low,2.0123365,0.9876634,83.796844,86.515976,86.51609,88.51793,7.252504,88.5183,89.32394
9,9,8,0,3,1,5.000000e-01,4.037500e+00,1.0,8.0,89.345924,1.0,8,91.29441,high,1.9484864,1.0515136,91.8132,94.596436,94.59685,96.598946,7.2530203,96.59934,100.63396
10,10,8,4,2,1,5.000000e-01,8.075000e-01,1.0,9.0,100.74478,2.0,4,102.86147,low,2.1166916,0.88330853,103.38029,105.995735,105.99762,107.999756,7.254976,108.000145,108.802986
11,11,2,8,3,1,5.000000e-01,8.075000e-01,1.0,10.0,108.81672,2.0,8,111.07735,high,2.2606301,0.7393699,111.596954,114.06795,114.0699,116.072945,7.2562246,116.07334,116.8743
12,12,2,4,1,1,2,8.075000e-01,1.0,11.0,116.87873,1.0,2,118.894165,low,2.0154288,0.9845713,119.414246,123.62996,123.63202,125.63394,8.755208,125.63433,126.436455
13,13,8,4,1,0,3.500000e+00,2.422500e+00,1.0,12.0,126.43981,2.0,4,128.3612,low,1.9213963,1.0786037,128.88005,134.69063,134.69254,136.6955,10.255692,136.69588,139.11195
14,14,2,8,1,1,2,5.652500e+00,1.0,13.0,139.11635,1.0,2,140.5774,low,1.4610378,1.5389622,141.09688,145.86693,145.86887,147.8709,8.754547,147.87128,153.51956
15,15,2,8,3,0,2,8.075000e-01,1.0,14.0,153.53069,2.0,8,155.29408,high,1.7634037,1.2365963,155.81433,160.28094,160.28288,162.28499,8.754306,162.28537,163.08897
16,16,8,2,3,0,5.000000e-01,8.075000e-01,1.0,15.0,163.10126,1.0,8,164.87773,high,1.776471,1.223529,165.39815,168.35295,168.35336,170.35568,7.2544265,170.35606,171.1594
17,17,4,2,3,1,2,2.422500e+00,1.0,16.0,171.17062,2.0,2,172.79445,low,1.6238219,1.3761781,173.31403,177.92108,177.92303,179.92648,8.755856,179.9269,182.34393
18,18,0,2,3,0,5.000000e-01,2.422500e+00,1.0,17.0,182.35507,1.0,0,184.64426,low,2.2891784,0.7108216,185.16321,187.60597,187.60608,189.60802,7.252935,189.60838,192.02896
19,19,2,8,2,0,5.000000e-01,8.075000e-01,1.0,18.0,192.13855,2.0,8,193.84445,high,1.7059025,1.2940975,194.36374,197.38905,197.39087,199.39279,7.2542377,199.39317,200.197
20,20,0,2,1,1,3.500000e+00,8.075000e-01,1.0,19.0,200.20233,2.0,2,202.4277,high,2.2253654,0.7746347,202.94713,208.45396,208.45598,210.45935,10.257011,210.45973,211.26073
21,21,4,0,1,0,5.000000e-01,4.037500e+00,1.0,20.0,211.26523,1.0,4,214.26093,high,2.9956987,0.0043013003,214.7811,216.51506,216.51701,218.52077,7.2555366,218.52115,222.55396
22,22,8,4,3,1,5.000000e-01,2.422500e+00,1.0,21.0,222.56737,2.0,4,224.57704,low,2.0096767,0.9903234,225.09708,227.818,227.81992,229.82195,7.2545843,229.82233,232.23962
23,23,0,2,2,1,2,8.075000e-01,1.0,22.0,232.34892,2.0,2,233.9937,high,1.6447726,1.3552274,234.51439,239.09995,239.10196,241.10396,8.755038,241.10434,241.90755
24,24,4,0,1,1,5.000000e-01,8.075000e-01,1.0,23.0,241.91295,1.0,4,244.27713,high,2.3641758,0.6358241,244.79726,247.1639,247.16582,249.16797,7.255015,249.16835,249.97134
25,25,4,0,2,0,2,8.075000e-01,1.0,24.0,250.08002,1.0,4,252.07703,high,1.9970168,1.0029832,252.59708,256.83096,256.83286,258.83496,8.754945,258.83533,259.63895
26,26,2,8,2,1,5.000000e-01,4.037500e+00,1.0,25.0,259.7487,1.0,2,262.57748,low,2.8288124,0.1711877,263.09665,264.99896,265.0008,267.003,7.2543306,267.0034,271.0367
27,27,8,0,2,0,2,8.075000e-01,1.0,26.0,271.1462,1.0,8,273.39374,high,2.2475204,0.7524796,273.91415,277.89584,277.8976,279.89948,8.753259,279.89987,280.70398
28,28,0,4,2,1,5.000000e-01,8.075000e-01,1.0,27.0,280.81332,2.0,4,283.6282,high,2.8149016,0.1850983,284.1472,286.06354,286.06537,288.06763,7.254298,288.068,288.8709
29,29,4,2,2,0,5.000000e-01,2.422500e+00,1.0,28.0,288.98105,1.0,4,291.71082,high,2.7297761,0.2702238,292.23032,294.23166,294.23334,296.23532,7.2542896,296.23572,298.65393
30,30,4,0,3,0,2,8.075000e-01,1.0,29.0,298.66702,1.0,4,300.72687,high,2.0598264,0.9401737,301.24722,305.41763,305.4195,307.4211,8.754092,307.4215,308.22495
31,31,2,8,1,1,5.000000e-01,8.075000e-01,1.0,30.0,308.23035,2.0,8,310.84363,high,2.6133053,0.3866947,311.36322,313.48102,313.48294,315.48495,7.2546344,315.48535,316.28827
32,32,0,8,1,1,3.500000e+00,7.267500e+00,1.0,31.0,316.2917,2.0,8,318.76108,high,2.4694004,0.5305996,319.2801,324.54202,324.54242,326.545,10.253311,326.54538,333.80966
33,33,8,0,2,1,2,8.075000e-01,1.0,32.0,333.92056,2.0,0,335.76035,low,1.8397963,1.1602037,336.2801,340.6721,340.6722,342.67395,8.753403,342.67435,343.4786
34,34,8,4,1,1,2,8.075000e-01,1.0,33.0,343.48273,1.0,8,345.74356,high,2.2608173,0.7391827,346.26324,350.23364,350.23404,352.23694,8.754199,352.2373,353.04092
35,35,8,0,3,0,2,8.075000e-01,1.0,34.0,353.0532,1.0,8,355.52737,high,2.474199,0.525801,356.04626,359.804,359.80585,361.80795,8.75478,361.80835,362.612
36,36,8,2,1,0,2,8.882500e+00,1.0,35.0,362.61612,1.0,8,364.52667,high,1.9105579,1.0894421,365.0461,369.36664,369.3685,371.37198,8.755865,371.37234,380.24966
37,37,8,2,2,1,5.000000e-01,4.037500e+00,1.0,36.0,380.3573,2.0,2,382.2272,low,1.869924,1.130076,382.7463,385.60797,385.60986,387.6117,7.25441,387.6121,391.64514
38,38,2,0,2,0,3.500000e+00,2.422500e+00,1.0,37.0,391.75677,1.0,2,394.07718,high,2.3203955,0.6796045,394.59625,400.00668,400.00836,402.012,10.255225,402.01236,404.4297
39,39,4,8,2,0,5.000000e-01,2.422500e+00,1.0,38.0,404.54007,999.0,999,407.5436,999,0.0,0.0,407.54666,409.78998,999.0,999.0,594.4599,411.79535,414.21268
40,40,2,8,1,0,5.000000e-01,8.075000e-01,1.0,39.0,414.21695,2.0,8,416.4442,high,2.2272747,0.7727254,416.96283,419.46674,419.46872,421.47144,7.2545104,421.47195,422.27533
41,41,0,4,3,1,5.000000e-01,4.037500e+00,1.0,40.0,422.29013,2.0,4,424.32706,high,2.036929,0.9630711,424.84622,427.541,427.54318,429.54587,7.255751,429.54666,433.5775
42,42,8,2,2,0,5.000000e-01,2.422500e+00,1.0,41.0,433.6915,1.0,8,435.81042,high,2.118923,0.881077,436.32968,438.94168,438.9434,440.94534,7.2538424,440.94574,443.36438
