TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,4,2,2,1,5.000000e-01,2.422500e+00,1.0,0.0,4.1325593,1.0,4,5.9361053,high,1.8035458,1.1964542,6.4563136,9.382363,9.386747,11.389854,7.2572947,11.390296,13.805905
2,2,2,4,3,0,2,7.267500e+00,1.0,1.0,13.832217,2.0,4,16.485981,high,2.6537638,0.3462363,17.00717,20.5839,20.587431,22.589977,8.75776,22.59036,29.8495
3,3,4,8,3,0,2,2.422500e+00,1.0,2.0,29.865908,2.0,8,31.753052,high,1.8871452,1.1128548,32.272133,36.616894,36.617317,38.619583,8.753677,38.619987,41.03862
4,4,0,2,3,1,5.000000e-01,5.652500e+00,1.0,3.0,41.054592,2.0,2,43.81905,high,2.7644548,0.2355451,44.33902,46.30464,46.306843,48.309845,7.2552514,48.31023,53.95788
5,5,0,8,1,0,5.000000e-01,2.422500e+00,1.0,4.0,53.964542,2.0,8,56.102966,high,2.138423,0.861577,56.62211,59.214832,59.216812,61.218735,7.2541914,61.21913,63.63781
6,6,4,2,1,0,5.000000e-01,8.075000e-01,1.0,5.0,63.642334,1.0,4,65.21969,high,1.577356,1.422644,65.74012,68.8929,68.8933,70.89541,7.253077,70.895805,71.69991
7,7,2,8,3,1,2,8.075000e-01,1.0,6.0,71.71768,1.0,2,74.519615,low,2.801938,0.1980619,75.038345,78.46824,78.47025,80.47278,8.7550955,80.47315,81.27609
8,8,2,0,1,0,5.000000e-01,8.075000e-01,1.0,7.0,81.2804,1.0,2,83.38565,high,2.1052456,0.8947543,83.90573,86.53048,86.5324,88.53489,7.2544794,88.53526,89.33738
9,9,8,0,3,1,5.000000e-01,4.037500e+00,1.0,8.0,89.35338,2.0,0,91.18578,low,1.8324074,1.1675926,91.705086,94.60496,94.60507,96.60698,7.253601,96.60735,100.64066
10,10,8,4,2,1,5.000000e-01,8.075000e-01,1.0,9.0,100.7563,2.0,4,103.38607,low,2.6297674,0.3702327,103.90622,106.0069,106.008896,108.01177,7.255474,108.012184,108.81316
11,11,2,8,3,1,5.000000e-01,8.075000e-01,1.0,10.0,108.830284,2.0,8,110.85278,high,2.0224967,0.9775032,111.37309,114.08125,114.08321,116.08592,7.255637,116.0863,116.887856
12,12,2,4,1,1,2,8.075000e-01,1.0,11.0,116.89268,1.0,2,119.402145,low,2.5094676,0.4905324,119.92214,123.64394,123.64602,125.647934,8.755252,125.64843,126.4511
13,13,8,4,1,0,3.500000e+00,2.422500e+00,1.0,12.0,126.45453,1.0,8,128.65251,high,2.1979764,0.8020237,129.17169,134.70554,134.70746,136.71086,10.25633,136.71124,139.12779
14,14,2,8,1,1,2,5.652500e+00,1.0,13.0,139.13226,2.0,8,140.76923,high,1.636965,1.363035,141.28842,145.88254,145.88455,147.88686,8.754586,147.88724,153.53485
15,15,2,8,3,0,2,8.075000e-01,1.0,14.0,153.54965,2.0,8,155.75275,high,2.203087,0.796913,156.27266,160.3009,160.30284,162.30461,8.754957,162.305,163.1081
16,16,8,2,3,0,5.000000e-01,8.075000e-01,1.0,15.0,163.1247,1.0,8,164.86914,high,1.7444503,1.2555497,165.38808,168.37534,168.37573,170.37874,7.2540517,170.37912,171.18236
17,17,4,2,3,1,2,2.422500e+00,1.0,16.0,171.19753,1.0,4,172.9523,high,1.7547754,1.2452246,173.47266,177.94838,177.95042,179.95195,8.754427,179.95233,182.3711
