TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,4,8,1,0,5.000000e-01,8.075000e-01,1.0,0.0,4.0151405,2.0,8,5.956659,high,1.9415187,1.0584813,6.4762673,9.265982,9.26803,11.270786,7.2556458,11.271243,12.072843
2,2,4,8,3,1,2,8.075000e-01,1.0,1.0,12.087738,2.0,8,13.890202,high,1.8024627,1.1975373,14.409465,18.83733,18.83935,20.841915,8.754176,20.842293,21.645447
3,3,4,8,2,0,5.000000e-01,8.075000e-01,1.0,2.0,21.753706,2.0,8,23.173006,high,1.4192997,1.5807003,23.693016,27.00382,27.005598,29.007936,7.25423,29.008312,29.812386
4,4,8,0,1,1,5.000000e-01,8.075000e-01,1.0,3.0,29.818592,1.0,8,31.406317,high,1.5877244,1.4122756,31.925291,35.068375,35.070427,37.07183,7.2532396,37.072224,37.876656
5,5,4,0,1,0,5.000000e-01,8.075000e-01,1.0,4.0,37.880226,1.0,4,39.822758,high,1.9425324,1.0574676,40.342438,43.13093,43.132893,45.134922,7.2546983,45.1353,45.938053
6,6,0,8,1,0,2,8.075000e-01,1.0,5.0,45.942646,2.0,8,47.45608,high,1.5134352,1.4865648,47.97683,52.69301,52.69341,54.696003,8.753357,54.69639,55.500526
7,7,8,2,1,1,3.500000e+00,2.422500e+00,1.0,6.0,55.505177,1.0,8,57.0067,high,1.5015218,1.4984782,57.52542,63.75581,63.757854,65.759575,10.254394,65.75997,68.17799
8,8,4,0,3,1,2,8.075000e-01,1.0,7.0,68.195946,1.0,4,69.92349,high,1.7275459,1.2724541,70.44307,74.94698,74.948975,76.950676,8.754727,76.95106,77.753845
9,9,2,8,3,1,5.000000e-01,4.037500e+00,1.0,8.0,77.77033,2.0,8,79.43971,high,1.6693848,1.3306152,79.95939,83.020294,83.0207,85.02379,7.253456,85.02417,89.05834
10,10,4,2,3,0,5.000000e-01,2.422500e+00,1.0,9.0,89.07439,1.0,4,90.63909,high,1.5647086,1.4352914,91.15906,94.32482,94.32685,96.3293,7.2549167,96.329704,98.7475
11,11,0,2,3,0,2,4.037500e+00,1.0,10.0,98.77173,2.0,2,100.773026,high,2.0012953,0.9987046,101.292244,105.52193,105.52233,107.5252,8.753473,107.52559,111.55973
12,12,4,8,2,1,5.000000e-01,8.075000e-01,1.0,11.0,111.67063,2.0,8,113.1399,high,1.4692674,1.5307326,113.65907,116.921684,116.92384,118.927055,7.2564216,118.927444,119.728775
13,13,2,8,1,0,2,8.075000e-01,1.0,12.0,119.733986,2.0,8,121.02328,high,1.2892907,1.7107093,121.54212,126.484116,126.48619,128.48857,8.754593,128.48898,129.29297
14,14,4,0,1,1,5.000000e-01,2.422500e+00,1.0,13.0,129.29749,1.0,4,130.93948,high,1.6420032,1.3579968,131.45859,134.54764,134.5497,136.55167,7.254194,136.55206,138.97093
15,15,2,0,2,1,5.000000e-01,5.652500e+00,1.0,14.0,139.08482,1.0,2,140.53957,high,1.4547381,1.5452619,141.05832,144.33481,144.33676,146.33896,7.2541356,146.33934,151.98761
16,16,8,2,2,0,3.500000e+00,2.422500e+00,1.0,15.0,152.09886,1.0,8,153.67285,high,1.5739843,1.4260157,154.19286,160.34937,160.35129,162.35481,10.255939,162.35522,164.77197
17,17,8,0,3,0,5.000000e-01,8.075000e-01,1.0,16.0,164.78835,1.0,8,166.2727,high,1.4843638,1.5156362,166.79248,170.03992,170.0418,172.04395,7.2556057,172.04433,172.84605
18,18,8,2,3,0,5.000000e-01,8.075000e-01,1.0,17.0,172.8615,2.0,2,174.58961,low,1.7281204,1.2718796,175.10841,178.11197,178.11238,180.11494,7.2534485,180.11533,180.91966
19,19,2,8,2,1,5.000000e-01,8.882500e+00,1.0,18.0,181.03065,1.0,2,182.58963,low,1.5589741,1.4410259,183.10954,186.28096,186.2829,188.28496,7.254295,188.28532,197.16357
20,20,0,4,2,1,5.000000e-01,2.422500e+00,1.0,19.0,197.27718,2.0,4,199.48969,high,2.2125201,0.7874798,200.00925,202.52791,202.52835,204.53099,7.2538195,204.53139,206.95
21,21,0,2,1,1,5.000000e-01,2.422500e+00,1.0,20.0,206.95493,2.0,2,208.8729,high,1.9179674,1.0820326,209.39203,212.20537,212.20737,214.20877,7.2538524,214.20917,216.6289
22,22,0,2,3,1,5.000000e-01,4.037500e+00,1.0,21.0,216.64365,2.0,2,218.53963,high,1.8959818,1.1040182,219.05928,221.89467,221.89662,223.89833,7.2546916,223.89873,227.93097
23,23,8,2,3,0,5.000000e-01,5.652500e+00,1.0,22.0,227.94586,2.0,2,229.72296,low,1.7770983,1.2229017,230.24167,233.19588,233.19785,235.19989,7.2540307,235.20029,240.84898
24,24,2,4,2,1,2,8.075000e-01,1.0,23.0,240.9593,2.0,4,242.58932,high,1.6300297,1.3699703,243.10832,247.70988,247.71205,249.71497,8.755673,249.71536,250.51686
25,25,8,4,3,0,2,8.075000e-01,1.0,24.0,250.5329,1.0,8,252.18872,high,1.655816,1.344184,252.70914,257.28256,257.2845,259.28735,8.754442,259.28775,260.09027
26,26,2,4,3,1,2,2.422500e+00,1.0,25.0,260.10498,2.0,4,261.90613,high,1.8011615,1.1988385,262.42578,266.8557,266.8579,268.8601,8.755148,268.8605,271.27786
27,27,0,8,2,1,3.500000e+00,8.075000e-01,1.0,26.0,271.38712,2.0,8,272.93918,high,1.5520812,1.4479188,273.4582,279.63736,279.63928,281.64215,10.255051,281.64255,282.44467
28,28,8,2,2,1,2,2.422500e+00,1.0,27.0,282.55286,1.0,8,284.0226,high,1.4697664,1.5302336,284.5423,289.30392,289.30432,291.3069,8.75403,291.30725,293.72586
29,29,0,2,1,0,2,8.075000e-01,1.0,28.0,293.7307,2.0,2,295.48856,high,1.7578524,1.2421476,296.00827,300.48193,300.4839,302.48666,8.755959,302.48706,303.28894
30,30,4,2,1,0,5.000000e-01,7.267500e+00,1.0,29.0,303.29227,1.0,4,304.9391,high,1.6468045,1.3531955,305.45804,308.54324,308.54364,310.546,7.253726,310.5464,317.80954
31,31,0,4,2,0,2,4.037500e+00,1.0,30.0,317.91806,2.0,4,319.67233,high,1.7542864,1.2457136,320.19113,324.66876,324.6705,326.67288,8.754824,326.67328,330.7064
32,32,8,2,2,0,2,8.075000e-01,1.0,31.0,330.8129,1.0,8,332.57263,high,1.7597479,1.2402521,333.09204,337.56354,337.56393,339.56653,8.753639,339.56693,340.37076
33,33,0,2,2,0,5.000000e-01,8.075000e-01,1.0,32.0,340.4794,2.0,2,342.05573,high,1.576316,1.423684,342.57462,345.73077,345.73117,347.7338,7.254388,347.73416,348.53796
34,34,8,2,1,1,5.000000e-01,7.267500e+00,1.0,33.0,348.54245,1.0,8,349.80515,high,1.2626882,1.7373118,350.32486,353.7933,353.7954,355.79758,7.2551026,355.79797,363.06003
35,35,0,8,2,0,2,8.075000e-01,1.0,34.0,363.16806,2.0,8,364.22217,high,1.0541174,1.9458826,364.7412,369.91876,369.92053,371.92386,8.755805,371.92426,372.7263
36,36,8,0,3,1,5.000000e-01,4.037500e+00,1.0,35.0,372.7434,1.0,8,373.9391,high,1.1956645,1.8043355,374.45795,377.9937,377.9959,379.99774,7.254326,379.99814,384.03198
37,37,0,4,3,0,5.000000e-01,2.422500e+00,1.0,36.0,384.04807,2.0,4,385.22235,high,1.1742918,1.8257082,385.74213,389.29803,389.30002,391.3024,7.2543273,391.30276,393.72095
38,38,2,8,3,1,5.000000e-01,2.422500e+00,1.0,37.0,393.73685,1.0,2,394.88916,low,1.1522993,1.8477007,395.40845,398.98773,398.98975,400.99234,7.255468,400.9927,403.40884
39,39,4,8,1,1,2,8.075000e-01,1.0,38.0,403.41376,2.0,8,404.90546,high,1.4916788,1.5083212,405.42508,410.16403,410.16602,412.16885,8.755086,412.16925,412.9719
40,40,4,2,2,0,5.000000e-01,8.075000e-01,1.0,39.0,413.08133,1.0,4,414.25546,high,1.1741378,1.8258622,414.77536,418.33167,418.3334,420.3359,7.2545605,420.3363,421.13922
41,41,2,8,1,0,2,8.075000e-01,1.0,40.0,421.14508,2.0,8,422.3054,high,1.160312,1.839688,422.82513,427.89594,427.89792,429.89993,8.754858,429.9003,430.7026
42,42,2,4,1,1,3.500000e+00,2.422500e+00,1.0,41.0,430.70596,1.0,2,431.8888,low,1.1828353,1.8171647,432.40918,438.95587,438.9579,440.96008,10.254103,440.96045,443.37903
