Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,4,8,1,1,5.000000e-01,8.075000e-01
2,0,8,1,1,2,4.037500e+00
3,8,0,1,0,5.000000e-01,4.037500e+00
4,4,0,3,1,5.000000e-01,2.422500e+00
5,4,8,1,0,3.500000e+00,2.422500e+00
6,8,2,2,0,2,5.652500e+00
7,8,2,1,0,5.000000e-01,8.075000e-01
8,8,2,2,0,5.000000e-01,4.037500e+00
9,2,0,1,1,2,8.075000e-01
10,0,8,2,1,5.000000e-01,8.075000e-01
11,2,4,1,1,2,7.267500e+00
12,2,0,3,1,2,2.422500e+00
13,0,8,3,1,2,8.075000e-01
14,8,2,1,0,5.000000e-01,7.267500e+00
15,8,2,3,1,5.000000e-01,4.037500e+00
16,4,2,1,0,5.000000e-01,8.075000e-01
17,4,0,1,0,5.000000e-01,2.422500e+00
18,4,8,2,0,5.000000e-01,8.075000e-01
19,2,0,2,1,5.000000e-01,5.652500e+00
20,2,4,3,0,5.000000e-01,2.422500e+00
21,4,0,2,1,5.000000e-01,8.075000e-01
22,0,2,2,0,2,2.422500e+00
23,8,0,2,0,2,2.422500e+00
24,2,0,1,0,5.000000e-01,8.075000e-01
25,4,2,2,1,3.500000e+00,2.422500e+00
26,0,8,3,0,3.500000e+00,8.075000e-01
27,0,4,3,0,5.000000e-01,8.075000e-01
28,4,2,3,1,2,8.075000e-01
29,2,4,2,0,5.000000e-01,8.075000e-01
30,2,8,2,1,5.000000e-01,8.075000e-01
31,0,4,2,0,5.000000e-01,4.037500e+00
32,8,4,3,0,2,8.075000e-01
33,8,4,3,1,2,8.075000e-01
34,4,0,1,1,2,8.882500e+00
35,2,8,2,1,5.000000e-01,2.422500e+00
36,8,2,1,1,5.000000e-01,8.075000e-01
37,2,8,3,0,2,8.075000e-01
38,4,8,2,1,5.000000e-01,2.422500e+00
39,2,8,3,1,3.500000e+00,8.075000e-01
40,8,2,3,0,5.000000e-01,8.075000e-01
41,2,8,1,1,2,2.422500e+00
42,0,2,3,0,2,8.075000e-01
