instrText,stimDoor,stimDoorLure,stimFace,stimFaceLure,Instructions.thisRepN,Instructions.thisTrialN,Instructions.thisN,Instructions.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Func,Keys,Text,RespTime,Onset,Offset,SystemTime_Start,SystemTime_Stop,Stim,Lure,Participant*,Age,date,expName,psychopyVersion,frameRate,
"In the earlier Feedback Games, you chose which doors contained a prize, and which peers liked you. 

You then saw positive or negative feedback (green check mark or red X) from the door or peer you selected.

You will now see a series of doors and peers, some of which you saw during the earlier Feedback Games, and some that you have never seen before.

Please press the spacebar to continue.",,,,,0,0,0,0,,,,,instrFunc,space,"In the earlier Feedback Games, you chose which doors contained a prize, and which peers liked you. 

You then saw positive or negative feedback (green check mark or red X) from the door or peer you selected.

You will now see a series of doors and peers, some of which you saw during the earlier Feedback Games, and some that you have never seen before.

Please press the spacebar to continue.",24.968531099846587,26.564744099974632,51.62695934949443,2023-07-31 14:59:35.959173,2023-07-31 15:00:01.018816,,,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
"For doors/peers that you remember selecting and getting feedback from, your job is to RECALL what feedback you received. 

Press '1' if you recall positive feedback. 

Press '2' if you recall negative feedback

Press the spacebar to continue.",,,,,0,1,1,1,,,,,instrFunc,space,"For doors/peers that you remember selecting and getting feedback from, your job is to RECALL what feedback you received. 

Press '1' if you recall positive feedback. 

Press '2' if you recall negative feedback

Press the spacebar to continue.",14.511923299869522,51.57364180008881,66.1447069500573,2023-07-31 15:00:01.019813,2023-07-31 15:00:15.579697,,,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
"For doors/peers that you don't remember getting feedback from, your job is to PREDICT what feedback you WOULD HAVE received.

Press '9' if you predict positive feedback.

Press '0' if you predict negative feedback. 

Please press the spacebar to continue.",,,,,0,2,2,2,,,,,instrFunc,space,"For doors/peers that you don't remember getting feedback from, your job is to PREDICT what feedback you WOULD HAVE received.

Press '9' if you predict positive feedback.

Press '0' if you predict negative feedback. 

Please press the spacebar to continue.",16.886603199876845,66.13491509994492,83.07231774972752,2023-07-31 15:00:15.580525,2023-07-31 15:00:32.508071,,,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
"This task is self-paced, and the prompts will always stay on the screen so that you know which buttons to press.

On the next screen we will show you what those prompts look like, so that you know exactly what to expect. 

You will start with either doors or peers, and then switch halfway through. 

Please press the spacebar to continue.",,,,,0,3,3,3,,,,,instrFunc,space,"This task is self-paced, and the prompts will always stay on the screen so that you know which buttons to press.

On the next screen we will show you what those prompts look like, so that you know exactly what to expect. 

You will start with either doors or peers, and then switch halfway through. 

Please press the spacebar to continue.",28.200631899992004,83.0604962001089,111.3239682498388,2023-07-31 15:00:32.508870,2023-07-31 15:01:00.761620,,,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,,,,,,,,,,,,,imgtextFunc,space,"Here is what the screen will look like while you make your ratings.
The green circles remind you to press 1 or 9 for positive feedback.
The red circles remind you to press 2 or 0 for negative feedback.









Please let the experimenter know if you have any questions.

Whenever you're ready, press the spacebar to start the task.",32.840264700120315,111.44479330000468,144.44938005018048,2023-07-31 15:01:00.769600,2023-07-31 15:01:33.769665,,,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,SD029.jpg,0,MF029.jpg,0,,,,,0,0,0,78,imgFunc,2,NA,7.630147900199518,144.44703170005232,152.2168407998979,2023-07-31 15:01:33.817538,2023-07-31 15:01:41.574531,SD029.jpg,0,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,DD029.jpg,0,FF029.jpg,0,,,,,0,1,1,28,imgFunc,1,NA,8.119271400151774,152.18210000009276,160.39779804996215,2023-07-31 15:01:41.583296,2023-07-31 15:01:49.797261,DD029.jpg,0,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,SD034.jpg,0,MF034.jpg,0,,,,,0,2,2,83,imgFunc,2,NA,3.3725832998752594,160.408664500108,163.87058735010214,2023-07-31 15:01:49.807032,2023-07-31 15:01:53.266621,SD034.jpg,0,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,SD009.jpg,0,MF009.jpg,0,,,,,0,3,3,58,imgFunc,2,NA,1.9677002001553774,163.8776368999388,165.9412256500218,2023-07-31 15:01:53.274398,2023-07-31 15:01:55.334520,SD009.jpg,0,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,L_DD508.jpg,1,L_FF508.jpg,1,,,,,0,4,4,47,imgFunc,2,NA,4.692857100162655,165.9363029000815,170.71942594996653,2023-07-31 15:01:55.342298,2023-07-31 15:02:00.121654,L_DD508.jpg,1,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,SD026.jpg,0,MF026.jpg,0,,,,,0,5,5,75,imgFunc,1,NA,1.0932641001418233,170.7358614001423,171.92365775024518,2023-07-31 15:02:00.133595,2023-07-31 15:02:01.322623,SD026.jpg,0,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,L_DD501.jpg,1,L_FF501.jpg,1,,,,,0,6,6,40,imgFunc,9,NA,3.801822300069034,171.92358450009488,175.82136505004019,2023-07-31 15:02:01.329582,2023-07-31 15:02:05.225052,L_DD501.jpg,1,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,SD005.jpg,0,MF005.jpg,0,,,,,0,7,7,54,imgFunc,2,NA,5.758933499921113,175.8224808999803,181.6713790500071,2023-07-31 15:02:05.232850,2023-07-31 15:02:11.079187,SD005.jpg,0,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,DD039.jpg,0,FF039.jpg,0,,,,,0,8,8,38,imgFunc,1,NA,1.4749527000822127,181.706172300037,183.2999807500746,2023-07-31 15:02:11.087974,2023-07-31 15:02:12.680393,DD039.jpg,0,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,L_SD503.jpg,1,L_MF503.jpg,1,,,,,0,9,9,92,imgFunc,1,NA,1.5099797998555005,183.27950010006316,184.87695174990222,2023-07-31 15:02:12.687171,2023-07-31 15:02:14.281534,L_SD503.jpg,1,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,DD011.jpg,0,FF011.jpg,0,,,,,0,10,10,10,imgFunc,2,NA,2.8892363000195473,184.8839970000554,187.86541285016574,2023-07-31 15:02:14.289308,2023-07-31 15:02:17.266980,DD011.jpg,0,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,DD024.jpg,0,FF024.jpg,0,,,,,0,11,11,23,imgFunc,0,NA,3.6957739999052137,187.87727569998242,191.67571894987486,2023-07-31 15:02:17.274755,2023-07-31 15:02:21.069538,DD024.jpg,0,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,DD002.jpg,0,FF002.jpg,0,,,,,0,12,12,1,imgFunc,9,NA,4.347843599971384,191.67337570013478,196.10697784996592,2023-07-31 15:02:21.077314,2023-07-31 15:02:25.507432,DD002.jpg,0,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,L_SD504.jpg,1,L_MF504.jpg,1,,,,,0,13,13,93,imgFunc,9,NA,2.7298463999759406,196.1154533000663,198.94482465018518,2023-07-31 15:02:25.515208,2023-07-31 15:02:28.341731,L_SD504.jpg,1,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,SD020.jpg,0,MF020.jpg,0,,,,,0,14,14,69,imgFunc,9,NA,1.2271831000689417,198.94615820003673,200.26043294998817,2023-07-31 15:02:28.349495,2023-07-31 15:02:29.660170,SD020.jpg,0,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,L_SD501.jpg,1,L_MF501.jpg,1,,,,,0,15,15,90,imgFunc,1,NA,2.6410900000482798,200.2602174000349,202.9918705499731,2023-07-31 15:02:29.667153,2023-07-31 15:02:32.396725,L_SD501.jpg,1,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,DD040.jpg,0,FF040.jpg,0,,,,,0,16,16,39,imgFunc,1,NA,1.5137436999939382,202.99560030014254,204.59034604998305,2023-07-31 15:02:32.404498,2023-07-31 15:02:33.995826,DD040.jpg,0,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,DD017.jpg,0,FF017.jpg,0,,,,,0,17,17,16,imgFunc,0,NA,2.2873486999887973,204.59800569992512,206.97834034985863,2023-07-31 15:02:34.003596,2023-07-31 15:02:36.380703,DD017.jpg,0,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,L_SD508.jpg,1,L_MF508.jpg,1,,,,,0,18,18,97,imgFunc,0,NA,1.3956950998399407,206.97786430013366,208.45820535020903,2023-07-31 15:02:36.388480,2023-07-31 15:02:37.864768,L_SD508.jpg,1,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,SD035.jpg,0,MF035.jpg,0,,,,,0,19,19,84,imgFunc,2,NA,3.844131799880415,208.46528939995915,212.39629704970866,2023-07-31 15:02:37.872748,2023-07-31 15:02:41.801117,SD035.jpg,0,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,SD038.jpg,0,MF038.jpg,0,,,,,0,20,20,87,imgFunc,9,NA,3.473202799912542,212.40383490012027,215.96572725009173,2023-07-31 15:02:41.809892,2023-07-31 15:02:45.370280,SD038.jpg,0,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,SD033.jpg,0,MF033.jpg,0,,,,,0,21,21,82,imgFunc,2,NA,2.470699899829924,215.97471050010063,218.5393998499494,2023-07-31 15:02:45.377240,2023-07-31 15:02:47.939193,SD033.jpg,0,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,DD031.jpg,0,FF031.jpg,0,,,,,0,22,22,30,imgFunc,2,NA,2.8017834001220763,218.547666199971,221.44664034992456,2023-07-31 15:02:47.945976,2023-07-31 15:02:50.841103,DD031.jpg,0,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,L_DD507.jpg,1,L_FF507.jpg,1,,,,,0,23,23,46,imgFunc,0,NA,5.8040948999114335,221.4412632000167,227.34180084965192,2023-07-31 15:02:50.847875,2023-07-31 15:02:56.745531,L_DD507.jpg,1,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,DD028.jpg,0,FF028.jpg,0,,,,,0,24,24,27,imgFunc,9,NA,3.467452400131151,227.3535754000768,230.91570504987612,2023-07-31 15:02:56.754305,2023-07-31 15:03:00.315269,DD028.jpg,0,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
,DD027.jpg,0,FF027.jpg,0,,,,,0,25,25,26,imgFunc,0,NA,4.2124938000924885,230.9129210000392,235.21071174996905,2023-07-31 15:03:00.322257,2023-07-31 15:03:04.617524,DD027.jpg,0,10638,70-89+,2023_Jul_31_1459,Recall,2021.2.3,60.11942123181777,
