TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,4,2,1,2.422500e+00,8.075000e-01,1.0,0.0,2.6000198e-06,0.0096676,4.026202,1.0,5.995586,1.9693837,6.096025,1.5381163,7.6367183,7.0,7.636864,8.245187,4.2189846,8.245376,10.670654,--
2,2,9,3,3,8.075000e-01,2.422500e+00,1.0,1.0,--,--,10.739168,2.0,12.095384,1.3562157,12.195796,3.7662842,15.964886,6.0,15.965001,16.571554,5.832387,16.571703,17.381876,--
3,3,6,2,3,8.075000e-01,1.615000e+00,1.0,2.0,--,--,17.39392,1.0,18.428509,1.0345871,18.528868,3.280413,21.810877,3.0,21.810991,22.415762,5.02184,22.415913,23.225798,--
4,4,7,3,1,2.422500e+00,2.422500e+00,1.0,3.0,--,--,23.279346,1.0,24.312464,1.0331175,24.412813,4.0893826,28.504902,8.0,28.505014,29.112383,5.833037,29.112534,31.537273,--
5,5,9,3,3,8.075000e-01,2.422500e+00,1.0,4.0,--,--,31.590075,2.0,32.52849,0.9384124,32.628845,4.1840878,36.81501,9.0,36.81513,37.42153,5.8314586,37.42169,38.23098,--
6,6,8,3,2,5.652500e+00,2.422500e+00,1.0,5.0,--,--,38.28352,2.0,39.32869,1.045168,39.429024,4.077332,43.509033,5.0,43.509148,44.115665,5.8321433,44.11582,49.77034,--
7,7,4,2,1,8.075000e-01,1.615000e+00,1.0,6.0,--,--,49.782223,1.0,50.413185,0.6309655,50.513527,3.6840346,54.1998,7.0,54.199917,54.80515,5.0229287,54.805298,55.614918,--
8,8,6,2,3,7.267500e+00,2.422500e+00,1.0,7.0,--,--,55.625507,1.0,56.462116,0.8366106,56.562492,4.2858896,60.850044,4.0,60.85016,61.455715,5.830208,61.45587,68.72578,--
9,9,7,3,1,8.075000e-01,1.615000e+00,1.0,8.0,--,--,68.77954,2.0,69.6119,0.8323644,69.71233,3.4826355,73.19707,4.0,73.19718,73.80205,5.0225053,73.80219,74.61199,--
10,10,7,3,1,4.037500e+00,1.615000e+00,1.0,9.0,--,--,74.664085,2.0,75.39583,0.731741,75.49622,3.583259,79.08263,1.0,79.08277,79.68725,5.0231595,79.68739,83.726654,--
