TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,5,2,2,2.422500e+00,1.615000e+00,1.0,0.0,2.800487e-06,0.0090890005,4.0266867,1.0,5.4799113,1.4532248,5.580317,2.8617752,8.444018,5.0,8.444163,9.051601,5.0249147,9.051807,11.476755,--
2,2,7,3,1,8.075000e-01,2.422500e+00,1.0,1.0,--,--,11.49396,1.0,12.529683,1.0357223,12.630055,4.0867777,16.719757,6.0,16.719872,17.326859,5.8328977,17.327023,18.13724,--
3,3,4,2,1,5.652500e+00,8.075000e-01,1.0,2.0,--,--,18.149788,1.0,18.779776,0.6299865,18.880114,2.8775134,21.758741,6.0,21.758863,22.362934,4.2131467,22.363083,28.017511,--
4,4,3,1,3,2.422500e+00,1.615000e+00,1.0,3.0,--,--,28.02406,1.0,28.763054,0.738994,28.863464,3.576006,32.44233,4.0,32.44245,33.049706,5.0256457,33.049866,35.474754,--
5,5,3,1,3,2.422500e+00,8.075000e-01,1.0,4.0,--,--,35.476616,1.0,36.213074,0.7364601,36.313477,2.77104,39.087128,2.0,39.087242,39.69282,4.216207,39.692986,42.117718,--
6,6,4,2,1,8.882500e+00,2.422500e+00,1.0,5.0,--,--,42.12853,1.0,42.862877,0.7343498,42.9633,4.38815,47.354713,6.0,47.35483,47.95988,5.831353,47.960026,56.8447,--
7,7,9,3,3,4.037500e+00,1.615000e+00,1.0,6.0,--,--,56.85003,1.0,57.480297,0.6302698,57.580696,3.6847303,61.266705,2.0,61.26682,61.8719,5.0218697,61.87204,65.9115,--
8,8,7,3,1,8.075000e-01,8.075000e-01,1.0,7.0,--,--,65.915565,1.0,66.646065,0.7305044,66.746445,2.7769957,69.52442,8.0,69.524536,70.12997,4.2144012,70.13013,70.93977,--
9,9,9,3,3,8.075000e-01,2.422500e+00,1.0,8.0,--,--,70.9439,1.0,71.77971,0.8358023,71.88006,4.286698,76.16849,4.0,76.1686,76.77396,5.830055,76.77412,77.58367,--
10,10,4,2,1,8.075000e-01,2.422500e+00,1.0,9.0,--,--,77.594406,1.0,78.62937,1.0349666,78.729706,4.0875335,82.81927,9.0,82.819374,83.42606,5.8316517,83.42621,84.23574,--
11,11,6,2,3,2.422500e+00,8.075000e-01,1.0,10.0,--,--,84.24621,1.0,84.97971,0.7335068,85.08005,2.7739933,87.85569,3.0,87.8558,88.460785,4.214579,88.46094,90.88565,--
12,12,1,1,1,2.422500e+00,1.615000e+00,1.0,11.0,--,--,90.88855,1.0,91.7294,0.8408505,91.82975,3.4741495,95.30666,7.0,95.30678,95.91247,5.0239186,95.91262,98.33766,--
13,13,6,2,3,4.037500e+00,1.615000e+00,1.0,12.0,--,--,98.34905,1.0,99.07936,0.730309,99.1797,3.584691,102.765686,4.0,102.76581,103.37081,5.0217586,103.37101,107.411674,--
14,14,3,1,3,8.075000e-01,8.075000e-01,1.0,13.0,--,--,107.41465,2.0,108.36293,0.9482777,108.46328,2.5592222,111.024826,6.0,111.02495,111.628746,4.2140927,111.62891,112.439316,--
15,15,4,2,1,2.422500e+00,8.075000e-01,1.0,14.0,--,--,112.45062,2.0,113.39649,0.9458715,113.49689,2.5616286,116.060326,2.0,116.060455,116.6654,4.2147794,116.665565,119.08964,--
16,16,9,3,3,8.075000e-01,2.422500e+00,1.0,15.0,--,--,119.09509,2.0,119.8295,0.7344022,119.92988,4.388098,124.32072,6.0,124.32083,124.92573,5.8306336,124.92587,125.73565,--
17,17,2,1,2,8.075000e-01,8.075000e-01,1.0,16.0,--,--,125.73852,2.0,126.87933,1.1408184,126.97968,2.3666816,129.34866,5.0,129.34879,129.95374,4.2152257,129.9539,130.7633,--
18,18,1,1,1,2.422500e+00,1.615000e+00,1.0,17.0,--,--,130.76515,2.0,131.69609,0.9309447,131.79645,3.3840554,135.18365,3.0,135.18376,135.78874,5.0235963,135.7889,138.2133,--
