TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,1,1,1,8.075000e-01,1.615000e+00,1.0,0.0,2.4000183e-06,0.0093596,4.014692,0.0,6.79501,2.7803185,6.8953643,1.5346816,8.431495,999.0,8.431628,9.037157,5.022465,9.037318,9.846984,--
2,2,4,2,1,2.422500e+00,2.422500e+00,1.0,1.0,--,--,9.86223,2.0,10.384315,0.5220848,10.484609,4.600415,15.087555,4.0,15.087666,15.693997,5.831767,15.694131,18.118916,--
3,3,3,1,3,8.075000e-01,8.075000e-01,1.0,2.0,--,--,18.12292,2.0,19.367693,1.2447743,19.468054,2.2627256,21.732557,7.0,21.73266,22.340014,4.217094,22.340149,23.150492,--
4,4,3,1,3,5.652500e+00,1.615000e+00,1.0,3.0,--,--,23.152285,1.0,23.984358,0.832075,24.084963,3.482925,27.56984,1.0,27.569948,28.174894,5.022611,28.17503,33.829304,--
5,5,7,3,1,8.075000e-01,2.422500e+00,1.0,4.0,--,--,33.848656,2.0,35.101124,1.2524683,35.201443,3.8700316,39.073883,2.0,39.07399,39.68182,5.8331656,39.681953,40.491867,--
6,6,9,3,3,5.652500e+00,8.075000e-01,1.0,5.0,--,--,40.502403,2.0,41.95078,1.4483784,42.051105,2.0591216,44.112003,9.0,44.112118,44.718372,4.2159715,44.718506,50.372894,--
7,7,9,3,3,2.422500e+00,1.615000e+00,1.0,6.0,--,--,50.383278,2.0,51.434406,1.0511281,51.534695,3.263872,54.800415,7.0,54.800526,55.404095,5.0208187,55.404224,57.828815,--
8,8,3,1,3,8.075000e-01,8.075000e-01,1.0,7.0,--,--,57.831776,1.0,58.4676,0.6358285,58.567924,2.8716714,61.441223,1.0,61.441326,62.04582,4.2140455,62.04595,62.855377,--
9,9,7,3,1,8.075000e-01,8.075000e-01,1.0,8.0,--,--,62.86699,2.0,63.701183,0.8341956,63.801506,2.6733043,66.47792,1.0,66.478035,67.08395,4.2169576,67.084076,67.89395,--
10,10,2,1,2,2.422500e+00,2.422500e+00,1.0,9.0,--,--,67.896866,2.0,69.03447,1.137602,69.134796,3.984898,73.122,5.0,73.12211,73.72887,5.8320017,73.729,76.153854,--
11,11,4,2,1,7.267500e+00,2.422500e+00,1.0,10.0,--,--,76.16621,1.0,77.30242,1.1362138,77.40272,3.9862862,81.39188,8.0,81.39198,81.997955,5.8317466,81.998085,89.267555,--
12,12,6,2,3,2.422500e+00,1.615000e+00,1.0,11.0,--,--,89.27945,1.0,89.81737,0.5379215,89.91768,3.7770784,93.69686,2.0,93.69696,94.30318,5.0237317,94.303314,96.72779,--
13,13,7,3,1,8.075000e-01,2.422500e+00,1.0,12.0,--,--,96.739914,2.0,97.46737,0.7274577,97.567665,4.3950424,101.964836,3.0,101.96494,102.571434,5.8315163,102.57156,103.38098,--
14,14,9,3,3,5.652500e+00,2.422500e+00,1.0,13.0,--,--,103.39155,2.0,104.01736,0.6258096,104.11769,4.4966903,108.61675,8.0,108.61687,109.22307,5.831523,109.223206,114.877686,--
15,15,9,3,3,5.652500e+00,1.615000e+00,1.0,14.0,--,--,114.888245,2.0,115.41735,0.5291003,115.51763,3.7858996,119.30474,9.0,119.304855,119.90942,5.021172,119.909546,125.563835,--
16,16,6,2,3,8.075000e-01,2.422500e+00,1.0,15.0,--,--,125.5756,2.0,126.30061,0.7250113,126.40091,4.3974886,130.80086,6.0,130.80096,131.40738,5.831782,131.40752,132.217,--
17,17,4,2,1,8.075000e-01,2.422500e+00,1.0,16.0,--,--,132.22769,1.0,132.75067,0.5229884,132.85097,4.5995116,137.4519,6.0,137.45203,138.05794,5.8302565,138.05807,138.86803,--
18,18,4,2,1,2.422500e+00,8.075000e-01,1.0,17.0,--,--,138.87883,1.0,139.50168,0.6228485,139.602,2.8846514,142.48875,8.0,142.48886,143.09279,4.213966,143.09293,145.51703,--
19,19,2,1,2,4.037500e+00,1.615000e+00,1.0,18.0,--,--,145.52,1.0,145.95114,0.4311445,146.0515,3.8838556,149.93755,5.0,149.93765,150.54285,5.02284,150.54297,154.58272,--
20,20,1,1,1,2.422500e+00,8.075000e-01,1.0,19.0,--,--,154.58447,2.0,155.6172,1.032733,155.71748,2.474767,158.19395,2.0,158.19406,158.79977,4.2153077,158.79991,161.22398,--
21,21,6,2,3,8.075000e-01,1.615000e+00,1.0,20.0,--,--,161.23596,2.0,162.68388,1.4479246,162.78421,2.8670754,165.65416,7.0,165.65428,166.25887,5.0228996,166.259,167.06984,--
22,22,6,2,3,4.037500e+00,2.422500e+00,1.0,21.0,--,--,167.0815,1.0,167.60098,0.51949,167.70132,4.60301,172.30685,3.0,172.30698,172.91148,5.8299823,172.91162,176.95085,--
23,23,3,1,3,8.075000e-01,2.422500e+00,1.0,22.0,--,--,176.95413,1.0,177.38411,0.4299806,177.48445,4.692519,182.17986,1.0,182.17996,182.78394,5.829807,182.78407,183.59384,--
24,24,3,1,3,8.075000e-01,8.075000e-01,1.0,23.0,--,--,183.59578,2.0,184.11754,0.5217635,184.21788,2.9857366,187.20593,8.0,187.20605,187.81107,4.2152853,187.81119,188.62068,--
25,25,3,1,3,8.075000e-01,8.075000e-01,1.0,24.0,--,--,188.62253,2.0,189.45068,0.8281669,189.55098,2.6793332,192.23323,6.0,192.23334,192.83702,4.214495,192.83716,193.64687,--
26,26,7,3,1,7.267500e+00,8.075000e-01,1.0,25.0,--,--,193.65852,2.0,194.28386,0.6253409,194.38416,2.882159,197.26894,3.0,197.26904,197.87502,4.216496,197.87515,205.14474,--
27,27,4,2,1,4.037500e+00,1.615000e+00,1.0,26.0,--,--,205.15703,1.0,206.10056,0.9435352,206.20087,3.3714647,209.57436,7.0,209.57446,210.17802,5.0209923,210.17815,214.21762,--
28,28,4,2,1,2.422500e+00,8.075000e-01,1.0,27.0,--,--,214.22832,2.0,214.75044,0.5221226,214.8508,2.9853773,217.83882,1.0,217.83893,218.4429,4.2145805,218.44304,220.86844,--
29,29,9,3,3,4.037500e+00,8.075000e-01,1.0,28.0,--,--,220.88062,2.0,221.40038,0.5197614,221.50072,2.9877386,224.4908,8.0,224.49092,225.09695,4.2163367,225.09709,229.13654,--
30,30,1,1,1,2.422500e+00,1.615000e+00,1.0,29.0,--,--,229.13951,1.0,229.56723,0.4277124,229.66754,3.8872876,233.55812,9.0,233.55823,234.16367,5.0241446,234.1638,236.58838,--
31,31,6,2,3,8.075000e-01,8.075000e-01,1.0,30.0,--,--,236.60023,2.0,237.23381,0.6335749,237.33426,2.8739252,240.20929,9.0,240.2094,240.81415,4.2139006,240.81427,241.62444,--
32,32,3,1,3,2.422500e+00,1.615000e+00,1.0,31.0,--,--,241.62737,1.0,242.15034,0.5229831,242.25064,3.792017,246.0451,1.0,246.0452,246.64908,5.02172,246.64922,249.07367,--
33,33,1,1,1,8.075000e-01,1.615000e+00,1.0,32.0,--,--,249.07556,1.0,249.9172,0.841643,250.0175,3.473357,253.49406,8.0,253.49419,254.09987,5.0243,254.09999,254.90988,--
34,34,6,2,3,8.075000e-01,8.075000e-01,1.0,33.0,--,--,254.92181,2.0,255.65036,0.7285426,255.75072,2.7789574,258.5312,9.0,258.5313,259.13766,4.215849,259.13782,259.94788,--
35,35,3,1,3,8.075000e-01,8.075000e-01,1.0,34.0,--,--,259.9509,2.0,260.58386,0.6329616,260.6842,2.8745384,263.5604,8.0,263.56052,264.16513,4.2142243,264.16525,264.9753,--
36,36,4,2,1,8.075000e-01,1.615000e+00,1.0,35.0,--,--,264.98746,1.0,265.6171,0.6296232,265.71744,3.685377,269.4051,6.0,269.40518,270.01157,5.024109,270.01172,270.82104,--
37,37,6,2,3,2.422500e+00,1.615000e+00,1.0,36.0,--,--,270.83307,2.0,271.969,1.1359122,272.0693,3.1790879,275.25034,9.0,275.25046,275.8559,5.022837,275.85605,278.2807,--
38,38,9,3,3,8.075000e-01,1.615000e+00,1.0,37.0,--,--,278.2933,2.0,279.43378,1.1404619,279.53418,3.1745381,282.71173,7.0,282.71182,283.31686,5.023557,283.31702,284.12637,--
