TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,7,3,1,2.422500e+00,8.075000e-01,1.0,0.0,2.7000206e-06,0.0079553,4.015707,2.0,5.37146,1.3557532,5.47187,2.1517467,7.62529,1.0,7.6254344,8.232208,4.2165017,8.2323885,10.657746,--
2,2,1,1,1,8.075000e-01,2.422500e+00,1.0,1.0,--,--,10.662721,2.0,11.387797,0.7250765,11.488214,4.3974233,15.888869,2.0,15.888982,16.493656,5.8309355,16.493801,17.304735,--
3,3,9,3,3,8.075000e-01,8.075000e-01,1.0,2.0,--,--,17.309881,2.0,17.937922,0.6280402,18.038298,2.8794599,20.920027,7.0,20.920147,21.525822,4.21594,21.525963,22.335268,--
4,4,6,2,3,8.075000e-01,1.615000e+00,1.0,3.0,--,--,22.348804,2.0,23.188091,0.8392873,23.288445,3.4757128,26.765785,9.0,26.765898,27.37097,5.0221643,27.371115,28.180387,--
5,5,6,2,3,2.422500e+00,1.615000e+00,1.0,4.0,--,--,28.192333,2.0,28.821234,0.6289004,28.921595,3.6860995,32.609947,7.0,32.610058,33.214,5.0216665,33.21414,35.6389,--
6,6,1,1,1,4.037500e+00,1.615000e+00,1.0,5.0,--,--,35.64179,2.0,36.27129,0.6295028,36.371647,3.6854973,40.060883,2.0,40.060997,40.665695,5.023909,40.66584,44.70504,--
7,7,7,3,1,8.075000e-01,1.615000e+00,1.0,6.0,--,--,44.709866,2.0,45.338078,0.6282121,45.438454,3.6867878,49.126884,2.0,49.127,49.730984,5.021119,49.731133,50.540913,--
8,8,4,2,1,2.422500e+00,8.075000e-01,1.0,7.0,--,--,50.551464,2.0,51.38779,0.8363252,51.488167,2.6711748,54.16272,4.0,54.16283,54.76823,4.216767,54.76838,57.19286,--
9,9,6,2,3,4.037500e+00,1.615000e+00,1.0,8.0,--,--,57.202946,2.0,57.93801,0.7350637,58.03842,3.5799363,61.620865,7.0,61.620983,62.225697,5.022749,62.225845,66.266045,--
10,10,1,1,1,8.075000e-01,8.075000e-01,1.0,9.0,--,--,66.269035,2.0,67.004364,0.7353229,67.104706,2.772177,69.878746,4.0,69.87886,70.48403,4.214994,70.48418,71.29357,--
11,11,4,2,1,8.075000e-01,8.075000e-01,1.0,10.0,--,--,71.30492,2.0,72.13759,0.8326761,72.23799,2.674824,74.9149,2.0,74.91502,75.519005,4.214092,75.51916,76.32857,--
12,12,9,3,3,8.075000e-01,8.075000e-01,1.0,11.0,--,--,76.33373,2.0,77.0713,0.7375577,77.17173,2.7699423,79.9436,6.0,79.943726,80.54937,4.2156377,80.54955,81.35889,--
13,13,7,3,1,8.075000e-01,1.615000e+00,1.0,12.0,--,--,81.36275,2.0,82.08866,0.7259108,82.18899,3.5890892,85.78021,3.0,85.78033,86.386024,5.0232744,86.38617,87.195885,--
14,14,8,3,2,4.037500e+00,8.075000e-01,1.0,13.0,--,--,87.19948,2.0,87.93787,0.7383887,88.038216,2.7691114,90.80913,5.0,90.80924,91.415955,4.21648,91.4161,95.455894,--
15,15,3,1,3,4.037500e+00,1.615000e+00,1.0,14.0,--,--,95.45884,2.0,96.28763,0.8287911,96.38797,3.486209,99.87679,6.0,99.87691,100.48111,5.022268,100.48125,104.52111,--
16,16,3,1,3,8.075000e-01,1.615000e+00,1.0,15.0,--,--,104.52302,2.0,105.35435,0.8313254,105.45469,3.4836745,108.94089,8.0,108.94101,109.546005,5.02298,109.54614,110.3559,--
17,17,4,2,1,2.422500e+00,8.075000e-01,1.0,16.0,--,--,110.36703,2.0,111.621254,1.2542299,111.72161,2.2532701,113.9771,4.0,113.97721,114.58272,4.2156925,114.58286,117.0079,--
18,18,7,3,1,8.075000e-01,8.075000e-01,1.0,17.0,--,--,117.01324,2.0,117.854416,0.8411787,117.95478,2.6663213,120.62291,3.0,120.62302,121.22668,4.213439,121.226814,122.03603,--
19,19,1,1,1,2.422500e+00,2.422500e+00,1.0,18.0,--,--,122.03897,2.0,122.871056,0.8320862,122.97141,4.290414,127.26405,2.0,127.26417,127.86786,5.828891,127.868,130.29248,--
20,20,6,2,3,8.075000e-01,2.422500e+00,1.0,19.0,--,--,130.3035,2.0,130.93796,0.6344713,131.03836,4.4880285,135.52892,9.0,135.52902,136.13348,5.829985,136.13362,136.94289,--
21,21,6,2,3,2.422500e+00,8.075000e-01,1.0,20.0,--,--,136.95314,2.0,137.78761,0.8344741,137.88799,2.6730258,140.5629,7.0,140.563,141.16652,4.2133784,141.16666,143.59131,--
22,22,6,2,3,8.075000e-01,1.615000e+00,1.0,21.0,--,--,143.60141,2.0,144.33783,0.7364123,144.43816,3.5785878,148.01889,8.0,148.01901,148.62314,5.021725,148.62328,149.43385,--
