Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,8,2,3,1,5.000000e-01,8.075000e-01
2,8,0,3,0,2,8.075000e-01
3,0,4,2,0,2,8.075000e-01
4,8,0,1,0,5.000000e-01,8.075000e-01
5,8,2,2,0,2,8.075000e-01
6,0,4,1,1,3.500000e+00,8.075000e-01
7,8,0,1,1,2,7.267500e+00
8,0,8,2,0,5.000000e-01,8.075000e-01
9,4,0,2,1,5.000000e-01,8.075000e-01
10,2,0,2,0,2,5.652500e+00
11,8,4,3,1,2,2.422500e+00
12,8,2,1,0,2,8.882500e+00
13,4,8,1,0,5.000000e-01,8.075000e-01
14,2,4,2,1,2,4.037500e+00
15,8,4,2,1,3.500000e+00,5.652500e+00
16,4,8,3,0,5.000000e-01,8.075000e-01
17,8,2,3,1,3.500000e+00,8.075000e-01
18,4,0,3,0,5.000000e-01,7.267500e+00
19,0,2,2,1,2,8.075000e-01
20,2,8,1,1,2,8.075000e-01
21,8,2,2,1,2,8.075000e-01
22,2,4,1,0,2,2.422500e+00
23,2,4,3,0,5.000000e-01,2.422500e+00
24,2,8,3,0,5.000000e-01,8.075000e-01
25,4,0,1,0,5.000000e-01,2.422500e+00
26,2,8,2,0,5.000000e-01,8.075000e-01
27,0,2,1,0,2,8.075000e-01
28,2,0,3,1,5.000000e-01,4.037500e+00
29,8,0,2,1,5.000000e-01,8.075000e-01
30,2,8,1,1,5.000000e-01,8.075000e-01
31,0,2,3,0,5.000000e-01,4.037500e+00
32,4,8,1,1,5.000000e-01,2.422500e+00
33,4,2,3,1,5.000000e-01,4.037500e+00
34,8,2,2,1,3.500000e+00,2.422500e+00
35,2,4,2,0,5.000000e-01,2.422500e+00
36,4,0,3,1,5.000000e-01,8.075000e-01
37,2,0,1,1,5.000000e-01,2.422500e+00
38,0,8,3,1,2,2.422500e+00
39,2,4,1,1,5.000000e-01,8.075000e-01
40,2,8,1,0,5.000000e-01,4.037500e+00
41,4,8,2,0,5.000000e-01,2.422500e+00
42,8,2,3,0,2,2.422500e+00
