TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,3,16,0.5575,1,1,0,1.0,0.0,4.579657,5.498316,5.5144706,5.514649,6.5146937,6.514847,1.0,0.9670252,7.481872,10.280518,3.766236,10.281195,10.841012
2,2,2,32,0.5575,1,0,2,1.0,1.0,11.343276,12.33091,12.348143,12.348261,13.349014,13.349149,2.0,1.0488031,14.397951,17.11668,3.7679927,17.117237,17.676996
3,3,3,16,1.365,1,0,8,1.0,2.0,18.24799,19.164627,19.180706,19.180786,20.180433,20.180567,2.0,0.9509763,21.131544,23.947935,3.7678466,23.948523,25.315662
4,4,2,16,2.98,1,0,8,1.0,3.0,25.825953,26.814476,26.831625,26.831741,27.831837,27.831963,2.0,1.1832178,29.01518,31.597965,3.766446,31.598503,34.581554
5,5,3,32,0.5575,1,16,0,1.0,4.0,35.176075,36.064426,36.081814,36.081936,37.082973,37.083107,1.0,0.9487714,38.03188,40.84891,3.766267,40.84947,41.408962
6,6,3,32,1.365,1,2,0,1.0,5.0,41.992767,42.89785,42.914406,42.914524,43.913986,43.914124,1.0,0.7835954,44.697716,47.68166,3.768034,47.68225,49.049313
7,7,3,32,0.5575,1,2,0,1.0,6.0,49.604588,50.54815,50.56479,50.56492,51.56493,51.56506,1.0,0.8831104,52.44817,55.330933,3.766322,55.331474,55.891624
8,8,2,16,1.365,1,4,0,1.0,7.0,56.39355,57.38105,57.39823,57.39836,58.3988,58.398933,1.0,0.7823362,59.18127,62.166893,3.7684114,62.16744,63.534626
9,9,3,16,0.5575,1,0,4,1.0,8.0,64.103035,65.03105,65.04793,65.04806,66.047905,66.04804,2.0,1.2163738,67.26441,69.815895,3.7683387,69.81649,70.37731
10,10,2,32,4.595,1,0,2,1.0,9.0,70.87536,71.864235,71.88183,71.88198,72.88196,72.88209,2.0,1.4831322,74.36522,76.648415,3.766809,76.648994,81.24507
11,11,3,16,1.365,1,0,2,1.0,10.0,81.83163,82.731445,82.74812,82.74824,83.74891,83.74904,2.0,1.015612,84.764656,87.51657,3.7679858,87.51712,88.88388
12,12,3,16,2.98,1,4,0,1.0,11.0,89.428154,90.38129,90.39747,90.397606,91.39694,91.397064,1.0,0.8021536,92.19922,95.16378,3.7671754,95.16434,98.14655
13,13,3,16,2.98,1,2,0,1.0,12.0,98.718254,99.63107,99.64742,99.64754,100.646935,100.647064,1.0,0.7511684,101.39823,104.41314,3.7665224,104.41368,107.39487
14,14,3,32,0.5575,1,2,0,1.0,13.0,107.98225,108.881386,108.89781,108.89793,109.89867,109.89879,1.0,0.8825174,110.78131,113.66643,3.7680888,113.66697,114.22771
15,15,2,16,0.5575,1,0,8,1.0,14.0,114.72589,115.7143,115.731766,115.731895,116.73278,116.73291,2.0,1.1485475,117.88146,120.49952,3.7670953,120.50011,121.05896
16,16,3,16,1.365,1,0,8,1.0,15.0,121.63955,122.54762,122.56421,122.56433,123.56489,123.565025,2.0,1.21596,124.78098,127.33214,3.7676272,127.3328,128.69887
17,17,2,32,0.5575,1,16,0,1.0,16.0,129.20879,130.19743,130.21474,130.21484,131.21489,131.21501,1.0,0.9321657,132.14719,134.98288,3.7683039,134.98341,135.54385
18,18,3,32,0.5575,1,0,3,1.0,17.0,136.15407,137.03093,137.04793,137.04807,138.04834,138.04846,2.0,1.1496997,139.19817,141.81497,3.766949,141.8155,142.37556
19,19,2,16,0.5575,1,0,1,1.0,18.0,142.87709,143.86421,143.88115,143.88129,144.88118,144.8813,2.0,1.316853,146.19815,148.64827,3.7674217,148.64882,149.208
20,20,3,32,1.365,1,0,8,1.0,19.0,149.77425,150.69731,150.7147,150.71483,151.71454,151.71468,2.0,1.4829952,153.19766,155.48218,3.767978,155.48274,156.84894
21,21,2,16,4.595,1,4,0,1.0,20.0,157.35875,158.34714,158.3644,158.36447,159.36479,159.36491,1.0,1.0167457,160.38167,163.131,3.7665205,163.13153,167.72786
22,22,3,16,1.365,1,0,2,1.0,21.0,168.30573,169.21463,169.23079,169.23091,170.23085,170.23097,2.0,1.0671974,171.29817,173.998,3.7674816,173.99855,175.36497
23,23,3,16,2.98,1,0,1,1.0,22.0,175.94081,176.86382,176.88086,176.88094,177.881,177.88112,2.0,1.0663391,178.94746,181.64793,3.7672486,181.64847,184.62988
24,24,2,16,0.5575,1,0,1,1.0,23.0,185.12582,186.11388,186.13097,186.13107,187.13188,187.13202,2.0,1.3328515,188.46487,190.89955,3.7679918,190.9001,191.45993
25,25,3,16,0.5575,1,8,0,1.0,24.0,192.0543,192.9482,192.96483,192.96495,193.96545,193.96565,1.0,0.8985559,194.8642,197.73303,3.7678373,197.73358,198.2929
26,26,2,32,1.365,1,0,8,1.0,25.0,198.79156,199.78044,199.7976,199.79767,200.79785,200.79797,2.0,1.0834846,201.88145,204.5649,3.767377,204.56544,205.93312
27,27,2,16,1.365,1,2,0,1.0,26.0,206.44171,207.43047,207.448,207.44812,208.44875,208.44888,1.0,1.2324725,209.68135,212.2164,3.7679782,212.21695,213.58377
28,28,2,32,2.98,1,3,0,1.0,27.0,214.0917,215.08028,215.09792,215.09805,216.09886,216.099,1.0,1.0989406,217.19794,219.8659,3.7673528,219.86646,222.84761
29,29,3,16,2.98,1,2,0,1.0,28.0,223.4222,224.34741,224.36447,224.36462,225.3648,225.36494,1.0,0.7656937,226.13063,229.13286,3.7683642,229.13339,232.11583
30,30,2,16,2.98,1,0,2,1.0,29.0,232.62518,233.61386,233.63194,233.63206,234.63286,234.633,2.0,1.1644073,235.7974,238.40065,3.7681758,238.40128,241.38309
31,31,3,32,0.5575,1,16,0,1.0,30.0,241.94226,242.88089,242.89783,242.89795,243.89825,243.89839,1.0,1.0989819,244.99738,247.66689,3.7689414,247.66742,248.22691
