instrText,stimDoor,stimDoorLure,stimFace,stimFaceLure,Instructions.thisRepN,Instructions.thisTrialN,Instructions.thisN,Instructions.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Func,Keys,Text,RespTime,Onset,Offset,SystemTime_Start,SystemTime_Stop,Stim,Lure,Participant*,Age,date,expName,psychopyVersion,frameRate,
"In the earlier Feedback Games, you chose which doors contained a prize, and which peers liked you. 

You then saw positive or negative feedback (green check mark or red X) from the door or peer you selected.

You will now see a series of doors and peers, some of which you saw during the earlier Feedback Games, and some that you have never seen before.

Please press the spacebar to continue.",,,,,0,0,0,0,,,,,instrFunc,space,"In the earlier Feedback Games, you chose which doors contained a prize, and which peers liked you. 

You then saw positive or negative feedback (green check mark or red X) from the door or peer you selected.

You will now see a series of doors and peers, some of which you saw during the earlier Feedback Games, and some that you have never seen before.

Please press the spacebar to continue.",1.0003295000642538,12.412364500109106,13.523378629703075,2023-03-19 14:58:34.442125,2023-03-19 14:58:35.550898,,,10606,18-29,2023_Mar_19_1458,Recall,2021.2.3,59.81015058090845,
"For doors/peers that you remember selecting and getting feedback from, your job is to RECALL what feedback you received. 

Press '1' if you recall positive feedback. 

Press '2' if you recall negative feedback

Press the spacebar to continue.",,,,,0,1,1,1,,,,,instrFunc,space,"For doors/peers that you remember selecting and getting feedback from, your job is to RECALL what feedback you received. 

Press '1' if you recall positive feedback. 

Press '2' if you recall negative feedback

Press the spacebar to continue.",0.2555185998789966,13.461075700353831,13.784985390957445,2023-03-19 14:58:35.552710,2023-03-19 14:58:35.866541,,,10606,18-29,2023_Mar_19_1458,Recall,2021.2.3,59.81015058090845,
"For doors/peers that you don't remember getting feedback from, your job is to PREDICT what feedback you WOULD HAVE received.

Press '9' if you predict positive feedback.

Press '0' if you predict negative feedback. 

Please press the spacebar to continue.",,,,,0,2,2,2,,,,,instrFunc,space,"For doors/peers that you don't remember getting feedback from, your job is to PREDICT what feedback you WOULD HAVE received.

Press '9' if you predict positive feedback.

Press '0' if you predict negative feedback. 

Please press the spacebar to continue.",0.3098907000385225,13.774603500030935,14.148439290001988,2023-03-19 14:58:35.868374,2023-03-19 14:58:36.232711,,,10606,18-29,2023_Mar_19_1458,Recall,2021.2.3,59.81015058090845,
"This task is self-paced, and the prompts will always stay on the screen so that you know which buttons to press.

On the next screen we will show you what those prompts look like, so that you know exactly what to expect. 

You will start with either doors or peers, and then switch halfway through. 

Please press the spacebar to continue.",,,,,0,3,3,3,,,,,instrFunc,space,"This task is self-paced, and the prompts will always stay on the screen so that you know which buttons to press.

On the next screen we will show you what those prompts look like, so that you know exactly what to expect. 

You will start with either doors or peers, and then switch halfway through. 

Please press the spacebar to continue.",0.433113900013268,14.131384700071067,14.623735890258104,2023-03-19 14:58:36.234709,2023-03-19 14:58:36.716487,,,10606,18-29,2023_Mar_19_1458,Recall,2021.2.3,59.81015058090845,
,,,,,,,,,,,,,imgtextFunc,space,"Here is what the screen will look like while you make your ratings.
The green circles remind you to press 1 or 9 for positive feedback.
The red circles remind you to press 2 or 0 for positive feedback.









Please let the experimenter know if you have any questions.

Whenever you're ready, press the spacebar to start the task.",1.060289700049907,14.816013799980283,16.117841580417007,2023-03-19 14:58:36.729432,2023-03-19 14:58:38.016687,,,10606,18-29,2023_Mar_19_1458,Recall,2021.2.3,59.81015058090845,
,DD010.jpg,0,FF010.jpg,0,,,,,0,0,0,9,imgFunc,9,NA,8.50923869991675,16.10306140035391,24.79021846037358,2023-03-19 14:58:38.069360,2023-03-19 14:58:46.749103,DD010.jpg,0,10606,18-29,2023_Mar_19_1458,Recall,2021.2.3,59.81015058090845,
,SD011.jpg,0,MF011.jpg,0,,,,,0,1,1,60,imgFunc,9,NA,3.065046400297433,24.74747780011967,27.96129458025098,2023-03-19 14:58:46.764075,2023-03-19 14:58:49.966031,SD011.jpg,0,10606,18-29,2023_Mar_19_1458,Recall,2021.2.3,59.81015058090845,
,SD028.jpg,0,MF028.jpg,0,,,,,0,2,2,77,imgFunc,0,NA,3.8811877998523414,27.963219200260937,31.966341590043157,2023-03-19 14:58:49.976831,2023-03-19 14:58:53.981029,SD028.jpg,0,10606,18-29,2023_Mar_19_1458,Recall,2021.2.3,59.81015058090845,
,SD016.jpg,0,MF016.jpg,0,,,,,0,3,3,65,imgFunc,9,NA,4.07748410012573,31.975096000358462,36.18199539044872,2023-03-19 14:58:53.991025,2023-03-19 14:58:58.198192,SD016.jpg,0,10606,18-29,2023_Mar_19_1458,Recall,2021.2.3,59.81015058090845,
,DD037.jpg,0,FF037.jpg,0,,,,,0,4,4,36,imgFunc,0,NA,1.6145764999091625,36.181959100067616,37.91937609016895,2023-03-19 14:58:58.209002,2023-03-19 14:58:59.947205,DD037.jpg,0,10606,18-29,2023_Mar_19_1458,Recall,2021.2.3,59.81015058090845,
