Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,0,8,2,0,5.000000e-01,5.652500e+00
2,0,8,1,0,2,2.422500e+00
3,4,8,1,1,5.000000e-01,8.075000e-01
4,4,8,3,0,2,8.075000e-01
5,4,2,2,0,5.000000e-01,8.075000e-01
6,2,4,2,1,3.500000e+00,4.037500e+00
7,2,4,3,0,2,8.075000e-01
8,0,2,3,1,5.000000e-01,2.422500e+00
9,8,2,3,1,2,2.422500e+00
10,4,8,3,1,5.000000e-01,5.652500e+00
11,8,2,2,1,5.000000e-01,2.422500e+00
12,0,8,1,1,5.000000e-01,8.075000e-01
13,2,4,1,0,2,2.422500e+00
14,8,4,2,0,2,8.075000e-01
15,2,4,3,1,5.000000e-01,8.075000e-01
16,8,2,2,0,2,2.422500e+00
17,2,8,1,0,2,2.422500e+00
18,8,2,1,1,2,8.075000e-01
19,0,2,2,0,5.000000e-01,2.422500e+00
20,8,2,1,1,5.000000e-01,4.037500e+00
21,0,4,2,1,3.500000e+00,8.882500e+00
22,0,4,1,0,5.000000e-01,8.075000e-01
23,0,2,1,0,5.000000e-01,2.422500e+00
24,8,4,1,0,5.000000e-01,8.075000e-01
25,2,8,3,1,5.000000e-01,4.037500e+00
26,0,2,2,1,5.000000e-01,7.267500e+00
27,8,2,3,0,5.000000e-01,8.075000e-01
28,0,4,3,0,5.000000e-01,8.075000e-01
29,0,2,3,0,2,8.075000e-01
30,2,0,1,1,5.000000e-01,8.075000e-01
31,4,0,1,1,3.500000e+00,8.075000e-01
32,8,2,2,0,5.000000e-01,7.267500e+00
33,2,4,1,1,2,8.075000e-01
34,8,0,2,1,5.000000e-01,8.075000e-01
35,2,8,1,0,2,8.075000e-01
36,8,2,2,1,3.500000e+00,2.422500e+00
37,0,8,3,1,2,4.037500e+00
38,4,0,2,0,5.000000e-01,8.075000e-01
39,0,4,3,1,2,8.075000e-01
40,8,4,2,1,2,4.037500e+00
41,0,8,3,0,5.000000e-01,8.075000e-01
42,8,2,3,0,5.000000e-01,2.422500e+00
