nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,1.365,1,1,0
2,2,32,2.98,1,0,2
3,2,16,1.365,1,2,0
4,2,32,0.5575,1,0,16
5,3,32,0.5575,1,0,2
6,3,16,1.365,1,0,1
7,3,32,1.365,1,8,0
8,2,32,1.365,1,16,0
9,2,32,2.98,1,0,2
10,2,16,0.5575,1,4,0
11,3,16,1.365,1,0,8
12,3,32,1.365,1,2,0
13,3,16,4.595,1,4,0
14,2,32,0.5575,1,0,3
15,3,16,0.5575,1,8,0
16,2,32,2.98,1,3,0
17,3,32,4.595,1,2,0
18,3,16,0.5575,1,0,1
19,2,16,4.595,1,2,0
20,2,32,0.5575,1,16,0
21,3,16,0.5575,1,0,4
22,2,32,0.5575,1,3,0
23,2,16,2.98,1,0,4
24,2,16,1.365,1,0,4
25,2,16,1.365,1,1,0
26,2,32,2.98,1,0,8
27,3,32,2.98,1,16,0
28,2,16,0.5575,1,0,1
29,2,32,0.5575,1,0,16
30,3,32,0.5575,1,3,0
31,3,32,0.5575,1,0,3
32,3,32,0.5575,1,0,8
33,3,32,0.5575,1,3,0
34,2,16,0.5575,1,8,0
35,3,32,1.365,1,0,16
36,3,16,0.5575,1,0,2
37,2,32,0.5575,1,8,0
38,3,16,2.98,1,0,2
39,3,32,1.365,1,0,16
40,2,16,1.365,1,0,2
41,2,16,6.21,1,8,0
42,3,32,0.5575,1,8,0
43,2,32,0.5575,1,0,8
44,3,16,0.5575,1,0,1
45,3,32,0.5575,1,0,8
46,3,16,0.5575,1,8,0
47,2,32,1.365,1,2,0
48,3,32,0.5575,1,0,3
