nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,2.98,1,0,2
2,2,16,1.365,1,4,0
3,2,16,1.365,1,1,0
4,2,32,2.98,1,8,0
5,3,16,0.5575,1,0,4
6,2,32,1.365,1,0,3
7,3,16,1.365,1,0,1
8,2,16,2.98,1,8,0
9,3,32,1.365,1,0,16
10,2,32,0.5575,1,0,16
11,3,16,2.98,1,0,4
12,3,16,0.5575,1,2,0
13,2,16,1.365,1,0,2
14,3,16,0.5575,1,0,1
15,3,32,4.595,1,0,2
16,3,32,1.365,1,16,0
17,3,32,0.5575,1,3,0
18,2,16,0.5575,1,0,2
19,3,32,0.5575,1,0,8
20,2,32,1.365,1,0,8
21,2,32,1.365,1,0,8
22,2,16,0.5575,1,1,0
23,3,16,0.5575,1,1,0
24,2,16,1.365,1,0,1
25,3,32,0.5575,1,8,0
26,2,32,2.98,1,3,0
27,2,16,0.5575,1,0,8
28,3,32,4.595,1,3,0
29,2,16,0.5575,1,1,0
30,3,16,0.5575,1,0,2
31,2,32,0.5575,1,2,0
32,3,16,0.5575,1,2,0
33,3,16,0.5575,1,8,0
34,2,32,2.98,1,0,3
35,2,16,0.5575,1,8,0
36,3,16,0.5575,1,0,2
37,3,16,2.98,1,1,0
38,2,16,4.595,1,4,0
39,3,32,0.5575,1,16,0
40,2,16,6.21,1,8,0
41,3,16,0.5575,1,8,0
42,3,16,0.5575,1,0,4
43,2,16,1.365,1,2,0
44,2,16,1.365,1,0,8
45,3,16,1.365,1,0,4
46,3,16,0.5575,1,0,8
47,2,16,0.5575,1,4,0
48,3,32,0.5575,1,2,0
