nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,0.5575,1,0,1
2,3,32,0.5575,1,16,0
3,3,16,0.5575,1,0,8
4,3,16,0.5575,1,2,0
5,3,32,1.365,1,2,0
6,2,16,0.5575,1,0,2
7,2,16,0.5575,1,4,0
8,2,16,0.5575,1,0,1
9,3,32,0.5575,1,16,0
10,2,16,4.595,1,0,2
11,3,16,1.365,1,1,0
12,3,32,1.365,1,0,8
13,2,32,0.5575,1,0,3
14,2,32,0.5575,1,16,0
15,3,32,1.365,1,16,0
16,2,32,1.365,1,0,16
17,3,32,0.5575,1,8,0
18,3,16,1.365,1,0,4
19,2,16,2.98,1,0,8
20,2,16,2.98,1,4,0
21,2,32,0.5575,1,2,0
22,2,16,1.365,1,8,0
23,3,16,4.595,1,2,0
24,2,32,0.5575,1,16,0
25,3,16,1.365,1,0,1
26,2,16,0.5575,1,0,2
27,3,32,1.365,1,0,16
28,3,32,1.365,1,2,0
29,3,16,1.365,1,4,0
30,2,16,1.365,1,0,1
31,3,32,2.98,1,3,0
32,3,32,1.365,1,2,0
33,3,32,2.98,1,16,0
34,2,16,0.5575,1,1,0
35,2,16,0.5575,1,4,0
36,3,32,0.5575,1,8,0
37,3,16,0.5575,1,2,0
38,2,16,0.5575,1,8,0
39,2,32,0.5575,1,2,0
40,2,32,2.98,1,3,0
41,2,16,0.5575,1,1,0
42,3,16,2.98,1,2,0
43,3,16,2.98,1,4,0
44,2,32,0.5575,1,8,0
45,2,16,6.21,1,2,0
46,3,16,0.5575,1,0,2
47,2,32,0.5575,1,0,8
48,2,32,4.595,1,0,8
