nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,32,1.365,1,0,2
2,2,16,0.5575,1,0,2
3,3,32,0.5575,1,16,0
4,3,16,1.365,1,0,2
5,2,32,2.98,1,0,3
6,3,16,4.595,1,1,0
7,2,16,0.5575,1,1,0
8,2,16,1.365,1,0,8
9,3,16,0.5575,1,8,0
10,2,32,2.98,1,0,8
11,3,16,1.365,1,0,2
12,3,16,6.21,1,4,0
13,3,32,0.5575,1,2,0
14,3,32,0.5575,1,0,3
15,2,32,0.5575,1,0,16
16,2,16,0.5575,1,8,0
17,2,32,2.98,1,0,2
18,3,32,0.5575,1,0,3
19,3,32,0.5575,1,0,2
20,3,32,1.365,1,0,16
21,2,16,0.5575,1,4,0
22,3,32,0.5575,1,0,8
23,2,16,1.365,1,0,8
24,2,16,4.595,1,0,2
25,2,16,0.5575,1,1,0
26,2,16,1.365,1,8,0
27,3,32,0.5575,1,0,16
28,2,16,1.365,1,0,2
29,2,16,1.365,1,0,4
30,3,16,0.5575,1,4,0
31,3,16,1.365,1,0,4
32,2,32,0.5575,1,0,16
33,2,32,0.5575,1,0,3
34,2,32,0.5575,1,2,0
35,2,32,2.98,1,2,0
36,3,16,0.5575,1,2,0
37,2,16,1.365,1,4,0
38,2,16,2.98,1,2,0
39,3,16,0.5575,1,8,0
40,3,16,0.5575,1,0,8
41,2,32,1.365,1,8,0
42,2,32,2.98,1,0,2
43,3,16,4.595,1,4,0
44,3,32,1.365,1,2,0
45,2,32,0.5575,1,0,8
46,3,32,2.98,1,0,3
47,3,32,0.5575,1,0,2
48,3,16,0.5575,1,0,4
