nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,32,0.5575,1,0,3
2,2,32,1.365,1,16,0
3,2,32,0.5575,1,0,3
4,2,32,0.5575,1,2,0
5,2,16,2.98,1,1,0
6,3,16,1.365,1,4,0
7,2,32,4.595,1,3,0
8,2,16,0.5575,1,1,0
9,2,32,2.98,1,0,3
10,3,16,1.365,1,0,1
11,2,32,0.5575,1,0,8
12,2,16,1.365,1,4,0
13,3,32,2.98,1,0,16
14,3,32,2.98,1,0,16
15,3,32,0.5575,1,0,8
16,3,32,0.5575,1,0,16
17,3,16,1.365,1,0,1
18,3,16,4.595,1,1,0
19,3,32,0.5575,1,3,0
20,2,16,1.365,1,8,0
21,3,32,1.365,1,0,16
22,2,32,2.98,1,3,0
23,3,32,2.98,1,0,2
24,3,16,0.5575,1,0,1
25,3,16,0.5575,1,0,2
26,2,16,0.5575,1,0,1
27,3,32,1.365,1,0,8
28,2,32,2.98,1,0,3
29,2,32,4.595,1,8,0
30,3,16,0.5575,1,0,2
31,2,16,0.5575,1,0,4
32,2,32,0.5575,1,2,0
33,2,16,1.365,1,8,0
34,3,32,0.5575,1,16,0
35,2,16,0.5575,1,0,8
36,3,16,0.5575,1,4,0
37,3,16,6.21,1,1,0
38,2,32,0.5575,1,0,8
39,3,16,0.5575,1,4,0
40,2,32,1.365,1,0,2
41,3,32,0.5575,1,8,0
42,2,32,1.365,1,0,16
43,3,32,0.5575,1,3,0
44,2,32,0.5575,1,0,16
45,2,32,1.365,1,3,0
46,2,16,1.365,1,0,4
47,3,16,0.5575,1,8,0
48,3,32,0.5575,1,0,3
