nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,2.98,1,8,0
2,2,16,0.5575,1,0,8
3,2,16,1.365,1,2,0
4,3,32,1.365,1,2,0
5,2,16,0.5575,1,0,2
6,2,32,0.5575,1,0,16
7,2,32,4.595,1,0,8
8,3,16,0.5575,1,0,1
9,2,16,0.5575,1,0,1
10,2,32,0.5575,1,0,16
11,2,32,1.365,1,0,8
12,3,16,4.595,1,8,0
13,2,32,1.365,1,2,0
14,2,16,1.365,1,0,4
15,2,32,1.365,1,0,3
16,3,16,0.5575,1,2,0
17,3,32,0.5575,1,16,0
18,3,16,0.5575,1,4,0
19,2,16,2.98,1,0,4
20,3,32,0.5575,1,16,0
21,3,16,0.5575,1,0,2
22,2,16,0.5575,1,8,0
23,3,16,6.21,1,4,0
24,2,16,2.98,1,1,0
25,3,16,1.365,1,1,0
26,3,16,2.98,1,2,0
27,2,16,4.595,1,0,2
28,3,16,0.5575,1,2,0
29,3,32,0.5575,1,0,3
30,3,16,1.365,1,1,0
31,2,16,0.5575,1,4,0
32,3,16,0.5575,1,8,0
33,2,32,0.5575,1,0,2
34,3,32,0.5575,1,8,0
35,3,16,1.365,1,8,0
36,3,16,0.5575,1,0,1
37,2,16,2.98,1,1,0
38,3,32,0.5575,1,2,0
39,3,32,2.98,1,8,0
40,3,32,0.5575,1,0,8
41,2,32,2.98,1,0,16
42,2,32,1.365,1,0,3
43,2,32,1.365,1,0,3
44,2,16,0.5575,1,1,0
45,3,32,1.365,1,0,8
46,3,16,0.5575,1,8,0
47,2,32,0.5575,1,0,8
48,3,16,1.365,1,2,0
