nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,32,1.365,1,8,0
2,2,16,2.98,1,8,0
3,2,32,1.365,1,0,3
4,3,16,6.21,1,0,1
5,3,32,0.5575,1,8,0
6,3,32,0.5575,1,8,0
7,3,32,0.5575,1,0,3
8,2,16,2.98,1,1,0
9,2,16,0.5575,1,0,4
10,3,32,0.5575,1,0,3
11,2,32,2.98,1,3,0
12,2,32,2.98,1,0,3
13,2,16,0.5575,1,8,0
14,2,32,0.5575,1,0,8
15,2,16,1.365,1,0,4
16,3,32,0.5575,1,16,0
17,3,16,0.5575,1,0,8
18,2,16,0.5575,1,8,0
19,2,32,0.5575,1,0,3
20,3,16,1.365,1,0,4
21,3,16,1.365,1,8,0
22,2,32,0.5575,1,8,0
23,3,32,0.5575,1,16,0
24,3,32,4.595,1,0,3
25,2,16,2.98,1,4,0
26,2,16,1.365,1,1,0
27,3,32,0.5575,1,0,2
28,3,32,1.365,1,0,2
29,2,32,0.5575,1,16,0
30,3,16,4.595,1,2,0
31,3,16,0.5575,1,0,2
32,3,32,0.5575,1,2,0
33,2,32,0.5575,1,16,0
34,2,16,1.365,1,0,1
35,2,32,2.98,1,3,0
36,3,32,1.365,1,8,0
37,2,32,4.595,1,2,0
38,2,16,1.365,1,0,1
39,3,32,1.365,1,0,16
40,3,32,0.5575,1,0,2
41,2,32,1.365,1,0,8
42,3,32,0.5575,1,0,3
43,3,16,0.5575,1,0,8
44,3,16,0.5575,1,0,1
45,2,32,0.5575,1,2,0
46,2,32,2.98,1,3,0
47,2,32,0.5575,1,0,16
48,3,32,1.365,1,0,8
