nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,1.365,1,0,4
2,2,16,4.595,1,2,0
3,2,32,1.365,1,2,0
4,2,32,1.365,1,0,16
5,2,32,1.365,1,0,16
6,3,16,0.5575,1,8,0
7,3,32,0.5575,1,0,3
8,3,32,2.98,1,2,0
9,2,32,0.5575,1,0,16
10,3,32,0.5575,1,0,2
11,2,32,0.5575,1,0,8
12,3,16,0.5575,1,0,8
13,2,16,1.365,1,1,0
14,2,16,0.5575,1,2,0
15,3,16,6.21,1,0,2
16,2,16,4.595,1,0,8
17,2,16,0.5575,1,4,0
18,2,16,1.365,1,0,2
19,3,16,2.98,1,0,4
20,2,32,0.5575,1,0,16
21,3,32,2.98,1,0,2
22,2,16,0.5575,1,1,0
23,3,32,0.5575,1,0,3
24,3,32,0.5575,1,0,16
25,3,32,0.5575,1,0,16
26,2,16,1.365,1,4,0
27,2,16,0.5575,1,4,0
28,2,16,1.365,1,0,1
29,3,32,2.98,1,16,0
30,3,32,1.365,1,0,2
31,3,16,0.5575,1,4,0
32,3,32,0.5575,1,0,16
33,2,16,0.5575,1,0,4
34,3,32,0.5575,1,8,0
35,3,32,2.98,1,8,0
36,3,32,0.5575,1,0,2
37,2,32,0.5575,1,0,16
38,2,32,4.595,1,3,0
39,2,16,1.365,1,0,2
40,3,16,2.98,1,2,0
41,3,16,1.365,1,0,4
42,2,32,1.365,1,2,0
43,2,16,0.5575,1,4,0
44,3,16,0.5575,1,0,1
45,3,32,1.365,1,3,0
46,2,32,2.98,1,3,0
47,3,16,0.5575,1,2,0
48,2,16,0.5575,1,0,1
