nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,2.98,1,0,1
2,3,16,1.365,1,4,0
3,3,32,2.98,1,0,2
4,2,32,0.5575,1,0,8
5,3,32,0.5575,1,16,0
6,2,32,2.98,1,3,0
7,3,16,1.365,1,0,4
8,3,16,1.365,1,8,0
9,2,16,1.365,1,0,8
10,3,32,0.5575,1,3,0
11,3,16,1.365,1,1,0
12,2,32,0.5575,1,0,2
13,2,32,1.365,1,0,2
14,3,32,1.365,1,3,0
15,3,32,2.98,1,3,0
16,2,16,0.5575,1,1,0
17,2,32,0.5575,1,8,0
18,3,32,1.365,1,16,0
19,3,16,0.5575,1,0,1
20,2,16,2.98,1,4,0
21,2,32,0.5575,1,0,16
22,3,16,0.5575,1,4,0
23,3,16,0.5575,1,4,0
24,3,16,0.5575,1,0,2
25,3,32,2.98,1,8,0
26,2,16,4.595,1,8,0
27,2,32,1.365,1,0,8
28,3,16,0.5575,1,0,8
29,2,32,0.5575,1,0,16
30,2,32,1.365,1,0,8
31,2,32,1.365,1,0,3
32,3,16,4.595,1,0,1
33,2,16,6.21,1,8,0
34,3,16,0.5575,1,8,0
35,2,32,2.98,1,3,0
36,2,32,0.5575,1,0,8
37,2,16,0.5575,1,0,2
38,3,16,0.5575,1,0,2
39,3,16,1.365,1,0,4
40,2,32,0.5575,1,3,0
41,2,16,0.5575,1,0,1
42,3,16,0.5575,1,0,1
43,2,16,0.5575,1,1,0
44,2,16,4.595,1,0,8
45,2,32,0.5575,1,0,2
46,3,16,0.5575,1,0,8
47,2,16,1.365,1,2,0
48,3,16,0.5575,1,0,2
