nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,0.5575,1,0,4
2,3,32,0.5575,1,3,0
3,2,16,4.595,1,1,0
4,2,16,0.5575,1,2,0
5,2,32,0.5575,1,0,16
6,3,16,0.5575,1,0,1
7,3,32,4.595,1,0,8
8,2,16,0.5575,1,0,4
9,2,32,0.5575,1,3,0
10,2,16,2.98,1,8,0
11,3,32,4.595,1,16,0
12,3,16,0.5575,1,1,0
13,3,16,0.5575,1,0,2
14,3,32,2.98,1,0,2
15,3,32,1.365,1,0,16
16,3,32,1.365,1,3,0
17,2,32,1.365,1,0,8
18,3,32,0.5575,1,3,0
19,2,32,1.365,1,2,0
20,2,16,1.365,1,8,0
21,2,32,1.365,1,16,0
22,2,32,0.5575,1,3,0
23,2,16,0.5575,1,0,8
24,3,16,6.21,1,0,4
25,3,32,2.98,1,8,0
26,2,32,0.5575,1,2,0
27,3,16,0.5575,1,8,0
28,2,32,1.365,1,0,2
29,2,32,0.5575,1,0,8
30,3,32,1.365,1,0,8
31,3,32,0.5575,1,0,2
32,3,32,0.5575,1,16,0
33,2,32,0.5575,1,2,0
34,2,16,2.98,1,2,0
35,3,16,0.5575,1,4,0
36,2,16,0.5575,1,1,0
37,3,32,2.98,1,0,3
38,3,16,1.365,1,0,4
39,2,32,0.5575,1,8,0
40,2,16,1.365,1,2,0
41,2,16,0.5575,1,8,0
42,3,16,1.365,1,8,0
43,3,32,0.5575,1,2,0
44,3,32,1.365,1,0,3
45,2,16,0.5575,1,2,0
46,2,16,2.98,1,4,0
47,3,32,2.98,1,0,16
48,3,16,1.365,1,1,0
