nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,1.365,1,8,0
2,2,16,1.365,1,0,1
3,2,32,0.5575,1,0,8
4,2,16,1.365,1,0,8
5,2,32,1.365,1,0,3
6,2,32,1.365,1,0,16
7,3,16,1.365,1,0,8
8,2,32,2.98,1,16,0
9,3,32,2.98,1,8,0
10,2,16,0.5575,1,0,2
11,2,16,2.98,1,1,0
12,3,16,0.5575,1,4,0
13,3,32,4.595,1,0,2
14,3,16,1.365,1,0,8
15,2,32,0.5575,1,0,16
16,2,32,0.5575,1,0,3
17,2,32,0.5575,1,16,0
18,3,32,0.5575,1,0,8
19,3,16,0.5575,1,0,2
20,3,32,4.595,1,2,0
21,3,32,0.5575,1,0,8
22,2,32,2.98,1,8,0
23,3,32,2.98,1,0,3
24,2,32,1.365,1,0,3
25,3,16,6.21,1,0,1
26,3,32,0.5575,1,3,0
27,3,32,1.365,1,0,16
28,2,16,0.5575,1,1,0
29,3,16,1.365,1,2,0
30,3,32,0.5575,1,0,16
31,2,16,0.5575,1,4,0
32,2,16,0.5575,1,0,8
33,2,32,0.5575,1,8,0
34,3,32,0.5575,1,16,0
35,3,32,1.365,1,0,3
36,2,32,2.98,1,0,3
37,3,32,0.5575,1,8,0
38,2,32,0.5575,1,8,0
39,2,16,0.5575,1,0,2
40,2,32,0.5575,1,2,0
41,3,32,1.365,1,0,16
42,3,16,1.365,1,0,1
43,2,32,0.5575,1,0,2
44,2,16,0.5575,1,1,0
45,3,16,2.98,1,0,1
46,3,16,4.595,1,1,0
47,3,16,0.5575,1,4,0
48,3,16,0.5575,1,2,0
