nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,0.5575,1,0,2
2,2,32,2.98,1,0,16
3,2,32,1.365,1,3,0
4,2,32,2.98,1,0,16
5,3,16,0.5575,1,2,0
6,2,32,1.365,1,8,0
7,3,16,0.5575,1,1,0
8,2,16,0.5575,1,8,0
9,2,16,0.5575,1,1,0
10,2,32,1.365,1,8,0
11,3,32,0.5575,1,0,8
12,2,32,2.98,1,2,0
13,3,16,0.5575,1,0,8
14,3,16,0.5575,1,0,4
15,3,16,0.5575,1,2,0
16,3,16,0.5575,1,0,4
17,2,16,0.5575,1,0,4
18,2,16,1.365,1,2,0
19,3,32,0.5575,1,8,0
20,3,16,1.365,1,0,1
21,2,32,1.365,1,2,0
22,2,32,1.365,1,0,16
23,3,16,0.5575,1,8,0
24,2,16,1.365,1,0,2
25,3,32,2.98,1,0,3
26,2,16,0.5575,1,8,0
27,3,32,0.5575,1,16,0
28,3,16,1.365,1,0,8
29,3,16,2.98,1,0,4
30,3,32,0.5575,1,0,2
31,3,32,4.595,1,2,0
32,3,16,0.5575,1,2,0
33,2,32,0.5575,1,0,8
34,3,32,0.5575,1,0,3
35,2,16,0.5575,1,0,8
36,3,32,1.365,1,16,0
37,3,16,0.5575,1,1,0
38,2,32,0.5575,1,2,0
39,3,16,0.5575,1,8,0
40,2,16,1.365,1,4,0
41,3,32,1.365,1,0,3
42,2,16,2.98,1,0,1
43,2,16,4.595,1,0,2
44,3,16,1.365,1,0,4
45,2,16,6.21,1,2,0
46,3,16,0.5575,1,1,0
47,2,16,4.595,1,0,4
48,2,16,2.98,1,2,0
