nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,1.365,1,4,0
2,3,16,2.98,1,8,0
3,2,32,0.5575,1,3,0
4,2,32,6.21,1,0,8
5,2,32,0.5575,1,8,0
6,2,32,0.5575,1,16,0
7,3,16,2.98,1,0,4
8,2,16,1.365,1,0,1
9,3,16,1.365,1,0,8
10,3,16,1.365,1,2,0
11,3,16,0.5575,1,0,1
12,2,32,1.365,1,16,0
13,2,16,2.98,1,2,0
14,3,32,0.5575,1,0,2
15,3,32,1.365,1,0,8
16,3,16,0.5575,1,0,2
17,2,16,2.98,1,0,8
18,3,32,1.365,1,0,16
19,2,16,0.5575,1,1,0
20,2,16,0.5575,1,4,0
21,3,16,4.595,1,2,0
22,3,16,0.5575,1,8,0
23,3,16,1.365,1,0,8
24,3,16,0.5575,1,4,0
25,3,16,4.595,1,0,2
26,2,16,0.5575,1,2,0
27,2,32,0.5575,1,8,0
28,3,32,0.5575,1,2,0
29,2,32,0.5575,1,3,0
30,3,16,1.365,1,0,1
31,2,32,0.5575,1,0,2
32,2,32,0.5575,1,8,0
33,3,16,0.5575,1,0,1
34,2,16,2.98,1,8,0
35,3,32,0.5575,1,0,2
36,2,16,0.5575,1,1,0
37,3,32,0.5575,1,16,0
38,2,16,0.5575,1,8,0
39,3,16,2.98,1,0,4
40,2,32,1.365,1,2,0
41,2,16,0.5575,1,8,0
42,3,16,2.98,1,4,0
43,3,16,0.5575,1,0,2
44,3,16,1.365,1,0,2
45,2,16,1.365,1,4,0
46,2,16,4.595,1,0,2
47,2,32,1.365,1,3,0
48,2,16,0.5575,1,1,0
