nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,2.98,1,0,8
2,2,16,1.365,1,0,4
3,2,16,0.5575,1,4,0
4,2,16,2.98,1,0,2
5,2,16,1.365,1,0,8
6,3,32,2.98,1,0,8
7,2,32,0.5575,1,8,0
8,2,32,1.365,1,16,0
9,2,32,6.21,1,0,8
10,3,16,2.98,1,8,0
11,2,16,0.5575,1,4,0
12,2,32,2.98,1,0,2
13,2,32,0.5575,1,2,0
14,3,16,0.5575,1,4,0
15,2,16,0.5575,1,0,4
16,2,32,0.5575,1,0,16
17,3,16,0.5575,1,4,0
18,3,32,1.365,1,0,8
19,2,16,1.365,1,2,0
20,2,32,0.5575,1,3,0
21,3,16,0.5575,1,0,2
22,3,32,0.5575,1,3,0
23,3,32,0.5575,1,0,8
24,3,32,1.365,1,3,0
25,3,16,0.5575,1,0,4
26,2,32,4.595,1,0,3
27,3,16,1.365,1,2,0
28,3,16,4.595,1,1,0
29,3,16,1.365,1,1,0
30,2,32,2.98,1,0,16
31,2,16,1.365,1,0,2
32,2,16,0.5575,1,0,1
33,3,16,0.5575,1,1,0
34,2,16,0.5575,1,1,0
35,3,32,0.5575,1,16,0
36,2,16,1.365,1,0,1
37,3,32,0.5575,1,0,16
38,3,32,1.365,1,2,0
39,2,32,2.98,1,0,2
40,3,16,4.595,1,0,8
41,3,16,0.5575,1,2,0
42,2,32,0.5575,1,0,3
43,3,32,0.5575,1,16,0
44,2,16,0.5575,1,8,0
45,3,32,1.365,1,2,0
46,3,16,0.5575,1,2,0
47,3,32,1.365,1,2,0
48,2,32,0.5575,1,0,16
