nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,4.595,1,16,0
2,2,16,0.5575,1,8,0
3,3,16,0.5575,1,0,8
4,2,32,0.5575,1,3,0
5,2,16,1.365,1,2,0
6,3,16,1.365,1,0,2
7,2,32,2.98,1,0,8
8,2,32,0.5575,1,0,8
9,2,16,1.365,1,0,2
10,3,16,0.5575,1,4,0
11,3,32,1.365,1,0,2
12,2,32,0.5575,1,2,0
13,2,16,1.365,1,4,0
14,2,32,4.595,1,2,0
15,3,16,4.595,1,4,0
16,2,16,0.5575,1,0,2
17,2,32,0.5575,1,0,2
18,3,32,2.98,1,0,8
19,3,16,0.5575,1,0,2
20,3,16,2.98,1,0,1
21,2,16,1.365,1,0,1
22,2,16,2.98,1,0,4
23,2,16,1.365,1,8,0
24,3,32,6.21,1,0,16
25,3,32,0.5575,1,2,0
26,2,16,1.365,1,1,0
27,2,32,0.5575,1,0,8
28,2,32,2.98,1,8,0
29,2,16,1.365,1,2,0
30,3,32,0.5575,1,2,0
31,2,16,1.365,1,8,0
32,2,16,0.5575,1,0,1
33,3,32,0.5575,1,0,8
34,3,16,0.5575,1,0,4
35,3,32,2.98,1,3,0
36,3,16,1.365,1,4,0
37,3,32,0.5575,1,3,0
38,3,16,2.98,1,0,2
39,2,16,0.5575,1,2,0
40,3,16,0.5575,1,0,8
41,2,32,1.365,1,0,16
42,3,32,1.365,1,0,2
43,3,32,0.5575,1,0,16
44,3,16,0.5575,1,8,0
45,3,32,0.5575,1,3,0
46,2,16,0.5575,1,0,8
47,3,32,0.5575,1,2,0
48,3,16,0.5575,1,8,0
