nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,0.5575,1,8,0
2,2,32,1.365,1,0,3
3,2,32,4.595,1,3,0
4,3,16,1.365,1,0,4
5,2,32,2.98,1,0,3
6,3,32,0.5575,1,8,0
7,2,32,0.5575,1,0,2
8,3,32,2.98,1,0,2
9,2,32,0.5575,1,0,16
10,2,16,1.365,1,0,4
11,2,32,1.365,1,16,0
12,3,32,2.98,1,3,0
13,3,16,1.365,1,4,0
14,3,16,0.5575,1,0,2
15,3,16,1.365,1,2,0
16,2,32,0.5575,1,0,16
17,2,16,2.98,1,0,1
18,3,32,1.365,1,16,0
19,2,32,0.5575,1,0,8
20,3,16,0.5575,1,1,0
21,3,32,0.5575,1,2,0
22,3,16,0.5575,1,0,4
23,3,32,1.365,1,16,0
24,3,32,0.5575,1,0,3
25,2,32,2.98,1,8,0
26,3,16,1.365,1,0,1
27,3,32,0.5575,1,0,16
28,2,32,0.5575,1,16,0
29,3,16,0.5575,1,2,0
30,2,32,0.5575,1,0,3
31,3,32,4.595,1,2,0
32,3,16,0.5575,1,8,0
33,2,16,0.5575,1,1,0
34,2,32,0.5575,1,16,0
35,2,16,1.365,1,0,1
36,2,16,0.5575,1,0,8
37,2,32,2.98,1,0,2
38,2,32,0.5575,1,8,0
39,3,16,1.365,1,4,0
40,2,16,2.98,1,0,2
41,2,16,0.5575,1,0,1
42,2,16,0.5575,1,4,0
43,3,16,4.595,1,0,1
44,3,16,0.5575,1,2,0
45,2,32,1.365,1,3,0
46,3,16,0.5575,1,8,0
47,2,16,6.21,1,0,4
48,3,16,1.365,1,0,4
