nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,4.595,1,0,8
2,2,16,0.5575,1,1,0
3,2,32,1.365,1,16,0
4,3,16,1.365,1,8,0
5,3,32,1.365,1,2,0
6,2,16,4.595,1,4,0
7,2,16,1.365,1,0,2
8,3,16,1.365,1,4,0
9,3,32,0.5575,1,3,0
10,3,32,1.365,1,16,0
11,2,16,0.5575,1,1,0
12,2,32,0.5575,1,8,0
13,2,16,1.365,1,0,1
14,3,16,1.365,1,1,0
15,2,32,1.365,1,16,0
16,2,16,1.365,1,0,1
17,2,16,0.5575,1,4,0
18,2,16,0.5575,1,0,2
19,2,32,0.5575,1,2,0
20,3,16,2.98,1,2,0
21,3,16,0.5575,1,0,8
22,3,16,0.5575,1,0,1
23,3,32,0.5575,1,8,0
24,2,32,0.5575,1,8,0
25,3,16,2.98,1,0,4
26,2,32,0.5575,1,0,3
27,3,16,0.5575,1,0,8
28,3,16,2.98,1,0,1
29,2,16,0.5575,1,2,0
30,2,16,6.21,1,0,4
31,3,32,2.98,1,0,8
32,2,32,0.5575,1,0,16
33,3,16,4.595,1,0,8
34,2,16,1.365,1,0,8
35,2,16,2.98,1,8,0
36,3,32,0.5575,1,2,0
37,2,32,2.98,1,16,0
38,3,16,0.5575,1,0,2
39,3,16,0.5575,1,2,0
40,3,32,1.365,1,0,8
41,2,32,0.5575,1,2,0
42,2,32,0.5575,1,0,3
43,3,32,0.5575,1,0,8
44,3,16,0.5575,1,2,0
45,2,16,0.5575,1,0,2
46,3,32,2.98,1,16,0
47,3,16,1.365,1,0,1
48,3,16,0.5575,1,2,0
