nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,1.365,1,2,0
2,2,16,0.5575,1,8,0
3,3,32,1.365,1,0,3
4,3,16,1.365,1,1,0
5,2,16,2.98,1,0,8
6,3,32,0.5575,1,16,0
7,2,16,0.5575,1,4,0
8,2,16,0.5575,1,1,0
9,3,32,1.365,1,0,16
10,3,16,0.5575,1,1,0
11,3,32,1.365,1,0,3
12,2,32,6.21,1,3,0
13,2,16,2.98,1,0,1
14,3,32,0.5575,1,0,8
15,3,32,1.365,1,0,8
16,3,16,2.98,1,2,0
17,3,32,0.5575,1,8,0
18,2,32,1.365,1,0,8
19,2,16,0.5575,1,1,0
20,2,16,1.365,1,0,1
21,3,16,0.5575,1,0,1
22,2,16,2.98,1,0,2
23,3,16,1.365,1,4,0
24,2,16,0.5575,1,8,0
25,2,16,0.5575,1,8,0
26,3,32,0.5575,1,16,0
27,2,16,1.365,1,0,2
28,2,32,0.5575,1,2,0
29,3,16,1.365,1,2,0
30,2,16,2.98,1,2,0
31,3,32,1.365,1,0,2
32,3,32,2.98,1,8,0
33,3,32,0.5575,1,0,2
34,2,32,0.5575,1,16,0
35,2,16,4.595,1,1,0
36,2,32,0.5575,1,3,0
37,3,32,0.5575,1,16,0
38,3,16,0.5575,1,0,2
39,3,32,0.5575,1,0,16
40,2,16,4.595,1,8,0
41,3,32,0.5575,1,3,0
42,3,32,0.5575,1,8,0
43,2,32,2.98,1,0,8
44,2,32,0.5575,1,8,0
45,3,32,4.595,1,0,16
46,3,16,0.5575,1,1,0
47,2,32,1.365,1,8,0
48,2,32,0.5575,1,0,8
