nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,32,0.5575,1,2,0
2,2,32,2.98,1,8,0
3,3,32,0.5575,1,0,3
4,3,16,1.365,1,2,0
5,3,32,0.5575,1,0,3
6,2,32,1.365,1,8,0
7,2,32,1.365,1,0,8
8,2,32,0.5575,1,2,0
9,3,32,1.365,1,16,0
10,3,16,1.365,1,2,0
11,2,16,1.365,1,0,4
12,3,16,2.98,1,0,4
13,3,32,1.365,1,3,0
14,2,32,2.98,1,0,16
15,3,16,0.5575,1,0,8
16,2,16,1.365,1,8,0
17,2,16,0.5575,1,4,0
18,2,32,2.98,1,16,0
19,2,16,0.5575,1,0,1
20,2,16,1.365,1,2,0
21,2,32,1.365,1,0,3
22,2,16,6.21,1,2,0
23,2,16,0.5575,1,0,2
24,2,32,4.595,1,0,2
25,3,16,0.5575,1,0,4
26,3,16,0.5575,1,0,1
27,2,16,0.5575,1,0,8
28,3,16,0.5575,1,8,0
29,3,32,0.5575,1,0,8
30,3,16,0.5575,1,0,4
31,3,16,1.365,1,1,0
32,2,32,1.365,1,3,0
33,3,16,2.98,1,2,0
34,3,32,0.5575,1,0,16
35,3,32,0.5575,1,2,0
36,3,32,0.5575,1,0,8
37,3,32,0.5575,1,0,16
38,2,16,1.365,1,0,1
39,2,32,2.98,1,0,2
40,3,16,0.5575,1,4,0
41,3,32,0.5575,1,0,2
42,2,32,4.595,1,3,0
43,2,16,0.5575,1,8,0
44,2,16,0.5575,1,0,8
45,2,32,0.5575,1,8,0
46,2,32,2.98,1,0,2
47,3,16,0.5575,1,1,0
48,3,32,4.595,1,0,16
