nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,32,0.5575,1,16,0
2,3,32,2.98,1,2,0
3,2,32,2.98,1,0,3
4,3,32,0.5575,1,0,8
5,3,32,1.365,1,16,0
6,3,32,0.5575,1,0,8
7,3,32,1.365,1,2,0
8,2,16,0.5575,1,0,4
9,3,16,0.5575,1,1,0
10,2,16,2.98,1,4,0
11,2,32,0.5575,1,3,0
12,2,32,0.5575,1,0,3
13,2,32,0.5575,1,0,2
14,2,16,4.595,1,2,0
15,2,32,0.5575,1,0,16
16,3,16,0.5575,1,8,0
17,3,16,2.98,1,4,0
18,2,32,0.5575,1,2,0
19,2,16,1.365,1,0,2
20,3,32,0.5575,1,3,0
21,2,16,1.365,1,0,4
22,3,16,1.365,1,2,0
23,2,16,0.5575,1,0,8
24,2,16,0.5575,1,1,0
25,2,16,2.98,1,0,8
26,3,32,6.21,1,0,3
27,3,32,1.365,1,0,8
28,3,32,0.5575,1,0,16
29,2,32,0.5575,1,0,16
30,2,32,1.365,1,8,0
31,2,32,1.365,1,0,8
32,2,32,0.5575,1,16,0
33,2,32,0.5575,1,8,0
34,3,16,1.365,1,2,0
35,3,16,1.365,1,2,0
36,3,32,0.5575,1,0,8
37,2,16,2.98,1,1,0
38,3,16,0.5575,1,0,4
39,3,16,4.595,1,1,0
40,3,16,0.5575,1,8,0
41,3,16,2.98,1,1,0
42,3,32,0.5575,1,2,0
43,3,32,0.5575,1,16,0
44,3,32,4.595,1,0,3
45,2,32,1.365,1,2,0
46,2,32,0.5575,1,16,0
47,2,32,1.365,1,0,3
48,2,32,1.365,1,0,2
