nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,32,2.98,1,0,8
2,2,16,2.98,1,1,0
3,3,32,0.5575,1,0,16
4,2,16,0.5575,1,0,1
5,3,16,1.365,1,4,0
6,2,32,0.5575,1,8,0
7,2,32,4.595,1,0,8
8,2,16,1.365,1,1,0
9,3,16,0.5575,1,0,1
10,2,16,0.5575,1,8,0
11,2,16,2.98,1,8,0
12,3,16,2.98,1,0,1
13,2,16,4.595,1,1,0
14,2,16,2.98,1,0,4
15,3,16,0.5575,1,4,0
16,2,16,4.595,1,8,0
17,2,16,2.98,1,4,0
18,3,16,0.5575,1,0,2
19,3,16,0.5575,1,2,0
20,3,16,0.5575,1,8,0
21,3,32,0.5575,1,0,3
22,3,32,1.365,1,3,0
23,2,16,6.21,1,0,1
24,3,32,0.5575,1,16,0
25,2,16,1.365,1,8,0
26,2,32,1.365,1,0,3
27,3,16,0.5575,1,4,0
28,3,32,0.5575,1,2,0
29,3,16,0.5575,1,0,1
30,3,16,0.5575,1,2,0
31,2,16,0.5575,1,4,0
32,3,16,1.365,1,8,0
33,2,32,1.365,1,0,3
34,3,32,0.5575,1,8,0
35,2,32,1.365,1,0,2
36,2,32,0.5575,1,0,16
37,2,32,0.5575,1,16,0
38,2,32,0.5575,1,3,0
39,2,16,1.365,1,4,0
40,3,32,1.365,1,0,2
41,3,16,0.5575,1,8,0
42,2,32,0.5575,1,3,0
43,3,32,1.365,1,2,0
44,3,16,0.5575,1,0,2
45,3,16,0.5575,1,0,4
46,2,32,2.98,1,3,0
47,2,16,1.365,1,2,0
48,3,32,1.365,1,16,0
