nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,2.98,1,4,0
2,3,32,0.5575,1,8,0
3,3,32,1.365,1,0,3
4,3,32,0.5575,1,2,0
5,2,16,0.5575,1,0,4
6,2,16,2.98,1,4,0
7,2,16,1.365,1,0,8
8,3,16,1.365,1,0,1
9,3,16,0.5575,1,0,8
10,3,32,0.5575,1,8,0
11,3,32,0.5575,1,16,0
12,3,16,4.595,1,0,2
13,2,32,0.5575,1,8,0
14,3,32,4.595,1,0,16
15,2,16,0.5575,1,0,1
16,2,16,0.5575,1,4,0
17,3,32,0.5575,1,0,2
18,3,32,1.365,1,0,8
19,3,32,0.5575,1,0,3
20,2,16,0.5575,1,2,0
21,3,32,6.21,1,16,0
22,2,32,0.5575,1,2,0
23,2,32,1.365,1,3,0
24,2,16,2.98,1,2,0
25,2,16,0.5575,1,2,0
26,2,16,0.5575,1,0,8
27,2,32,0.5575,1,0,8
28,3,16,2.98,1,4,0
29,2,16,2.98,1,1,0
30,2,16,0.5575,1,0,1
31,2,16,1.365,1,2,0
32,3,32,0.5575,1,0,8
33,3,16,0.5575,1,0,1
34,3,32,1.365,1,2,0
35,2,32,1.365,1,0,3
36,3,16,1.365,1,0,2
37,2,16,1.365,1,8,0
38,3,32,0.5575,1,16,0
39,3,32,2.98,1,0,3
40,3,32,0.5575,1,0,16
41,2,32,0.5575,1,0,16
42,2,32,0.5575,1,0,16
43,2,16,0.5575,1,1,0
44,3,16,4.595,1,2,0
45,3,16,1.365,1,1,0
46,2,16,1.365,1,8,0
47,3,16,2.98,1,4,0
48,2,32,1.365,1,2,0
