nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,32,1.365,1,0,16
2,3,32,2.98,1,0,2
3,3,32,4.595,1,0,2
4,2,32,2.98,1,0,16
5,2,16,0.5575,1,0,2
6,3,16,0.5575,1,0,2
7,2,16,0.5575,1,0,8
8,3,16,0.5575,1,0,8
9,2,32,0.5575,1,0,16
10,3,32,2.98,1,16,0
11,3,16,0.5575,1,0,1
12,3,32,1.365,1,8,0
13,3,32,0.5575,1,0,8
14,2,16,0.5575,1,1,0
15,3,32,0.5575,1,16,0
16,2,16,1.365,1,0,2
17,2,32,0.5575,1,0,2
18,2,16,0.5575,1,0,8
19,3,32,2.98,1,0,3
20,3,32,1.365,1,3,0
21,3,32,1.365,1,0,8
22,2,32,6.21,1,0,2
23,3,16,2.98,1,0,4
24,2,32,1.365,1,3,0
25,3,16,1.365,1,4,0
26,2,16,0.5575,1,8,0
27,2,16,0.5575,1,0,2
28,2,32,0.5575,1,0,8
29,3,16,0.5575,1,8,0
30,2,32,2.98,1,0,2
31,2,32,0.5575,1,0,8
32,2,16,0.5575,1,2,0
33,2,16,4.595,1,0,1
34,2,32,0.5575,1,0,3
35,2,32,4.595,1,0,16
36,3,16,0.5575,1,2,0
37,2,32,0.5575,1,0,8
38,3,16,2.98,1,8,0
39,2,16,1.365,1,4,0
40,3,32,1.365,1,0,2
41,3,16,1.365,1,4,0
42,3,32,0.5575,1,0,3
43,2,32,1.365,1,2,0
44,2,16,0.5575,1,4,0
45,3,32,0.5575,1,2,0
46,2,16,1.365,1,4,0
47,3,32,0.5575,1,0,3
48,3,16,1.365,1,1,0
