nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,32,2.98,1,2,0
2,2,32,0.5575,1,3,0
3,2,16,1.365,1,0,2
4,2,32,1.365,1,3,0
5,2,16,2.98,1,4,0
6,3,32,0.5575,1,16,0
7,3,16,0.5575,1,0,2
8,3,32,0.5575,1,0,3
9,3,16,0.5575,1,4,0
10,3,32,0.5575,1,0,16
11,3,32,2.98,1,0,2
12,3,16,1.365,1,1,0
13,3,16,1.365,1,0,2
14,3,16,0.5575,1,4,0
15,2,32,1.365,1,3,0
16,2,16,4.595,1,1,0
17,2,32,0.5575,1,16,0
18,3,32,0.5575,1,2,0
19,2,16,0.5575,1,0,1
20,3,16,2.98,1,8,0
21,3,32,2.98,1,3,0
22,2,16,1.365,1,0,4
23,3,16,0.5575,1,0,8
24,2,32,0.5575,1,8,0
25,2,16,0.5575,1,4,0
26,2,32,1.365,1,0,3
27,2,16,6.21,1,1,0
28,3,32,0.5575,1,16,0
29,2,32,1.365,1,16,0
30,3,16,1.365,1,0,2
31,3,32,4.595,1,8,0
32,3,16,0.5575,1,8,0
33,2,32,0.5575,1,8,0
34,3,16,1.365,1,4,0
35,3,16,0.5575,1,0,4
36,2,32,2.98,1,3,0
37,3,16,0.5575,1,2,0
38,3,32,0.5575,1,8,0
39,2,16,0.5575,1,0,1
40,2,32,0.5575,1,2,0
41,2,16,1.365,1,4,0
42,2,16,1.365,1,8,0
43,3,32,0.5575,1,2,0
44,3,32,0.5575,1,0,2
45,2,32,2.98,1,0,16
46,2,16,0.5575,1,8,0
47,2,16,1.365,1,0,8
48,2,32,4.595,1,2,0
