nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,1.365,1,4,0
2,2,32,0.5575,1,0,2
3,3,16,1.365,1,2,0
4,3,32,1.365,1,0,8
5,3,16,0.5575,1,8,0
6,3,16,2.98,1,0,2
7,3,16,1.365,1,0,4
8,2,16,0.5575,1,4,0
9,2,16,0.5575,1,0,2
10,2,32,0.5575,1,3,0
11,3,32,0.5575,1,0,16
12,3,32,1.365,1,3,0
13,3,32,1.365,1,0,2
14,2,32,2.98,1,0,16
15,2,16,1.365,1,2,0
16,3,16,0.5575,1,4,0
17,2,32,4.595,1,8,0
18,2,32,0.5575,1,0,2
19,3,32,4.595,1,2,0
20,3,32,0.5575,1,0,2
21,3,32,2.98,1,16,0
22,3,16,0.5575,1,8,0
23,2,32,4.595,1,0,2
24,2,32,1.365,1,0,16
25,3,16,0.5575,1,1,0
26,2,16,0.5575,1,0,8
27,3,32,0.5575,1,0,16
28,2,16,0.5575,1,1,0
29,2,16,2.98,1,4,0
30,2,32,0.5575,1,0,16
31,2,32,1.365,1,0,16
32,2,32,2.98,1,0,3
33,2,32,0.5575,1,0,2
34,2,32,0.5575,1,2,0
35,3,16,0.5575,1,4,0
36,2,32,0.5575,1,0,3
37,3,16,2.98,1,4,0
38,3,32,1.365,1,8,0
39,3,32,0.5575,1,0,3
40,3,16,0.5575,1,2,0
41,2,32,6.21,1,0,8
42,2,16,0.5575,1,4,0
43,3,16,1.365,1,0,1
44,3,32,0.5575,1,0,16
45,2,32,1.365,1,0,16
46,3,32,0.5575,1,3,0
47,3,32,1.365,1,2,0
48,2,16,2.98,1,2,0
