nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,0.5575,1,0,3
2,3,32,2.98,1,2,0
3,2,32,0.5575,1,3,0
4,2,16,1.365,1,0,1
5,2,32,0.5575,1,3,0
6,2,16,0.5575,1,0,8
7,3,32,2.98,1,0,16
8,3,32,1.365,1,2,0
9,3,32,2.98,1,2,0
10,3,32,6.21,1,0,16
11,3,16,0.5575,1,0,8
12,3,32,0.5575,1,3,0
13,3,16,0.5575,1,1,0
14,2,16,0.5575,1,0,4
15,2,16,0.5575,1,4,0
16,3,16,0.5575,1,2,0
17,3,32,1.365,1,0,16
18,3,16,0.5575,1,0,4
19,2,16,0.5575,1,1,0
20,2,32,1.365,1,0,16
21,2,16,0.5575,1,8,0
22,2,16,0.5575,1,0,4
23,3,16,1.365,1,2,0
24,3,32,0.5575,1,3,0
25,3,32,0.5575,1,3,0
26,2,16,4.595,1,8,0
27,2,16,1.365,1,0,2
28,3,32,0.5575,1,3,0
29,2,16,1.365,1,4,0
30,2,32,1.365,1,16,0
31,2,16,0.5575,1,0,2
32,3,32,2.98,1,16,0
33,3,32,4.595,1,2,0
34,3,32,0.5575,1,8,0
35,2,32,1.365,1,8,0
36,3,32,0.5575,1,0,16
37,2,32,2.98,1,3,0
38,3,32,1.365,1,8,0
39,2,32,1.365,1,8,0
40,3,16,0.5575,1,0,4
41,3,32,0.5575,1,8,0
42,3,32,2.98,1,2,0
43,2,16,4.595,1,0,8
44,2,16,2.98,1,1,0
45,3,32,0.5575,1,8,0
46,2,16,1.365,1,0,1
47,2,16,0.5575,1,1,0
48,2,16,1.365,1,0,1
