nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,0.5575,1,0,1
2,3,32,2.98,1,0,3
3,2,16,1.365,1,0,2
4,2,32,0.5575,1,3,0
5,3,32,0.5575,1,2,0
6,2,32,1.365,1,8,0
7,3,16,0.5575,1,0,4
8,3,32,2.98,1,3,0
9,3,16,2.98,1,0,4
10,3,16,0.5575,1,0,1
11,2,32,0.5575,1,16,0
12,3,32,1.365,1,0,16
13,2,16,6.21,1,0,8
14,2,16,0.5575,1,0,8
15,2,16,0.5575,1,1,0
16,3,16,0.5575,1,8,0
17,3,16,1.365,1,0,4
18,3,16,1.365,1,0,2
19,3,32,1.365,1,2,0
20,2,32,2.98,1,8,0
21,3,16,0.5575,1,2,0
22,2,16,0.5575,1,1,0
23,3,16,0.5575,1,0,8
24,2,16,2.98,1,2,0
25,2,16,1.365,1,2,0
26,2,16,4.595,1,1,0
27,3,16,4.595,1,2,0
28,2,16,0.5575,1,1,0
29,2,32,0.5575,1,0,3
30,2,16,2.98,1,0,8
31,2,32,0.5575,1,2,0
32,2,16,0.5575,1,4,0
33,2,32,0.5575,1,2,0
34,3,32,1.365,1,8,0
35,2,32,0.5575,1,16,0
36,3,32,0.5575,1,2,0
37,2,16,0.5575,1,0,4
38,3,16,1.365,1,1,0
39,3,16,4.595,1,4,0
40,3,32,0.5575,1,0,16
41,2,32,1.365,1,0,8
42,3,16,1.365,1,8,0
43,3,32,0.5575,1,0,16
44,3,16,1.365,1,2,0
45,2,16,1.365,1,2,0
46,2,32,0.5575,1,0,16
47,2,32,0.5575,1,8,0
48,3,16,2.98,1,4,0
