nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,0.5575,1,0,1
2,3,16,0.5575,1,0,2
3,2,16,2.98,1,0,2
4,2,32,1.365,1,0,8
5,2,16,1.365,1,1,0
6,3,16,0.5575,1,0,4
7,3,32,1.365,1,16,0
8,3,32,1.365,1,16,0
9,2,16,0.5575,1,8,0
10,3,16,2.98,1,1,0
11,3,16,0.5575,1,0,1
12,3,16,0.5575,1,8,0
13,2,32,2.98,1,0,16
14,3,16,1.365,1,0,4
15,2,32,4.595,1,8,0
16,3,16,0.5575,1,0,8
17,2,16,1.365,1,1,0
18,2,16,0.5575,1,8,0
19,2,16,2.98,1,4,0
20,2,32,0.5575,1,8,0
21,3,32,1.365,1,0,2
22,3,16,0.5575,1,1,0
23,2,16,1.365,1,2,0
24,3,32,1.365,1,2,0
25,3,32,0.5575,1,0,2
26,2,32,4.595,1,2,0
27,2,16,0.5575,1,4,0
28,3,16,2.98,1,0,2
29,3,16,2.98,1,0,4
30,3,16,0.5575,1,0,2
31,3,16,0.5575,1,4,0
32,2,16,0.5575,1,2,0
33,3,16,4.595,1,0,2
34,3,32,1.365,1,0,16
35,3,32,0.5575,1,0,8
36,2,32,2.98,1,0,16
37,3,32,0.5575,1,0,8
38,2,32,0.5575,1,0,2
39,2,16,6.21,1,0,2
40,2,16,0.5575,1,8,0
41,3,16,0.5575,1,2,0
42,2,16,0.5575,1,0,4
43,2,32,1.365,1,0,3
44,2,32,0.5575,1,2,0
45,3,16,0.5575,1,8,0
46,2,16,0.5575,1,8,0
47,3,16,1.365,1,2,0
48,2,32,1.365,1,0,3
