nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,0.5575,1,8,0
2,2,32,1.365,1,0,8
3,3,16,0.5575,1,0,1
4,3,32,0.5575,1,16,0
5,3,16,1.365,1,0,4
6,3,16,1.365,1,4,0
7,3,32,0.5575,1,0,3
8,3,16,1.365,1,2,0
9,3,32,4.595,1,8,0
10,2,32,1.365,1,16,0
11,3,16,0.5575,1,0,4
12,2,32,2.98,1,2,0
13,2,16,1.365,1,4,0
14,2,32,2.98,1,0,16
15,2,32,1.365,1,2,0
16,3,32,0.5575,1,0,2
17,2,32,0.5575,1,2,0
18,2,16,0.5575,1,0,1
19,2,16,2.98,1,8,0
20,2,32,0.5575,1,8,0
21,3,16,0.5575,1,4,0
22,3,32,0.5575,1,0,16
23,3,32,0.5575,1,0,16
24,3,32,1.365,1,16,0
25,3,32,1.365,1,3,0
26,3,32,0.5575,1,2,0
27,2,16,6.21,1,0,1
28,3,32,1.365,1,8,0
29,2,32,0.5575,1,0,3
30,2,32,2.98,1,0,16
31,2,16,0.5575,1,8,0
32,2,16,0.5575,1,0,1
33,2,32,4.595,1,8,0
34,3,16,2.98,1,0,1
35,2,32,1.365,1,0,3
36,2,32,2.98,1,0,3
37,3,32,0.5575,1,0,3
38,2,32,0.5575,1,0,16
39,3,16,1.365,1,8,0
40,2,32,0.5575,1,3,0
41,2,16,1.365,1,2,0
42,3,16,0.5575,1,1,0
43,3,16,2.98,1,1,0
44,2,16,0.5575,1,4,0
45,2,32,0.5575,1,0,3
46,3,32,0.5575,1,0,3
47,3,16,4.595,1,0,2
48,2,32,0.5575,1,0,8
