nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,0.5575,1,0,2
2,2,32,2.98,1,0,3
3,3,16,2.98,1,1,0
4,2,32,0.5575,1,8,0
5,3,16,0.5575,1,0,4
6,3,32,0.5575,1,16,0
7,2,32,0.5575,1,0,8
8,2,16,0.5575,1,8,0
9,3,32,1.365,1,0,8
10,2,32,0.5575,1,0,8
11,2,32,6.21,1,16,0
12,2,32,2.98,1,0,2
13,2,16,0.5575,1,1,0
14,3,32,4.595,1,8,0
15,3,32,0.5575,1,3,0
16,2,16,1.365,1,1,0
17,3,16,4.595,1,0,2
18,3,16,1.365,1,2,0
19,3,16,2.98,1,1,0
20,3,16,0.5575,1,1,0
21,2,16,2.98,1,0,2
22,3,32,1.365,1,0,8
23,2,16,0.5575,1,0,2
24,2,16,1.365,1,0,1
25,3,16,0.5575,1,0,8
26,3,32,1.365,1,0,8
27,2,16,0.5575,1,0,2
28,2,32,1.365,1,2,0
29,3,16,0.5575,1,4,0
30,2,32,1.365,1,0,16
31,2,32,1.365,1,8,0
32,2,32,0.5575,1,3,0
33,3,16,0.5575,1,0,1
34,2,16,0.5575,1,0,8
35,3,16,0.5575,1,0,2
36,3,16,2.98,1,0,8
37,2,16,0.5575,1,0,4
38,3,16,0.5575,1,0,2
39,2,16,4.595,1,0,4
40,2,32,1.365,1,0,3
41,3,32,1.365,1,0,2
42,2,32,2.98,1,0,2
43,2,32,1.365,1,16,0
44,2,16,0.5575,1,0,8
45,3,16,0.5575,1,8,0
46,3,16,0.5575,1,0,8
47,3,32,0.5575,1,2,0
48,3,32,1.365,1,16,0
