nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,32,0.5575,1,3,0
2,2,16,2.98,1,0,4
3,2,16,0.5575,1,0,8
4,2,32,0.5575,1,3,0
5,2,16,0.5575,1,0,1
6,3,32,1.365,1,0,8
7,3,16,0.5575,1,0,2
8,3,32,0.5575,1,0,8
9,2,32,2.98,1,3,0
10,2,32,1.365,1,0,8
11,3,32,1.365,1,8,0
12,3,32,1.365,1,0,16
13,2,32,0.5575,1,16,0
14,2,16,4.595,1,1,0
15,2,16,0.5575,1,8,0
16,3,32,1.365,1,0,3
17,2,32,1.365,1,0,3
18,3,16,0.5575,1,1,0
19,2,32,2.98,1,8,0
20,2,32,1.365,1,2,0
21,3,16,0.5575,1,0,1
22,3,32,1.365,1,0,8
23,2,16,0.5575,1,0,4
24,2,32,2.98,1,0,3
25,2,16,0.5575,1,0,8
26,2,16,0.5575,1,0,1
27,2,16,0.5575,1,4,0
28,2,32,0.5575,1,0,2
29,3,16,0.5575,1,1,0
30,2,16,1.365,1,8,0
31,2,32,0.5575,1,3,0
32,3,16,0.5575,1,0,4
33,3,32,1.365,1,8,0
34,3,16,0.5575,1,2,0
35,3,16,2.98,1,0,1
36,2,32,4.595,1,8,0
37,2,32,0.5575,1,0,2
38,3,16,1.365,1,8,0
39,3,16,2.98,1,0,2
40,3,32,0.5575,1,2,0
41,3,16,0.5575,1,8,0
42,3,16,2.98,1,1,0
43,3,16,0.5575,1,8,0
44,2,32,6.21,1,3,0
45,3,16,4.595,1,2,0
46,3,16,1.365,1,8,0
47,2,32,1.365,1,16,0
48,3,16,0.5575,1,8,0
