nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,2.98,1,0,8
2,2,16,0.5575,1,1,0
3,3,16,0.5575,1,0,1
4,3,32,0.5575,1,0,8
5,3,16,1.365,1,1,0
6,3,32,2.98,1,0,2
7,2,32,1.365,1,0,2
8,2,32,1.365,1,2,0
9,3,16,0.5575,1,0,4
10,3,16,2.98,1,0,2
11,2,32,4.595,1,3,0
12,2,16,0.5575,1,4,0
13,3,16,0.5575,1,2,0
14,3,16,1.365,1,8,0
15,2,16,1.365,1,2,0
16,2,32,0.5575,1,8,0
17,2,16,0.5575,1,2,0
18,3,32,0.5575,1,2,0
19,3,32,0.5575,1,16,0
20,2,32,0.5575,1,0,16
21,3,32,0.5575,1,3,0
22,3,32,0.5575,1,3,0
23,2,16,1.365,1,0,1
24,2,32,1.365,1,16,0
25,2,32,2.98,1,0,16
26,2,32,0.5575,1,0,2
27,2,32,0.5575,1,0,3
28,3,16,0.5575,1,2,0
29,3,16,1.365,1,0,8
30,3,32,0.5575,1,8,0
31,2,32,0.5575,1,0,8
32,2,32,1.365,1,0,3
33,2,32,4.595,1,0,2
34,3,16,2.98,1,0,4
35,3,16,4.595,1,0,4
36,3,16,2.98,1,0,8
37,3,32,1.365,1,0,2
38,3,16,1.365,1,4,0
39,2,32,0.5575,1,0,3
40,2,16,0.5575,1,0,4
41,2,32,6.21,1,16,0
42,3,16,1.365,1,8,0
43,2,16,0.5575,1,0,4
44,3,16,0.5575,1,8,0
45,3,32,0.5575,1,3,0
46,2,16,2.98,1,0,8
47,2,32,0.5575,1,16,0
48,3,16,1.365,1,1,0
