nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,32,4.595,1,0,2
2,2,16,0.5575,1,0,4
3,2,32,0.5575,1,3,0
4,2,16,0.5575,1,8,0
5,3,16,0.5575,1,0,8
6,2,32,4.595,1,16,0
7,2,16,0.5575,1,1,0
8,3,32,0.5575,1,8,0
9,2,32,0.5575,1,2,0
10,2,32,2.98,1,8,0
11,3,16,2.98,1,2,0
12,3,32,1.365,1,3,0
13,2,16,0.5575,1,2,0
14,3,16,0.5575,1,0,8
15,3,16,1.365,1,0,8
16,3,16,4.595,1,0,8
17,3,16,1.365,1,2,0
18,2,16,2.98,1,4,0
19,3,32,0.5575,1,2,0
20,2,16,6.21,1,2,0
21,3,32,0.5575,1,0,16
22,2,32,1.365,1,0,3
23,3,16,0.5575,1,0,2
24,2,32,0.5575,1,8,0
25,3,32,1.365,1,8,0
26,3,16,0.5575,1,0,1
27,3,32,2.98,1,2,0
28,3,32,2.98,1,16,0
29,2,16,1.365,1,0,8
30,3,32,1.365,1,2,0
31,2,16,1.365,1,2,0
32,2,32,0.5575,1,16,0
33,3,32,0.5575,1,3,0
34,2,16,0.5575,1,1,0
35,2,16,1.365,1,4,0
36,3,16,1.365,1,4,0
37,2,16,2.98,1,0,1
38,3,16,0.5575,1,0,4
39,2,32,1.365,1,0,16
40,3,32,0.5575,1,3,0
41,2,16,2.98,1,0,1
42,2,16,0.5575,1,0,4
43,2,32,0.5575,1,0,3
44,2,32,0.5575,1,0,2
45,3,16,1.365,1,1,0
46,3,16,0.5575,1,4,0
47,3,32,1.365,1,0,8
48,2,32,0.5575,1,0,16
