nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,0.5575,1,0,4
2,2,16,1.365,1,0,4
3,3,16,2.98,1,0,1
4,2,16,0.5575,1,4,0
5,2,16,1.365,1,0,1
6,2,32,0.5575,1,0,3
7,2,16,0.5575,1,2,0
8,2,32,0.5575,1,8,0
9,3,32,0.5575,1,3,0
10,3,16,1.365,1,1,0
11,2,16,1.365,1,1,0
12,3,16,0.5575,1,8,0
13,3,32,4.595,1,0,16
14,2,16,1.365,1,0,1
15,2,32,1.365,1,0,8
16,3,16,0.5575,1,0,1
17,3,32,0.5575,1,8,0
18,3,32,4.595,1,3,0
19,2,16,1.365,1,0,8
20,2,32,0.5575,1,0,3
21,2,32,0.5575,1,16,0
22,2,16,0.5575,1,0,2
23,3,32,0.5575,1,8,0
24,2,16,6.21,1,1,0
25,2,32,0.5575,1,0,16
26,3,16,0.5575,1,0,1
27,2,32,2.98,1,0,2
28,3,16,0.5575,1,4,0
29,3,16,1.365,1,0,4
30,2,16,2.98,1,0,1
31,2,16,2.98,1,0,4
32,3,32,0.5575,1,0,3
33,3,16,0.5575,1,2,0
34,3,16,4.595,1,8,0
35,3,32,0.5575,1,3,0
36,3,16,2.98,1,0,8
37,2,16,1.365,1,0,2
38,2,16,1.365,1,8,0
39,3,16,2.98,1,0,8
40,2,32,1.365,1,3,0
41,3,16,0.5575,1,1,0
42,2,16,0.5575,1,0,8
43,3,32,0.5575,1,3,0
44,3,16,0.5575,1,0,4
45,3,16,2.98,1,1,0
46,2,16,0.5575,1,8,0
47,3,16,1.365,1,0,8
48,3,32,1.365,1,0,8
