nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,0.5575,1,4,0
2,3,32,0.5575,1,0,2
3,2,16,1.365,1,2,0
4,3,16,1.365,1,4,0
5,3,32,0.5575,1,2,0
6,2,32,0.5575,1,0,3
7,2,32,2.98,1,16,0
8,3,32,2.98,1,3,0
9,3,32,0.5575,1,0,8
10,2,16,1.365,1,2,0
11,2,16,4.595,1,0,4
12,3,32,0.5575,1,8,0
13,2,32,0.5575,1,3,0
14,3,16,0.5575,1,8,0
15,3,16,0.5575,1,0,4
16,3,32,1.365,1,0,2
17,2,32,1.365,1,0,2
18,2,32,4.595,1,2,0
19,2,16,1.365,1,0,2
20,2,16,0.5575,1,4,0
21,2,32,6.21,1,0,16
22,3,32,0.5575,1,3,0
23,2,32,2.98,1,0,2
24,3,32,2.98,1,0,3
25,3,32,0.5575,1,8,0
26,2,16,0.5575,1,0,2
27,3,16,2.98,1,0,8
28,2,32,0.5575,1,2,0
29,3,16,1.365,1,1,0
30,3,16,0.5575,1,0,1
31,3,16,2.98,1,4,0
32,3,16,0.5575,1,0,8
33,3,32,0.5575,1,0,16
34,3,16,0.5575,1,0,1
35,2,16,1.365,1,4,0
36,2,16,1.365,1,0,8
37,2,32,0.5575,1,2,0
38,3,32,2.98,1,3,0
39,2,32,0.5575,1,16,0
40,3,32,0.5575,1,3,0
41,2,32,1.365,1,0,16
42,3,16,1.365,1,0,8
43,2,16,1.365,1,1,0
44,2,16,1.365,1,8,0
45,3,16,0.5575,1,8,0
46,3,32,4.595,1,3,0
47,2,32,0.5575,1,0,8
48,2,32,0.5575,1,0,8
