nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,32,0.5575,1,2,0
2,2,16,0.5575,1,0,4
3,3,16,1.365,1,0,2
4,3,16,1.365,1,0,2
5,2,32,0.5575,1,2,0
6,2,16,4.595,1,0,1
7,3,32,1.365,1,0,3
8,2,16,1.365,1,4,0
9,3,32,0.5575,1,2,0
10,3,32,4.595,1,3,0
11,3,16,0.5575,1,0,1
12,2,32,4.595,1,0,3
13,3,16,0.5575,1,0,8
14,2,16,6.21,1,0,2
15,3,16,2.98,1,0,8
16,2,32,2.98,1,2,0
17,3,32,1.365,1,8,0
18,3,16,0.5575,1,4,0
19,2,16,1.365,1,2,0
20,3,32,0.5575,1,8,0
21,2,16,0.5575,1,2,0
22,2,16,2.98,1,0,2
23,2,16,0.5575,1,0,8
24,3,32,1.365,1,0,16
25,2,32,1.365,1,8,0
26,3,16,0.5575,1,4,0
27,2,16,0.5575,1,4,0
28,3,32,2.98,1,3,0
29,3,32,0.5575,1,0,3
30,3,32,1.365,1,2,0
31,3,32,0.5575,1,8,0
32,2,32,0.5575,1,0,2
33,2,16,1.365,1,0,2
34,2,32,2.98,1,2,0
35,2,32,0.5575,1,16,0
36,3,16,0.5575,1,1,0
37,2,32,0.5575,1,16,0
38,3,32,0.5575,1,0,16
39,2,16,1.365,1,0,1
40,3,32,0.5575,1,16,0
41,2,16,2.98,1,8,0
42,2,16,0.5575,1,8,0
43,3,32,0.5575,1,2,0
44,3,16,1.365,1,0,8
45,2,32,0.5575,1,0,16
46,2,32,0.5575,1,8,0
47,2,16,1.365,1,4,0
48,3,32,2.98,1,8,0
