nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,1.365,1,0,16
2,3,32,1.365,1,0,2
3,3,16,0.5575,1,4,0
4,3,32,0.5575,1,2,0
5,3,32,0.5575,1,8,0
6,3,16,4.595,1,8,0
7,2,32,1.365,1,0,8
8,3,32,0.5575,1,16,0
9,2,16,0.5575,1,0,1
10,2,32,0.5575,1,8,0
11,2,32,0.5575,1,0,3
12,2,32,0.5575,1,16,0
13,3,32,0.5575,1,16,0
14,2,16,4.595,1,4,0
15,2,16,1.365,1,0,8
16,2,32,1.365,1,2,0
17,2,16,2.98,1,4,0
18,3,16,1.365,1,2,0
19,3,32,0.5575,1,0,3
20,2,16,2.98,1,0,1
21,3,32,1.365,1,8,0
22,3,32,0.5575,1,0,16
23,3,16,1.365,1,1,0
24,3,32,0.5575,1,16,0
25,3,32,0.5575,1,8,0
26,3,32,2.98,1,0,16
27,2,32,0.5575,1,0,16
28,2,32,0.5575,1,0,16
29,2,32,1.365,1,8,0
30,3,16,4.595,1,2,0
31,3,16,2.98,1,1,0
32,3,32,1.365,1,3,0
33,2,16,0.5575,1,0,4
34,2,16,1.365,1,2,0
35,3,16,2.98,1,0,1
36,3,16,0.5575,1,4,0
37,3,32,6.21,1,8,0
38,2,32,0.5575,1,0,16
39,3,16,0.5575,1,1,0
40,2,16,0.5575,1,0,2
41,2,32,0.5575,1,3,0
42,2,32,0.5575,1,0,2
43,2,16,2.98,1,0,1
44,3,32,2.98,1,0,3
45,2,16,0.5575,1,0,2
46,2,32,1.365,1,2,0
47,3,32,1.365,1,3,0
48,2,16,0.5575,1,0,2
