nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,0.5575,1,0,4
2,3,32,1.365,1,2,0
3,2,16,2.98,1,0,2
4,3,32,1.365,1,0,8
5,2,16,0.5575,1,1,0
6,3,16,1.365,1,0,2
7,2,16,0.5575,1,0,8
8,2,16,0.5575,1,1,0
9,3,16,1.365,1,1,0
10,2,32,4.595,1,3,0
11,3,32,2.98,1,16,0
12,3,32,0.5575,1,3,0
13,2,32,1.365,1,16,0
14,2,32,0.5575,1,8,0
15,3,16,0.5575,1,2,0
16,3,32,1.365,1,8,0
17,3,32,0.5575,1,16,0
18,2,16,1.365,1,0,4
19,3,16,2.98,1,2,0
20,2,32,4.595,1,0,16
21,3,16,0.5575,1,0,1
22,3,32,0.5575,1,16,0
23,3,32,0.5575,1,0,8
24,2,32,2.98,1,0,8
25,3,16,0.5575,1,0,8
26,2,16,0.5575,1,2,0
27,2,32,0.5575,1,2,0
28,2,32,0.5575,1,8,0
29,3,16,6.21,1,0,8
30,3,16,2.98,1,0,1
31,2,32,2.98,1,0,3
32,2,32,1.365,1,0,16
33,2,32,0.5575,1,2,0
34,2,32,1.365,1,0,3
35,3,16,0.5575,1,0,2
36,2,16,2.98,1,8,0
37,3,16,4.595,1,0,8
38,2,32,0.5575,1,0,16
39,2,16,0.5575,1,0,4
40,3,16,1.365,1,4,0
41,3,32,1.365,1,0,2
42,3,32,1.365,1,2,0
43,3,32,0.5575,1,3,0
44,2,16,1.365,1,0,2
45,2,16,0.5575,1,0,4
46,2,16,0.5575,1,0,1
47,3,32,0.5575,1,8,0
48,2,16,0.5575,1,1,0
