nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,2.98,1,8,0
2,3,16,0.5575,1,8,0
3,2,32,6.21,1,0,3
4,2,16,1.365,1,0,2
5,2,32,4.595,1,16,0
6,2,16,2.98,1,0,2
7,3,16,0.5575,1,0,4
8,3,32,2.98,1,8,0
9,3,32,0.5575,1,0,3
10,2,32,2.98,1,3,0
11,2,32,0.5575,1,0,8
12,3,16,0.5575,1,0,2
13,3,32,4.595,1,16,0
14,3,16,0.5575,1,0,8
15,2,16,4.595,1,0,1
16,3,16,1.365,1,1,0
17,3,16,2.98,1,1,0
18,2,16,0.5575,1,0,4
19,2,32,0.5575,1,2,0
20,3,16,0.5575,1,4,0
21,2,16,1.365,1,0,4
22,2,16,1.365,1,0,8
23,2,16,0.5575,1,0,1
24,3,32,0.5575,1,3,0
25,2,32,2.98,1,0,8
26,2,16,1.365,1,0,4
27,3,16,1.365,1,0,1
28,2,32,0.5575,1,2,0
29,2,32,0.5575,1,0,3
30,2,16,2.98,1,0,1
31,2,16,1.365,1,0,8
32,2,16,0.5575,1,8,0
33,3,16,1.365,1,0,4
34,3,32,0.5575,1,3,0
35,3,16,0.5575,1,0,1
36,3,16,0.5575,1,0,8
37,3,32,0.5575,1,0,3
38,3,32,0.5575,1,0,3
39,2,32,0.5575,1,0,16
40,2,32,1.365,1,0,16
41,3,16,0.5575,1,8,0
42,3,32,1.365,1,2,0
43,2,32,1.365,1,0,3
44,3,16,1.365,1,4,0
45,3,32,0.5575,1,0,8
46,3,16,0.5575,1,0,1
47,2,32,1.365,1,0,8
48,2,16,0.5575,1,1,0
