nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,0.5575,1,0,8
2,3,16,0.5575,1,2,0
3,3,16,1.365,1,0,1
4,2,32,0.5575,1,2,0
5,3,16,1.365,1,0,8
6,2,32,1.365,1,0,3
7,3,16,0.5575,1,2,0
8,2,32,2.98,1,16,0
9,2,16,1.365,1,0,2
10,3,32,1.365,1,0,8
11,2,16,0.5575,1,0,2
12,2,32,0.5575,1,0,16
13,3,16,0.5575,1,8,0
14,2,16,2.98,1,1,0
15,2,32,0.5575,1,0,16
16,3,16,4.595,1,4,0
17,2,16,0.5575,1,1,0
18,2,16,0.5575,1,4,0
19,3,16,0.5575,1,4,0
20,3,32,0.5575,1,2,0
21,2,32,0.5575,1,0,8
22,2,32,2.98,1,3,0
23,2,32,0.5575,1,0,8
24,3,16,6.21,1,0,8
25,2,32,4.595,1,0,16
26,2,32,2.98,1,8,0
27,2,16,1.365,1,0,2
28,3,32,0.5575,1,16,0
29,2,32,0.5575,1,0,8
30,2,16,0.5575,1,1,0
31,2,16,1.365,1,2,0
32,3,16,4.595,1,0,2
33,2,16,1.365,1,1,0
34,3,16,1.365,1,2,0
35,3,32,0.5575,1,0,2
36,2,32,0.5575,1,0,8
37,3,16,2.98,1,0,1
38,3,16,0.5575,1,8,0
39,2,16,1.365,1,0,1
40,3,32,2.98,1,3,0
41,3,32,0.5575,1,8,0
42,3,32,0.5575,1,0,8
43,3,16,1.365,1,1,0
44,3,32,1.365,1,2,0
45,2,16,0.5575,1,0,8
46,2,16,0.5575,1,8,0
47,3,16,2.98,1,4,0
48,3,32,1.365,1,3,0
