nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,0.5575,1,8,0
2,2,16,0.5575,1,0,8
3,2,16,0.5575,1,0,4
4,2,32,0.5575,1,0,16
5,2,32,1.365,1,0,3
6,2,16,1.365,1,2,0
7,3,32,1.365,1,0,16
8,3,16,0.5575,1,0,2
9,2,16,0.5575,1,0,8
10,3,32,1.365,1,2,0
11,2,16,0.5575,1,0,1
12,3,16,0.5575,1,1,0
13,3,32,1.365,1,16,0
14,3,32,4.595,1,16,0
15,3,32,0.5575,1,0,3
16,3,32,1.365,1,2,0
17,2,32,0.5575,1,8,0
18,3,32,1.365,1,0,16
19,2,16,0.5575,1,1,0
20,2,16,0.5575,1,1,0
21,3,32,2.98,1,0,3
22,2,16,1.365,1,8,0
23,3,16,2.98,1,4,0
24,3,32,0.5575,1,0,8
25,3,32,0.5575,1,0,2
26,2,16,6.21,1,4,0
27,3,16,0.5575,1,0,4
28,2,16,1.365,1,0,2
29,3,32,1.365,1,0,8
30,3,16,2.98,1,8,0
31,3,32,2.98,1,3,0
32,2,32,0.5575,1,0,16
33,2,32,2.98,1,3,0
34,3,16,2.98,1,1,0
35,2,16,2.98,1,1,0
36,2,16,0.5575,1,0,4
37,3,16,0.5575,1,0,1
38,2,32,0.5575,1,16,0
39,3,32,0.5575,1,3,0
40,3,32,0.5575,1,8,0
41,2,16,0.5575,1,0,1
42,3,16,4.595,1,0,8
43,3,16,1.365,1,2,0
44,2,32,0.5575,1,3,0
45,2,16,1.365,1,0,2
46,2,16,1.365,1,0,1
47,3,32,0.5575,1,8,0
48,2,16,4.595,1,0,4
