nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,1.365,1,16,0
2,3,32,1.365,1,8,0
3,2,32,0.5575,1,0,3
4,3,16,2.98,1,0,2
5,3,32,2.98,1,0,3
6,2,16,0.5575,1,8,0
7,3,16,0.5575,1,8,0
8,3,16,1.365,1,0,1
9,2,32,1.365,1,0,8
10,2,16,4.595,1,1,0
11,2,32,1.365,1,8,0
12,3,32,2.98,1,0,2
13,3,32,0.5575,1,0,3
14,3,32,0.5575,1,0,3
15,3,16,1.365,1,2,0
16,3,32,1.365,1,16,0
17,3,32,4.595,1,0,8
18,3,32,0.5575,1,0,16
19,2,16,0.5575,1,2,0
20,2,16,0.5575,1,0,8
21,2,16,1.365,1,0,2
22,2,32,1.365,1,16,0
23,2,16,2.98,1,0,4
24,3,16,0.5575,1,4,0
25,2,16,0.5575,1,2,0
26,3,16,2.98,1,8,0
27,3,32,0.5575,1,3,0
28,2,32,0.5575,1,0,8
29,2,32,0.5575,1,2,0
30,3,32,1.365,1,16,0
31,3,16,0.5575,1,0,1
32,3,32,6.21,1,2,0
33,2,32,2.98,1,16,0
34,3,32,0.5575,1,0,8
35,2,32,4.595,1,8,0
36,2,32,2.98,1,0,8
37,2,16,0.5575,1,0,1
38,3,32,0.5575,1,0,2
39,3,16,0.5575,1,0,1
40,2,16,0.5575,1,1,0
41,2,16,0.5575,1,2,0
42,3,32,0.5575,1,8,0
43,3,32,0.5575,1,0,8
44,2,32,0.5575,1,16,0
45,2,16,0.5575,1,1,0
46,2,32,1.365,1,2,0
47,3,32,1.365,1,0,16
48,2,32,1.365,1,0,3
